date	location	variant	median_ga	median_freq	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50
2021-12-03	Colorado	other	0.38323522	0.00041093642	0.43292648	0.34037042	0.4139461	0.35371038	0.40020725	0.36788186
2021-12-04	Colorado	other	0.36194465	0.00043045383	0.40530652	0.32234922	0.38908908	0.33580658	0.3764107	0.34828812
2021-12-05	Colorado	other	0.3452087	0.0004506306	0.38465065	0.30851594	0.3696989	0.3214715	0.35788083	0.33229235
2021-12-06	Colorado	other	0.33218765	0.00048011146	0.36866137	0.2977859	0.35502392	0.3102357	0.34400833	0.32040277
2021-12-07	Colorado	other	0.32269245	0.0005220532	0.3564917	0.29041052	0.3440168	0.30212924	0.33369562	0.31148234
2021-12-08	Colorado	other	0.3160426	0.0005710318	0.3486823	0.28555632	0.3365074	0.2963175	0.32680178	0.3055125
2021-12-09	Colorado	other	0.31207627	0.00062002626	0.343434	0.28300843	0.33178934	0.29277432	0.32275304	0.30205268
2021-12-10	Colorado	other	0.3105062	0.0006685175	0.34130168	0.2821825	0.3297513	0.29206017	0.32126772	0.30100888
2021-12-11	Colorado	other	0.31172132	0.00071643014	0.341928	0.2833914	0.3306565	0.2934325	0.32228267	0.3023104
2021-12-12	Colorado	other	0.31534111	0.00076489494	0.34566376	0.28659222	0.33443102	0.2969501	0.3255544	0.30582616
2021-12-13	Colorado	other	0.32121545	0.0008045541	0.35151392	0.2924702	0.34011808	0.30237126	0.331392	0.3115158
2021-12-14	Colorado	other	0.32924357	0.0008250008	0.35982978	0.3001728	0.3486689	0.31023833	0.33951727	0.31923276
2021-12-15	Colorado	other	0.33971673	0.0008236737	0.37105334	0.31049937	0.3599115	0.32002962	0.35028455	0.32949755
2021-12-16	Colorado	other	0.35269395	0.0007972198	0.38450882	0.32231903	0.37345856	0.33244115	0.36357555	0.34200108
2021-12-17	Colorado	other	0.3681033	0.0007518512	0.4011441	0.33614013	0.3896544	0.34723827	0.37950692	0.35697418
2021-12-18	Colorado	other	0.38609254	0.0006887857	0.42095223	0.35278806	0.40844825	0.36443946	0.3981185	0.37467498
2021-12-19	Colorado	other	0.40685278	0.0006187318	0.44392878	0.37262762	0.4305862	0.38447562	0.4197333	0.3951509
2021-12-20	Colorado	other	0.43108904	0.0005464894	0.4696121	0.39482918	0.45568842	0.40715143	0.44441962	0.41877443
2021-12-21	Colorado	other	0.4580838	0.0004777881	0.49927804	0.4203353	0.48433688	0.43293998	0.47230822	0.4451393
2021-12-22	Colorado	other	0.48869783	0.00041592336	0.53162575	0.44863215	0.51639175	0.46205807	0.50358015	0.47439727
2021-12-23	Colorado	other	0.5223529	0.0003626803	0.5675229	0.4788593	0.5520973	0.4940546	0.5383909	0.507231
2021-12-24	Colorado	other	0.55967903	0.0003176292	0.6076066	0.51346916	0.5914808	0.52947456	0.57641083	0.54303026
2021-12-25	Colorado	other	0.6000104	0.00028040685	0.6512702	0.5515268	0.63450694	0.56798327	0.6181745	0.58202195
2021-12-26	Colorado	other	0.64358675	0.00024993936	0.699105	0.59141934	0.6809973	0.608552	0.66280776	0.62475765
2021-12-27	Colorado	other	0.6905041	0.00022594092	0.7511378	0.63376266	0.72997713	0.65252805	0.7108095	0.6703829
2021-12-28	Colorado	other	0.7395179	0.00020641176	0.80688614	0.6790898	0.78306776	0.6991391	0.7623961	0.7184029
2021-12-29	Colorado	other	0.79177505	0.00019121089	0.8645416	0.7263177	0.8392298	0.74827194	0.8164921	0.7689083
2021-12-30	Colorado	other	0.84580666	0.00017982288	0.9258212	0.7743411	0.8972884	0.79855883	0.8732907	0.8216243
2021-12-31	Colorado	other	0.90139854	0.00017148399	0.9863293	0.8247545	0.9567881	0.850773	0.9313346	0.87525195
2022-01-01	Colorado	other	0.9576404	0.00016572486	1.0501553	0.87541413	1.0177739	0.9039425	0.9895476	0.9288982
2022-01-02	Colorado	other	1.0135753	0.00016219515	1.1101118	0.9257837	1.0778223	0.95700675	1.0468069	0.98268497
2022-01-03	Colorado	other	1.0680372	0.00016032255	1.1693699	0.97421104	1.1353234	1.0076344	1.1032026	1.0354207
2022-01-04	Colorado	other	1.1193526	0.00016047432	1.2259293	1.0210322	1.190845	1.0561275	1.1563973	1.0853736
2022-01-05	Colorado	other	1.1673366	0.00016268283	1.2774051	1.0650216	1.2408988	1.1015865	1.2050259	1.1318965
2022-01-06	Colorado	other	1.2108607	0.00016627254	1.3242141	1.1059793	1.2855315	1.1428647	1.2502092	1.1747601
2022-01-07	Colorado	other	1.2493668	0.00017125174	1.3662226	1.1426268	1.3256971	1.180378	1.2899003	1.2128836
2022-01-08	Colorado	other	1.2835829	0.00017777472	1.4027787	1.174309	1.3618612	1.2134708	1.3240272	1.2459092
2022-01-09	Colorado	other	1.3135476	0.00018532849	1.433595	1.2018907	1.3924574	1.2406982	1.3530433	1.2743316
2022-01-10	Colorado	other	1.3377075	0.00019469332	1.4598656	1.2262819	1.4170823	1.2638972	1.3782601	1.297817
2022-01-11	Colorado	other	1.3566649	0.00020532179	1.4848663	1.2437761	1.4383698	1.2816545	1.3980954	1.3161986
2022-01-12	Colorado	other	1.37089	0.00021747849	1.5010394	1.2557098	1.4545714	1.295492	1.4136688	1.3308622
2022-01-13	Colorado	other	1.3810554	0.00023078016	1.5129565	1.2641027	1.4655044	1.3037639	1.4246264	1.3399869
2022-01-14	Colorado	other	1.386893	0.00024607108	1.5226408	1.2672764	1.4733042	1.3089939	1.4319006	1.3446352
2022-01-15	Colorado	other	1.3888861	0.00026255928	1.5248461	1.2691361	1.4754794	1.3090824	1.434519	1.3453884
2022-01-16	Colorado	other	1.3875415	0.00028006837	1.5252959	1.2667928	1.4736624	1.3055089	1.433859	1.3422203
2022-01-17	Colorado	other	1.3824804	0.00029943258	1.5225656	1.2585171	1.4699328	1.2996556	1.4289165	1.3373542
2022-01-18	Colorado	other	1.3748624	0.00032046693	1.5138726	1.2493271	1.4626884	1.2902143	1.4209898	1.329076
2022-01-19	Colorado	other	1.3640841	0.00034221576	1.5051308	1.2394446	1.4526033	1.2780868	1.410359	1.3180485
2022-01-20	Colorado	other	1.3511336	0.00036553093	1.4909197	1.2253336	1.4407077	1.2654139	1.3971057	1.3051465
2022-01-21	Colorado	other	1.3365843	0.00038947063	1.4735957	1.2101183	1.4264712	1.2522955	1.3821149	1.2906051
2022-01-22	Colorado	other	1.320934	0.00041543428	1.4541113	1.1953388	1.409063	1.2386092	1.366033	1.276178
2022-01-23	Colorado	other	1.3030808	0.00044301836	1.4353199	1.1823914	1.3900163	1.2230234	1.347859	1.2601818
2022-01-24	Colorado	other	1.2847965	0.00047107856	1.414761	1.1655879	1.3714432	1.2069238	1.3292655	1.2427162
2022-01-25	Colorado	other	1.2666948	0.0005009201	1.3941388	1.1484361	1.3490525	1.1893737	1.3094279	1.2254266
2022-01-26	Colorado	other	1.2475593	0.0005305696	1.3710984	1.1319431	1.327709	1.1719726	1.2898504	1.2070588
2022-01-27	Colorado	other	1.2288289	0.00056164083	1.3508983	1.1153039	1.3069587	1.1537538	1.2695408	1.1885291
2022-01-28	Colorado	other	1.2089574	0.0005945307	1.3305192	1.0983363	1.2861516	1.1341614	1.2485594	1.1696824
2022-01-29	Colorado	other	1.1896249	0.0006281629	1.3098197	1.0791059	1.2654006	1.1144015	1.2278981	1.1502844
2022-01-30	Colorado	other	1.1690035	0.0006606451	1.2901663	1.0598892	1.2452325	1.0952337	1.2082841	1.1303552
2022-01-31	Colorado	other	1.1507195	0.0006945784	1.2711524	1.0413826	1.2265072	1.0760902	1.1891589	1.1107526
2022-02-01	Colorado	other	1.1318899	0.00072801905	1.2514898	1.0218172	1.208012	1.0581273	1.1708155	1.0920331
2022-02-02	Colorado	other	1.1138825	0.0007617406	1.2342931	1.0038689	1.1896292	1.0393108	1.1523386	1.0745142
2022-02-03	Colorado	other	1.0965201	0.0007945646	1.2182527	0.9868704	1.1715062	1.0214909	1.1352816	1.057944
2022-02-04	Colorado	other	1.0799044	0.0008277522	1.2010249	0.9714691	1.1552489	1.0060363	1.1190649	1.0422993
2022-02-05	Colorado	other	1.0647099	0.0008608618	1.1855083	0.9570868	1.139898	0.99102366	1.1039472	1.0272408
2022-02-06	Colorado	other	1.0506837	0.000891239	1.1708922	0.9429231	1.1253973	0.97803986	1.090078	1.0136528
2022-02-07	Colorado	other	1.038042	0.0009210573	1.1561747	0.9319155	1.1126153	0.9655898	1.0763261	1.0013828
2022-02-08	Colorado	other	1.0263329	0.00094857346	1.1409404	0.9211195	1.0990851	0.9551807	1.0636078	0.98972
2022-02-09	Colorado	other	1.0161502	0.0009781063	1.128886	0.91189444	1.0881149	0.94607383	1.05233	0.9801427
2022-02-10	Colorado	other	1.0064698	0.0010035934	1.1187826	0.90308475	1.0783765	0.9378241	1.0421004	0.9702417
2022-02-11	Colorado	other	0.997224	0.001029312	1.1083107	0.8950105	1.0690678	0.93035597	1.0332599	0.96093845
2022-02-12	Colorado	other	0.988963	0.0010523257	1.0990427	0.8890856	1.0602148	0.9234208	1.0248991	0.953275
2022-02-13	Colorado	other	0.98165524	0.0010728454	1.0915874	0.8836668	1.0530497	0.9170765	1.0174944	0.9464978
2022-02-14	Colorado	other	0.9755473	0.0010901348	1.0853038	0.8790088	1.0470604	0.9106001	1.0111618	0.9396318
2022-02-15	Colorado	other	0.9698069	0.0011080065	1.083556	0.8743918	1.0420265	0.9047551	1.0062773	0.93381
2022-02-16	Colorado	other	0.9643296	0.0011249589	1.0784601	0.86886656	1.0381867	0.8990004	1.0017711	0.92823327
2022-02-17	Colorado	other	0.95950925	0.0011402732	1.0749178	0.86444664	1.0353338	0.8935792	0.9976001	0.9235512
2022-02-18	Colorado	other	0.9556745	0.0011544185	1.0747356	0.85973155	1.032532	0.8887804	0.99493796	0.920094
2022-02-19	Colorado	other	0.95271647	0.001166198	1.0714711	0.855856	1.0304712	0.8856929	0.9923328	0.9165545
2022-02-20	Colorado	other	0.9500282	0.0011760348	1.0709047	0.8509684	1.0284413	0.8813718	0.9903162	0.91346174
2022-02-21	Colorado	other	0.94772327	0.001182188	1.0676755	0.8480693	1.0269972	0.87864625	0.9885454	0.9108722
2022-02-22	Colorado	other	0.9458841	0.0011902624	1.0668046	0.84294903	1.0256499	0.8762495	0.9865508	0.9083575
2022-02-23	Colorado	other	0.94418633	0.0011912237	1.0666833	0.8408816	1.0244209	0.8744019	0.9846903	0.9067825
2022-02-24	Colorado	other	0.9435016	0.0011943111	1.0664388	0.8375219	1.022561	0.8728551	0.9837299	0.9056951
2022-02-25	Colorado	other	0.94290674	0.0011928345	1.0670112	0.835716	1.0217116	0.87242	0.9828174	0.90558076
2022-02-26	Colorado	other	0.9423555	0.0011879163	1.065955	0.8359436	1.0208486	0.8719197	0.98250365	0.9051895
2022-02-27	Colorado	other	0.9426057	0.0011854048	1.0656123	0.8337062	1.0205805	0.8707501	0.9827818	0.90495634
2022-02-28	Colorado	other	0.9430697	0.0011762308	1.0646495	0.8335059	1.0223701	0.86970717	0.9833263	0.90518135
2022-03-01	Colorado	other	0.9436323	0.0011706387	1.0645591	0.8331828	1.0243117	0.8696569	0.9847239	0.904924
2022-03-02	Colorado	other	0.9448605	0.0011622589	1.0672688	0.83214474	1.02587	0.86850035	0.98663455	0.9053308
2022-03-03	Colorado	other	0.9468778	0.0011547225	1.0713366	0.8306398	1.0300466	0.8690695	0.989184	0.9057525
2022-03-04	Colorado	other	0.94883025	0.0011450343	1.0745646	0.8309956	1.033023	0.8683517	0.99086666	0.9063959
2022-03-05	Colorado	other	0.9514018	0.0011321332	1.0823706	0.8289561	1.036331	0.8681603	0.99402654	0.9073166
2022-03-06	Colorado	other	0.95425296	0.0011172424	1.0905621	0.8285645	1.0420065	0.8681136	0.99796546	0.9081633
2022-03-07	Colorado	other	0.9574615	0.00110313	1.0976548	0.8291723	1.0456964	0.8687976	1.00227	0.9104737
2022-03-08	Colorado	other	0.96046954	0.0010865555	1.1031762	0.82937884	1.0515643	0.8695881	1.0079794	0.9120858
2022-03-09	Colorado	other	0.96429205	0.001067562	1.1111753	0.83084047	1.0581114	0.87126327	1.013685	0.91414714
2022-03-10	Colorado	other	0.96861535	0.0010436175	1.1208642	0.8320839	1.0651157	0.87329006	1.0186735	0.9173673
2022-03-11	Colorado	other	0.9730359	0.0010215534	1.1302406	0.8343205	1.0713936	0.8765336	1.0236827	0.9203322
2022-03-12	Colorado	other	0.9776915	0.0009963692	1.1427596	0.8345279	1.0799055	0.876371	1.0301621	0.9234055
2022-03-13	Colorado	other	0.9821484	0.000970404	1.1558877	0.83447975	1.0900837	0.8796753	1.0366914	0.92603016
2022-03-14	Colorado	other	0.98797154	0.00094173325	1.1704228	0.83589464	1.1001128	0.8833346	1.0441337	0.93064445
2022-03-15	Colorado	other	0.99368757	0.00090865226	1.1858368	0.8383602	1.1102664	0.88536215	1.0507815	0.9352077
2022-03-16	Colorado	other	0.99933505	0.00087591616	1.2070183	0.8360063	1.1226825	0.8868259	1.0611999	0.93989146
2022-03-17	Colorado	other	1.0043393	0.0008405639	1.2252744	0.83451504	1.1358702	0.88700587	1.0712698	0.94236284
2022-03-18	Colorado	other	1.0107062	0.0008020548	1.2459924	0.828071	1.1513748	0.88720316	1.0828596	0.9436693
2022-03-19	Colorado	other	1.0173173	0.0007631254	1.2666906	0.82493794	1.1702981	0.8862226	1.0928258	0.9452907
2022-03-20	Colorado	other	1.0231102	0.0007229546	1.2936157	0.8162393	1.1880668	0.8853123	1.1039845	0.947833
2022-03-21	Colorado	other	1.0307983	0.00068541965	1.3217707	0.8096572	1.2065293	0.88178724	1.1171387	0.9505461
2022-03-22	Colorado	other	1.0360279	0.00064551923	1.3511082	0.80193394	1.2250386	0.8802243	1.1301857	0.95089376
2022-03-23	Colorado	other	1.0437741	0.000603759	1.3776721	0.7947585	1.239891	0.87735987	1.143969	0.9517441
2022-03-24	Colorado	other	1.050142	0.00056336215	1.4028021	0.7891753	1.261075	0.8733468	1.1571972	0.95244014
2022-03-25	Colorado	other	1.0574734	0.0005262345	1.436144	0.78182185	1.2792526	0.86723304	1.1688404	0.95187664
2022-03-26	Colorado	other	1.0637946	0.0004901516	1.4702538	0.7736912	1.296378	0.8633821	1.1819842	0.9515995
2022-03-27	Colorado	other	1.0694995	0.00045278604	1.5016565	0.7613225	1.3189553	0.8587015	1.1972705	0.9515722
2022-03-28	Colorado	other	1.0749474	0.000418416	1.5341303	0.7512872	1.3475777	0.85260004	1.20993	0.9515478
2022-03-29	Colorado	other	1.078158	0.00038367262	1.5696026	0.7370782	1.3707538	0.84371	1.2252544	0.9471768
2022-03-30	Colorado	other	1.0824692	0.00035276782	1.6087276	0.7236903	1.4028342	0.8336292	1.2379924	0.9438127
2022-03-31	Colorado	other	1.0850041	0.000323317	1.6592348	0.70924693	1.4300395	0.82178473	1.2543031	0.9378984
2022-04-01	Colorado	other	1.0874262	0.00029565766	1.6940092	0.68590945	1.4688532	0.80655026	1.2699499	0.93171835
2022-04-02	Colorado	other	1.0892932	0.00027054764	1.7548112	0.6673946	1.4998716	0.79457015	1.2855914	0.9288835
2022-04-03	Colorado	other	1.0904282	0.00024594984	1.8216237	0.65096235	1.5389711	0.77845514	1.3082407	0.92125446
2022-04-04	Colorado	other	1.0933095	0.00022455484	1.9120146	0.63353944	1.5766706	0.76213646	1.3212799	0.91164017
2022-04-05	Colorado	other	1.0939364	0.00020344468	1.97104	0.6146849	1.6212449	0.74522704	1.3490593	0.9022392
2022-04-06	Colorado	other	1.0961196	0.00018389104	2.0537963	0.5913343	1.6816939	0.7276811	1.3691163	0.891787
2022-04-07	Colorado	other	1.0986605	0.00016639585	2.137597	0.57035035	1.7179471	0.7098664	1.3916769	0.87623996
2022-04-08	Colorado	other	1.0987551	0.00015053069	2.2601495	0.5394128	1.7875443	0.68870145	1.4128884	0.8580052
2022-04-09	Colorado	other	1.1023984	0.00013655805	2.4030623	0.50653476	1.8838927	0.65881103	1.4392977	0.8450473
2022-04-10	Colorado	other	1.1055979	0.00012261936	2.600799	0.46832982	1.9840462	0.6217424	1.477544	0.8199952
2022-04-11	Colorado	other	1.1066625	0.000110606554	2.875582	0.42544407	2.1167204	0.5873854	1.5239162	0.7896441
2022-04-12	Colorado	other	1.1071382	9.772466e-05	3.248982	0.38266388	2.2976913	0.54749584	1.5740563	0.7599343
2021-11-15	Connecticut	Delta	2.166463	0.9987336	5.910369	0.82043684	4.1477532	1.1764064	3.0743935	1.5801783
2021-11-16	Connecticut	Delta	2.3361578	0.998698	5.3670106	1.0311592	4.0028696	1.3957404	3.1246028	1.7820997
2021-11-17	Connecticut	Delta	2.425486	0.9984152	4.9612904	1.2109457	3.8576713	1.5633519	3.109356	1.9137788
2021-11-18	Connecticut	Delta	2.4537756	0.9965558	4.546417	1.3559544	3.6491103	1.6687093	3.05526	1.9812655
2021-11-19	Connecticut	Delta	2.4105814	0.99434674	4.171779	1.4121819	3.435531	1.7124085	2.9219625	2.0017061
2021-11-20	Connecticut	Delta	2.314942	0.9942412	3.800976	1.4223034	3.1908624	1.6933924	2.7500029	1.951783
2021-11-21	Connecticut	Delta	2.17998	0.9945291	3.443268	1.3982372	2.9274535	1.6302518	2.5545018	1.8732316
2021-11-22	Connecticut	Delta	2.017514	0.9940708	3.0733342	1.3347218	2.6640146	1.5398573	2.32735	1.7533845
2021-11-23	Connecticut	Delta	1.8398807	0.99308836	2.7069156	1.2497461	2.3706183	1.4316982	2.102708	1.6128289
2021-11-24	Connecticut	Delta	1.6548334	0.99232805	2.336155	1.1661688	2.0860505	1.3104341	1.8684766	1.4683195
2021-11-25	Connecticut	Delta	1.4732049	0.99221283	2.0157273	1.0668738	1.8225279	1.1889815	1.6450484	1.3163131
2021-11-26	Connecticut	Delta	1.3032506	0.9922603	1.7351594	0.9671383	1.5772088	1.0746804	1.4386915	1.1781137
2021-11-27	Connecticut	Delta	1.1455312	0.9919439	1.4810846	0.87638915	1.3585529	0.96503186	1.2550454	1.0482674
2021-11-28	Connecticut	Delta	1.0051506	0.99118435	1.2645239	0.7948993	1.168499	0.8648559	1.0901504	0.9302892
2021-11-29	Connecticut	Delta	0.8840365	0.99022436	1.0798359	0.7201441	1.0058551	0.7716017	0.9478495	0.8254423
2021-11-30	Connecticut	Delta	0.77854776	0.9892735	0.92972165	0.64498127	0.8752501	0.6916161	0.8274945	0.73200494
2021-12-01	Connecticut	Delta	0.6913514	0.98824346	0.8087318	0.5832901	0.7685632	0.62007326	0.72998613	0.6529934
2021-12-02	Connecticut	Delta	0.61668515	0.98744106	0.7149941	0.529123	0.6813219	0.55844706	0.65027	0.58622473
2021-12-03	Connecticut	Delta	0.5572151	0.98584706	0.6431113	0.4830723	0.61169845	0.50655705	0.5859678	0.5297176
2021-12-04	Connecticut	Delta	0.50777376	0.98287165	0.58319277	0.4417289	0.55544287	0.46326518	0.53329885	0.48396736
2021-12-05	Connecticut	Delta	0.46720243	0.9791033	0.53430456	0.40788147	0.5095921	0.4273675	0.48944938	0.44548443
2021-12-06	Connecticut	Delta	0.433106	0.97453463	0.49337417	0.37995127	0.47219235	0.39798546	0.4535126	0.4141098
2021-12-07	Connecticut	Delta	0.40553465	0.96811426	0.4593343	0.35733992	0.44005293	0.37386805	0.42368245	0.3882798
2021-12-08	Connecticut	Delta	0.3829538	0.95905745	0.43188503	0.33899722	0.41389135	0.35417226	0.39900267	0.3673011
2021-12-09	Connecticut	Delta	0.36422202	0.9468304	0.4080662	0.3250728	0.39204833	0.33789688	0.37902844	0.34976813
2021-12-10	Connecticut	Delta	0.34896868	0.9308269	0.38933265	0.3138116	0.37438408	0.32481673	0.36235023	0.3360886
2021-12-11	Connecticut	Delta	0.33670467	0.90984213	0.37457886	0.30390733	0.3603395	0.3149009	0.3492731	0.32516265
2021-12-12	Connecticut	Delta	0.32735336	0.88278687	0.3623781	0.29721496	0.3497769	0.30688363	0.33937585	0.3163565
2021-12-13	Connecticut	Delta	0.32061583	0.848331	0.35465917	0.29165575	0.3418852	0.301002	0.33196622	0.30973336
2021-12-14	Connecticut	Delta	0.3159295	0.80585873	0.34923008	0.28797987	0.3371863	0.29684943	0.32671186	0.30529106
2021-12-15	Connecticut	Delta	0.31321758	0.75525916	0.3465305	0.28549567	0.33453196	0.29431775	0.324041	0.30290136
2021-12-16	Connecticut	Delta	0.31248528	0.69742703	0.34627333	0.28404495	0.33412084	0.29331857	0.3232878	0.30212453
2021-12-17	Connecticut	Delta	0.3135301	0.63319254	0.34749857	0.28418347	0.33550662	0.29411617	0.3244737	0.30291605
2021-12-18	Connecticut	Delta	0.31644094	0.56512994	0.35058805	0.28629708	0.33833823	0.2965286	0.32741448	0.3052919
2021-12-19	Connecticut	Delta	0.32061604	0.49581295	0.3549993	0.2901168	0.34266987	0.30041823	0.33178765	0.3095051
2021-12-20	Connecticut	Delta	0.32610375	0.42864734	0.36078173	0.29573157	0.34826514	0.30615786	0.3380023	0.31529558
2021-12-21	Connecticut	Delta	0.33350033	0.36572886	0.36807582	0.30340266	0.35579488	0.31304494	0.3454238	0.32259113
2021-12-22	Connecticut	Delta	0.34228557	0.30873454	0.3769585	0.31198907	0.36456248	0.32175368	0.35409757	0.33149663
2021-12-23	Connecticut	Delta	0.35245812	0.25884703	0.38686854	0.32264948	0.37513116	0.3318595	0.36420637	0.34159958
2021-12-24	Connecticut	Delta	0.36393344	0.21589476	0.39936772	0.33372343	0.38651985	0.34276676	0.37584996	0.35294408
2021-12-25	Connecticut	Delta	0.37685573	0.17983687	0.41246912	0.34608245	0.39973262	0.3553591	0.3889579	0.36563835
2021-12-26	Connecticut	Delta	0.39110196	0.14970106	0.42720088	0.35880604	0.4145625	0.3690359	0.40346476	0.37939
2021-12-27	Connecticut	Delta	0.4065724	0.12489557	0.44504428	0.37203944	0.43146297	0.3834975	0.41929674	0.3934844
2021-12-28	Connecticut	Delta	0.42304578	0.10464227	0.4640804	0.38559777	0.44992095	0.3983291	0.43693027	0.40943813
2021-12-29	Connecticut	Delta	0.44061396	0.08808942	0.48553464	0.3991268	0.46987242	0.41385886	0.45563316	0.42584282
2021-12-30	Connecticut	Delta	0.45928872	0.07473017	0.508867	0.4140213	0.49108568	0.4297043	0.47564515	0.44295484
2021-12-31	Connecticut	Delta	0.47894144	0.06381692	0.5325898	0.42956346	0.5130523	0.44614837	0.49619263	0.46093357
2022-01-01	Connecticut	Delta	0.49903917	0.055029053	0.55727243	0.44563118	0.5362425	0.46309766	0.51770496	0.4795115
2022-01-02	Connecticut	Delta	0.5195576	0.047732785	0.5818726	0.46177235	0.55966777	0.4807114	0.53997594	0.4979358
2022-01-03	Connecticut	Delta	0.5399809	0.041772455	0.6061583	0.47832382	0.5830549	0.49907658	0.5617748	0.51717436
2022-01-04	Connecticut	Delta	0.5605428	0.03690719	0.6296329	0.49551588	0.6057181	0.516914	0.5837287	0.53652376
2022-01-05	Connecticut	Delta	0.5807502	0.03291265	0.652261	0.5134603	0.6273587	0.53558874	0.604557	0.5560161
2022-01-06	Connecticut	Delta	0.6004034	0.02951309	0.67226446	0.5308373	0.6477576	0.55406195	0.6248875	0.5749384
2022-01-07	Connecticut	Delta	0.61960894	0.02668689	0.6931201	0.5486486	0.66766346	0.5722892	0.6438386	0.5940667
2022-01-08	Connecticut	Delta	0.63719225	0.024346646	0.7113188	0.56547284	0.68556136	0.5891571	0.66113174	0.6115328
2022-01-09	Connecticut	Delta	0.65381795	0.022339616	0.7306332	0.5809699	0.7038901	0.60512555	0.6773762	0.627949
2022-01-10	Connecticut	Delta	0.669479	0.020660356	0.7480472	0.5954892	0.71985435	0.6194345	0.6942258	0.64350003
2022-01-11	Connecticut	Delta	0.68217826	0.019253965	0.7644512	0.6069448	0.7343395	0.6321015	0.7090388	0.65668136
2022-01-12	Connecticut	Delta	0.6935472	0.018052863	0.77788293	0.6169223	0.74873734	0.64265466	0.72172296	0.6674251
2022-01-13	Connecticut	Delta	0.7038857	0.017040461	0.7915303	0.62479687	0.7618589	0.65089923	0.7325467	0.67572933
2022-01-14	Connecticut	Delta	0.71129286	0.016138967	0.8033047	0.6276934	0.77276087	0.6555877	0.7422818	0.68127453
2022-01-15	Connecticut	Delta	0.7162019	0.015380451	0.8153683	0.62836605	0.78174335	0.6576076	0.7493434	0.6853255
2022-01-16	Connecticut	Delta	0.71823716	0.014699544	0.8246758	0.6268152	0.78782815	0.6576551	0.7533783	0.68589795
2022-01-17	Connecticut	Delta	0.7176502	0.014110098	0.82936794	0.62145436	0.7903558	0.6553459	0.7543567	0.6838559
2022-01-18	Connecticut	Delta	0.71455127	0.013544451	0.83057374	0.6166223	0.79022855	0.6489269	0.75340444	0.6799567
2022-01-19	Connecticut	Delta	0.7088032	0.013020312	0.82910746	0.6086246	0.7856004	0.6413529	0.7480056	0.6733749
2022-01-20	Connecticut	Delta	0.7001379	0.012516307	0.8221292	0.5990301	0.777704	0.63199675	0.7390925	0.6639739
2022-01-21	Connecticut	Delta	0.68782747	0.012016071	0.8106197	0.5852442	0.7652491	0.6192157	0.72759426	0.6519052
2022-01-22	Connecticut	Delta	0.6732668	0.011495621	0.7944976	0.5707926	0.7512282	0.6045939	0.713072	0.63661164
2022-01-23	Connecticut	Delta	0.65781116	0.010968242	0.7782872	0.5576187	0.73423314	0.5897629	0.6965606	0.6217072
2022-01-24	Connecticut	Delta	0.6402459	0.010420638	0.75881374	0.54120785	0.71621054	0.57272655	0.67878866	0.60478723
2022-01-25	Connecticut	Delta	0.6220465	0.009852953	0.7394696	0.52200484	0.6986175	0.5548699	0.66042995	0.58639985
2022-01-26	Connecticut	Delta	0.6036985	0.009267147	0.7205491	0.50480855	0.67919457	0.5377924	0.6420755	0.5680296
2022-01-27	Connecticut	Delta	0.5853156	0.008689662	0.70338315	0.48738703	0.6605188	0.52063346	0.6239556	0.5492059
2022-01-28	Connecticut	Delta	0.5676029	0.008084511	0.68631065	0.46896788	0.64358854	0.5025419	0.60711795	0.5314234
2022-01-29	Connecticut	Delta	0.55106425	0.0074362326	0.66994	0.44971982	0.6279857	0.48465618	0.5900309	0.5140536
2022-01-30	Connecticut	Delta	0.53575367	0.006810859	0.65615964	0.43294054	0.61419183	0.47036946	0.5757751	0.49826676
2022-01-31	Connecticut	Delta	0.52174425	0.006181011	0.6411032	0.41923338	0.6020085	0.45559743	0.56253016	0.48385948
2022-02-01	Connecticut	Delta	0.50966984	0.0055883056	0.63078135	0.40640515	0.590776	0.4418388	0.5511578	0.4709894
2022-02-02	Connecticut	Delta	0.49912345	0.0050072446	0.62530047	0.39638215	0.5801727	0.42992762	0.5419169	0.46102828
2022-02-03	Connecticut	Delta	0.49144256	0.004490239	0.61905724	0.38603777	0.57295215	0.42080733	0.5351089	0.45230398
2022-02-04	Connecticut	Delta	0.48631367	0.0039825514	0.61699003	0.37732762	0.5689151	0.4136103	0.5300995	0.44684047
2022-02-05	Connecticut	Delta	0.4832356	0.0035284474	0.61787015	0.3734124	0.5672905	0.4107708	0.5277016	0.4441062
2022-02-06	Connecticut	Delta	0.48385048	0.003117887	0.6180115	0.3722802	0.56989735	0.4090498	0.528395	0.44399637
2022-02-07	Connecticut	Delta	0.48707837	0.0027491925	0.6246966	0.37487248	0.5753056	0.4100625	0.5323935	0.44666266
2022-02-08	Connecticut	Delta	0.49321413	0.0024267572	0.63298404	0.3789207	0.58413994	0.41529068	0.53925174	0.45241302
2022-02-09	Connecticut	Delta	0.50213313	0.0021499568	0.6442232	0.38449186	0.59535176	0.42200688	0.5483085	0.46032178
2022-02-10	Connecticut	Delta	0.5141809	0.0019151808	0.6598085	0.39229885	0.6100084	0.43181384	0.56210655	0.47150394
2022-02-11	Connecticut	Delta	0.52786887	0.0017099963	0.67936635	0.4015575	0.6279973	0.44286716	0.5774773	0.482552
