date	location	variant	median_R	R_upper_95	R_lower_95	R_upper_80	R_lower_80	R_upper_50	R_lower_50	median_freq
2022-01-15	Arizona	Delta	0.7049619	1.069541	0.46368456	0.92374986	0.5332004	0.810586	0.6066076	0.009339172
2022-01-16	Arizona	Delta	0.68603116	0.98059505	0.48033935	0.86027515	0.5419865	0.77058774	0.6049668	0.009240594
2022-01-17	Arizona	Delta	0.66619414	0.9057131	0.49357805	0.8132954	0.5468421	0.737769	0.6023396	0.008438433
2022-01-18	Arizona	Delta	0.64929986	0.8547018	0.5005248	0.7743745	0.5462388	0.710851	0.5946487	0.0072721336
2022-01-19	Arizona	Delta	0.6366253	0.8125598	0.4996169	0.7447594	0.5444459	0.6902137	0.58626944	0.006714076
2022-01-20	Arizona	Delta	0.62393177	0.7822207	0.496975	0.7214204	0.5362798	0.67147774	0.57780194	0.006739333
2022-01-21	Arizona	Delta	0.610538	0.7555555	0.4913239	0.70104045	0.5289041	0.6556015	0.5675633	0.006854779
2022-01-22	Arizona	Delta	0.5996275	0.7387933	0.4839864	0.68322587	0.52131253	0.64232033	0.55926466	0.006565945
2022-01-23	Arizona	Delta	0.5887315	0.72028965	0.4793255	0.6688501	0.51283693	0.6307019	0.5503146	0.005943712
2022-01-24	Arizona	Delta	0.5797218	0.70518863	0.47459987	0.6550841	0.5067299	0.6183462	0.54271996	0.0054523144
2022-01-25	Arizona	Delta	0.5717046	0.68883234	0.46982178	0.64294153	0.5020907	0.60809016	0.53689295	0.0052552447
2022-01-26	Arizona	Delta	0.5640546	0.6751585	0.46823427	0.6333045	0.49834448	0.59846157	0.5303203	0.005170621
2022-01-27	Arizona	Delta	0.5579873	0.66192234	0.46452627	0.62213796	0.4945783	0.59006774	0.5253419	0.004995463
2022-01-28	Arizona	Delta	0.55214	0.651528	0.46203524	0.61408883	0.4916017	0.5829846	0.5207558	0.0047127763
2022-01-29	Arizona	Delta	0.5477721	0.64242256	0.46202788	0.6064771	0.4905154	0.5775144	0.51701844	0.0044459645
2022-01-30	Arizona	Delta	0.54384404	0.6361395	0.46136868	0.6017252	0.48849094	0.5727951	0.51407546	0.0042513693
2022-01-31	Arizona	Delta	0.5410106	0.6309301	0.46117893	0.5978571	0.48674238	0.57031643	0.5118091	0.0041255252
2022-02-01	Arizona	Delta	0.53897333	0.62786496	0.46010348	0.5955505	0.48548907	0.56835467	0.51034313	0.0040084682
2022-02-02	Arizona	Delta	0.53788894	0.6243888	0.460601	0.5937165	0.48516834	0.56670505	0.50957084	0.0038626627
2022-02-03	Arizona	Delta	0.53765625	0.62346876	0.4612934	0.59326285	0.48598024	0.5667185	0.50995547	0.0037219827
2022-02-04	Arizona	Delta	0.5388047	0.62323374	0.4634854	0.5949828	0.48795038	0.5671592	0.51098263	0.003601169
2022-02-05	Arizona	Delta	0.53949475	0.6242903	0.467274	0.594561	0.49018148	0.5680786	0.51327825	0.0035054795
2022-02-06	Arizona	Delta	0.5416547	0.626144	0.46994376	0.5957689	0.4932432	0.57054937	0.5158205	0.003428719
2022-02-07	Arizona	Delta	0.544933	0.6291171	0.47241148	0.59964377	0.49692076	0.57348824	0.51913714	0.0033495994
2022-02-08	Arizona	Delta	0.5483953	0.63371706	0.4767476	0.60167617	0.50114703	0.577037	0.5234253	0.003261603
2022-02-09	Arizona	Delta	0.5526238	0.6369931	0.48150793	0.60492766	0.5058995	0.58073616	0.52767825	0.003188336
2022-02-10	Arizona	Delta	0.5570687	0.64296913	0.48616314	0.61057395	0.5103444	0.58528066	0.53248227	0.0031179818
2022-02-11	Arizona	Delta	0.56237507	0.64879096	0.4910877	0.6164557	0.5157992	0.5906284	0.5373198	0.0030610168
2022-02-12	Arizona	Delta	0.56845653	0.657935	0.4942553	0.6239592	0.5196597	0.59627795	0.54228944	0.0030090602
2022-02-13	Arizona	Delta	0.57474923	0.6654976	0.49705967	0.63138264	0.52457875	0.603218	0.5474942	0.002964776
2022-02-14	Arizona	Delta	0.5817491	0.67464095	0.50256944	0.6400938	0.5301803	0.60966647	0.5534429	0.002920981
2022-02-15	Arizona	Delta	0.5888976	0.6834251	0.5073945	0.6486223	0.53583264	0.6176704	0.5592908	0.0028810825
2022-02-16	Arizona	Delta	0.5954424	0.69232947	0.51143134	0.65664446	0.54074705	0.62543166	0.56524336	0.0028435187
2022-02-17	Arizona	Delta	0.6025127	0.702898	0.5157967	0.66467345	0.54711944	0.6330523	0.5718266	0.0028136638
2022-02-18	Arizona	Delta	0.60962486	0.7116068	0.5225377	0.67215186	0.55315244	0.64056915	0.5788789	0.0027749012
2022-02-19	Arizona	Delta	0.6166725	0.7201622	0.52860236	0.68011516	0.56036854	0.6480143	0.58563954	0.002738932
2022-02-20	Arizona	Delta	0.624313	0.7267426	0.53688216	0.6879958	0.56755733	0.6560824	0.593369	0.0027011437
2022-02-21	Arizona	Delta	0.6318015	0.7348225	0.5438827	0.69570917	0.5752669	0.66462255	0.60158503	0.0026724525
2022-02-22	Arizona	Delta	0.6401228	0.7424148	0.5517408	0.7048692	0.5826678	0.6731694	0.6096092	0.0026431151
2022-02-23	Arizona	Delta	0.6485677	0.75097424	0.55918056	0.71457803	0.59034467	0.68188167	0.6174743	0.0026147324
2022-02-24	Arizona	Delta	0.6571747	0.76054686	0.5681098	0.7225736	0.5973231	0.6905129	0.62534106	0.002586202
2022-02-25	Arizona	Delta	0.6666076	0.769706	0.5750091	0.7335328	0.60607207	0.69996613	0.6340054	0.0025588511
2022-02-26	Arizona	Delta	0.67579526	0.78379285	0.58231366	0.74412584	0.61414015	0.71053237	0.6425632	0.002535189
2022-02-27	Arizona	Delta	0.68564695	0.79539317	0.5897035	0.7557446	0.6218519	0.72166234	0.65208614	0.002499111
2022-02-28	Arizona	Delta	0.6962447	0.81024784	0.59712476	0.76986814	0.63153577	0.73366517	0.66177726	0.002474158
2022-03-01	Arizona	Delta	0.7067479	0.82453454	0.60410404	0.78430504	0.63967645	0.74575734	0.6721747	0.002453424
2022-03-02	Arizona	Delta	0.71861786	0.84106255	0.6114031	0.7995894	0.6485786	0.75835174	0.6832207	0.0024235263
2022-03-03	Arizona	Delta	0.7315792	0.8573933	0.6223197	0.81481475	0.65912735	0.7720938	0.69404286	0.0023899942
2022-03-04	Arizona	Delta	0.74519193	0.87730515	0.63265526	0.83179027	0.6704656	0.7864722	0.70550835	0.0023599414
2022-03-05	Arizona	Delta	0.75974005	0.8962114	0.6435602	0.84884566	0.6827062	0.8020298	0.7188637	0.0023349281
2022-03-06	Arizona	Delta	0.7752515	0.91367877	0.65433073	0.8681047	0.69647956	0.8182349	0.73377097	0.0023013786
2022-03-07	Arizona	Delta	0.7916217	0.93786055	0.6671166	0.8853497	0.7108325	0.83573925	0.74993247	0.0022642617
2022-03-08	Arizona	Delta	0.80883837	0.95808524	0.68064296	0.90434873	0.72700965	0.8544139	0.7658184	0.0022305904
2022-03-09	Arizona	Delta	0.82645315	0.97803646	0.6983037	0.9229427	0.74425846	0.87274814	0.783407	0.00218932
2022-03-10	Arizona	Delta	0.8447505	0.9986041	0.7150389	0.9411138	0.76136106	0.891842	0.8008801	0.0021504024
2022-03-11	Arizona	Delta	0.86281884	1.0184122	0.7296485	0.9594291	0.77835655	0.91008806	0.81772673	0.0021109409
2022-03-12	Arizona	Delta	0.87916344	1.0363303	0.74590766	0.97756004	0.7931776	0.92793834	0.834145	0.0020671648
2022-03-13	Arizona	Delta	0.89527524	1.0585057	0.7599667	0.99503386	0.8079568	0.9451302	0.8503505	0.0020116095
2022-03-14	Arizona	Delta	0.9107409	1.0760537	0.7711779	1.012599	0.82138246	0.96098065	0.8637925	0.0019557676
