date	location	variant	median_r	r_upper_95	r_lower_95	r_upper_80	r_lower_80	r_upper_50	r_lower_50	median_freq
2022-01-13	Arizona	Delta	nan	nan	nan	nan	nan	nan	nan	0.012659136
2022-01-14	Arizona	Delta	0.04992175	0.056246724	0.04622171	0.053731967	0.04729872	0.051757216	0.048419595	0.012501861
2022-01-15	Arizona	Delta	-0.196177	-0.08262064	-0.2700351	-0.12591973	-0.2479597	-0.1619469	-0.22548532	0.011072866
2022-01-16	Arizona	Delta	-0.33780503	-0.14775017	-0.5153616	-0.21218204	-0.45329213	-0.27192116	-0.40047765	0.008825197
2022-01-17	Arizona	Delta	-0.13227797	-0.03883497	-0.25192934	-0.069721006	-0.20677118	-0.09834635	-0.17169857	0.007803157
2022-01-18	Arizona	Delta	0.015271664	0.09025672	-0.057854712	0.06343817	-0.032455824	0.040548444	-0.008740187	0.0078967735
2022-01-19	Arizona	Delta	0.00050640106	0.06199519	-0.062360086	0.0394516	-0.0398912	0.020729423	-0.021493793	0.008184824
2022-01-20	Arizona	Delta	-0.0963788	-0.059517555	-0.1344998	-0.072924286	-0.12009521	-0.08331239	-0.10914183	0.0077692084
2022-01-21	Arizona	Delta	-0.16781378	-0.10670048	-0.22042505	-0.12806411	-0.20333862	-0.14778435	-0.18780386	0.0067632953
2022-01-22	Arizona	Delta	-0.14987445	-0.088553555	-0.21498701	-0.10767573	-0.19245973	-0.12740529	-0.17265022	0.005994577
2022-01-23	Arizona	Delta	-0.08641887	-0.033812895	-0.13957344	-0.05148492	-0.120227575	-0.06743872	-0.103915095	0.005730865
2022-01-24	Arizona	Delta	-0.059994936	-0.011091158	-0.11049168	-0.02848918	-0.091566704	-0.0429821	-0.07655096	0.005631135
2022-01-25	Arizona	Delta	-0.08712411	-0.048839077	-0.12541714	-0.06282659	-0.11167069	-0.07375717	-0.099485755	0.005423866
2022-01-26	Arizona	Delta	-0.12551379	-0.09090057	-0.15897784	-0.103248596	-0.14635324	-0.11332345	-0.13626885	0.0050441595
2022-01-27	Arizona	Delta	-0.1372397	-0.09787488	-0.17442782	-0.111762285	-0.16205959	-0.12339783	-0.14956474	0.004663108
2022-01-28	Arizona	Delta	-0.12089062	-0.08120854	-0.15919434	-0.09579358	-0.14647917	-0.107099295	-0.13378966	0.004411767
2022-01-29	Arizona	Delta	-0.10301232	-0.06397232	-0.14252445	-0.07851052	-0.12840095	-0.0899446	-0.11627066	0.0042703715
2022-01-30	Arizona	Delta	-0.10420132	-0.06620352	-0.14273398	-0.07993824	-0.12909909	-0.09109092	-0.11701584	0.00414194
2022-01-31	Arizona	Delta	-0.11804557	-0.08200926	-0.15426943	-0.09493642	-0.14156112	-0.10567939	-0.13024235	0.0039790445
2022-02-01	Arizona	Delta	-0.12810469	-0.09289014	-0.16450785	-0.10500833	-0.1518383	-0.11604321	-0.14044213	0.0037999833
2022-02-02	Arizona	Delta	-0.12688088	-0.09137402	-0.16284524	-0.10331389	-0.15091996	-0.11470604	-0.13951218	0.0036557661
2022-02-03	Arizona	Delta	-0.119506836	-0.08447501	-0.15567176	-0.095384605	-0.14403088	-0.106925726	-0.13225234	0.0035340437
2022-02-04	Arizona	Delta	-0.11554122	-0.08003266	-0.1524936	-0.09089341	-0.14062652	-0.10263425	-0.12886894	0.0034432025
2022-02-05	Arizona	Delta	-0.11804128	-0.08173353	-0.15538093	-0.093613505	-0.1434224	-0.104994774	-0.13157284	0.003347952
2022-02-06	Arizona	Delta	-0.12229073	-0.0857592	-0.16031332	-0.09745045	-0.14789584	-0.10929632	-0.1360128	0.003248644
2022-02-07	Arizona	Delta	-0.12321043	-0.085284844	-0.16213453	-0.09762717	-0.14954679	-0.10953498	-0.13731498	0.0031496598
2022-02-08	Arizona	Delta	-0.12028682	-0.08133389	-0.16096118	-0.0939976	-0.14743416	-0.106030524	-0.13456458	0.003070672
2022-02-09	Arizona	Delta	-0.11624634	-0.076551095	-0.15758273	-0.08964024	-0.14424905	-0.10209662	-0.13120276	0.0029965844
2022-02-10	Arizona	Delta	-0.114620924	-0.073819235	-0.15643254	-0.0877099	-0.14320414	-0.100391924	-0.12972927	0.0029350158
2022-02-11	Arizona	Delta	-0.11447549	-0.07330967	-0.15690693	-0.087804876	-0.1424805	-0.10044533	-0.12961686	0.0028636018
2022-02-12	Arizona	Delta	-0.11384225	-0.07238362	-0.15614507	-0.08753786	-0.14111917	-0.10011673	-0.12883961	0.0027952692
2022-02-13	Arizona	Delta	-0.111479044	-0.06987641	-0.15335603	-0.085527875	-0.13930862	-0.09770608	-0.12625968	0.0027353386
2022-02-14	Arizona	Delta	-0.108258724	-0.06627361	-0.14988986	-0.08225024	-0.13617209	-0.09422523	-0.12308264	0.002689194
2022-02-15	Arizona	Delta	-0.105588794	-0.06348548	-0.14811018	-0.079118945	-0.13332348	-0.09151125	-0.12042904	0.0026410674
