date	location	variant	sequences
2021-11-15	California	other	12
2021-11-16	California	other	16
2021-11-17	California	other	11
2021-11-18	California	other	10
2021-11-19	California	other	5
2021-11-20	California	other	2
2021-11-21	California	other	3
2021-11-22	California	other	1
2021-11-23	California	other	1
2021-11-26	California	other	3
2021-11-27	California	other	2
2021-11-29	California	other	3
2021-11-30	California	other	4
2021-12-05	California	other	1
2021-12-06	California	other	3
2021-12-09	California	other	1
2021-12-10	California	other	1
2021-12-11	California	other	3
2021-12-12	California	other	1
2021-12-13	California	other	1
2021-12-14	California	other	9
2021-12-15	California	other	5
2021-12-16	California	other	6
2021-12-17	California	other	2
2021-12-18	California	other	7
2021-12-19	California	other	3
2021-12-20	California	other	8
2021-12-21	California	other	24
2021-12-22	California	other	11
2021-12-23	California	other	7
2021-12-26	California	other	3
2021-12-27	California	other	24
2021-12-28	California	other	5
2021-12-29	California	other	3
2021-12-30	California	other	10
2021-12-31	California	other	1
2022-01-01	California	other	1
2022-01-02	California	other	1
2022-01-03	California	other	4
2022-01-05	California	other	2
2022-01-06	California	other	1
2022-01-07	California	other	3
2022-01-08	California	other	1
2022-01-09	California	other	2
2022-01-10	California	other	3
2022-01-11	California	other	2
2022-01-12	California	other	3
2022-01-13	California	other	2
2022-01-14	California	other	1
2022-01-17	California	other	4
2022-01-18	California	other	1
2022-01-27	California	other	1
2022-02-05	California	other	1
2022-02-16	California	other	6
2022-02-17	California	other	3
2022-02-18	California	other	2
2022-02-25	California	other	2
2022-02-26	California	other	1
2022-02-27	California	other	8
2022-02-28	California	other	1
2022-03-01	California	other	2
2022-03-02	California	other	7
2021-11-15	California	Delta	1915
2021-11-16	California	Delta	1636
2021-11-17	California	Delta	1451
2021-11-18	California	Delta	1372
2021-11-19	California	Delta	1391
2021-11-20	California	Delta	860
2021-11-21	California	Delta	505
2021-11-22	California	Delta	1644
2021-11-23	California	Delta	1634
2021-11-24	California	Delta	1413
2021-11-25	California	Delta	214
2021-11-26	California	Delta	769
2021-11-27	California	Delta	820
2021-11-28	California	Delta	534
2021-11-29	California	Delta	1431
2021-11-30	California	Delta	1867
2021-12-01	California	Delta	1963
2021-12-02	California	Delta	1648
2021-12-03	California	Delta	1593
2021-12-04	California	Delta	1063
2021-12-05	California	Delta	666
2021-12-06	California	Delta	2051
2021-12-07	California	Delta	2010
2021-12-08	California	Delta	1606
2021-12-09	California	Delta	1670
2021-12-10	California	Delta	1580
2021-12-11	California	Delta	1017
2021-12-12	California	Delta	637
2021-12-13	California	Delta	1896
2021-12-14	California	Delta	1380
2021-12-15	California	Delta	1397
2021-12-16	California	Delta	1073
2021-12-17	California	Delta	1130
2021-12-18	California	Delta	810
2021-12-19	California	Delta	304
2021-12-20	California	Delta	960
2021-12-21	California	Delta	967
2021-12-22	California	Delta	887
2021-12-23	California	Delta	498
2021-12-24	California	Delta	89
2021-12-25	California	Delta	33
2021-12-26	California	Delta	212
2021-12-27	California	Delta	431
2021-12-28	California	Delta	165
2021-12-29	California	Delta	127
2021-12-30	California	Delta	110
2021-12-31	California	Delta	47
2022-01-01	California	Delta	31
2022-01-02	California	Delta	75
2022-01-03	California	Delta	101
2022-01-04	California	Delta	97
2022-01-05	California	Delta	66
2022-01-06	California	Delta	53
2022-01-07	California	Delta	54
2022-01-08	California	Delta	20
2022-01-09	California	Delta	20
2022-01-10	California	Delta	31
2022-01-11	California	Delta	30
2022-01-12	California	Delta	28
2022-01-13	California	Delta	8
2022-01-14	California	Delta	25
2022-01-15	California	Delta	11
2022-01-16	California	Delta	10
2022-01-17	California	Delta	22
2022-01-18	California	Delta	23
2022-01-19	California	Delta	3
2022-01-20	California	Delta	12
2022-01-21	California	Delta	6
2022-01-22	California	Delta	5
2022-01-23	California	Delta	7
2022-01-24	California	Delta	5
2022-01-25	California	Delta	7
2022-01-26	California	Delta	5
2022-01-27	California	Delta	4
2022-01-28	California	Delta	2
2022-01-29	California	Delta	5
2022-01-30	California	Delta	3
2022-01-31	California	Delta	48
2022-02-01	California	Delta	54
2022-02-02	California	Delta	31
2022-02-03	California	Delta	13
2022-02-04	California	Delta	15
2022-02-05	California	Delta	4
2022-02-06	California	Delta	6
2022-02-07	California	Delta	3
2022-02-08	California	Delta	3
2022-02-14	California	Delta	2
2022-02-15	California	Delta	3
2022-02-18	California	Delta	1
2022-02-22	California	Delta	1
2022-03-01	California	Delta	1
2022-03-04	California	Delta	1
2021-11-22	California	Omicron	1
2021-11-26	California	Omicron	1
2021-11-27	California	Omicron	1
2021-11-28	California	Omicron	3
2021-11-29	California	Omicron	3
2021-11-30	California	Omicron	11
2021-12-01	California	Omicron	5
2021-12-02	California	Omicron	9
2021-12-03	California	Omicron	6
2021-12-04	California	Omicron	4
2021-12-05	California	Omicron	5
2021-12-06	California	Omicron	19
2021-12-07	California	Omicron	36
2021-12-08	California	Omicron	44
2021-12-09	California	Omicron	33
2021-12-10	California	Omicron	32
2021-12-11	California	Omicron	38
2021-12-12	California	Omicron	57
2021-12-13	California	Omicron	268
2021-12-14	California	Omicron	414
2021-12-15	California	Omicron	824
2021-12-16	California	Omicron	1039
2021-12-17	California	Omicron	1070
2021-12-18	California	Omicron	1113
2021-12-19	California	Omicron	544
2021-12-20	California	Omicron	2136
2021-12-21	California	Omicron	3445
2021-12-22	California	Omicron	4859
2021-12-23	California	Omicron	3641
2021-12-24	California	Omicron	666
2021-12-25	California	Omicron	231
2021-12-26	California	Omicron	1519
2021-12-27	California	Omicron	4112
2021-12-28	California	Omicron	1885
2021-12-29	California	Omicron	1514
2021-12-30	California	Omicron	1735
2021-12-31	California	Omicron	951
2022-01-01	California	Omicron	474
2022-01-02	California	Omicron	1861
2022-01-03	California	Omicron	3718
2022-01-04	California	Omicron	3506
2022-01-05	California	Omicron	1509
2022-01-06	California	Omicron	1421
2022-01-07	California	Omicron	1360
2022-01-08	California	Omicron	730
2022-01-09	California	Omicron	626
2022-01-10	California	Omicron	1289
2022-01-11	California	Omicron	1063
2022-01-12	California	Omicron	1076
2022-01-13	California	Omicron	1023
2022-01-14	California	Omicron	1200
2022-01-15	California	Omicron	1215
2022-01-16	California	Omicron	1507
2022-01-17	California	Omicron	2759
2022-01-18	California	Omicron	2032
2022-01-19	California	Omicron	1318
2022-01-20	California	Omicron	1069
2022-01-21	California	Omicron	1298
2022-01-22	California	Omicron	1460
2022-01-23	California	Omicron	904
2022-01-24	California	Omicron	1823
2022-01-25	California	Omicron	1757
2022-01-26	California	Omicron	1041
2022-01-27	California	Omicron	937
2022-01-28	California	Omicron	745
2022-01-29	California	Omicron	2019
2022-01-30	California	Omicron	1264
2022-01-31	California	Omicron	1286
2022-02-01	California	Omicron	1323
2022-02-02	California	Omicron	1480
2022-02-03	California	Omicron	841
2022-02-04	California	Omicron	1857
2022-02-05	California	Omicron	982
2022-02-06	California	Omicron	1398
2022-02-07	California	Omicron	2716
2022-02-08	California	Omicron	2430
2022-02-09	California	Omicron	2054
2022-02-10	California	Omicron	1768
2022-02-11	California	Omicron	1789
2022-02-12	California	Omicron	1390
2022-02-13	California	Omicron	778
2022-02-14	California	Omicron	1726
2022-02-15	California	Omicron	1869
2022-02-16	California	Omicron	2480
2022-02-17	California	Omicron	1184
2022-02-18	California	Omicron	1108
2022-02-19	California	Omicron	827
2022-02-20	California	Omicron	483
2022-02-21	California	Omicron	687
2022-02-22	California	Omicron	2228
2022-02-23	California	Omicron	752
2022-02-24	California	Omicron	606
2022-02-25	California	Omicron	456
2022-02-26	California	Omicron	265
2022-02-27	California	Omicron	283
2022-02-28	California	Omicron	464
2022-03-01	California	Omicron	869
2022-03-02	California	Omicron	270
2022-03-03	California	Omicron	188
2022-03-04	California	Omicron	243
2022-03-05	California	Omicron	168
2022-03-06	California	Omicron	106
2022-03-07	California	Omicron	138
2022-03-08	California	Omicron	56
2022-03-09	California	Omicron	36
2022-03-10	California	Omicron	4
2022-03-11	California	Omicron	3
2022-03-12	California	Omicron	3
2022-03-13	California	Omicron	2
2022-03-14	California	Omicron	3
2021-11-15	Colorado	other	5
2021-11-16	Colorado	other	6
2021-11-17	Colorado	other	3
2021-11-18	Colorado	other	5
2021-11-19	Colorado	other	1
2021-11-20	Colorado	other	1
2021-11-22	Colorado	other	1
2021-11-23	Colorado	other	1
2021-11-26	Colorado	other	1
2021-12-01	Colorado	other	1
2021-12-07	Colorado	other	1
2021-12-09	Colorado	other	1
2021-12-10	Colorado	other	2
2021-12-13	Colorado	other	1
2021-12-14	Colorado	other	2
2021-12-17	Colorado	other	1
2021-12-18	Colorado	other	1
2021-12-22	Colorado	other	3
2021-12-23	Colorado	other	3
2021-12-24	Colorado	other	1
2021-12-27	Colorado	other	1
2022-01-02	Colorado	other	1
2022-01-03	Colorado	other	1
2022-01-06	Colorado	other	2
2022-01-12	Colorado	other	1
2022-03-02	Colorado	other	1
2021-11-15	Colorado	Delta	976
2021-11-16	Colorado	Delta	1198
2021-11-17	Colorado	Delta	1236
2021-11-18	Colorado	Delta	1014
2021-11-19	Colorado	Delta	234
2021-11-20	Colorado	Delta	169
2021-11-21	Colorado	Delta	1201
2021-11-22	Colorado	Delta	594
2021-11-23	Colorado	Delta	1165
2021-11-24	Colorado	Delta	1197
2021-11-25	Colorado	Delta	247
2021-11-26	Colorado	Delta	1055
2021-11-27	Colorado	Delta	882
2021-11-28	Colorado	Delta	913
2021-11-29	Colorado	Delta	1029
2021-11-30	Colorado	Delta	442
2021-12-01	Colorado	Delta	840
2021-12-02	Colorado	Delta	580
2021-12-03	Colorado	Delta	806
2021-12-04	Colorado	Delta	753
2021-12-05	Colorado	Delta	480
2021-12-06	Colorado	Delta	700
2021-12-07	Colorado	Delta	923
2021-12-08	Colorado	Delta	670
2021-12-09	Colorado	Delta	593
2021-12-10	Colorado	Delta	391
2021-12-11	Colorado	Delta	380
2021-12-12	Colorado	Delta	400
2021-12-13	Colorado	Delta	461
2021-12-14	Colorado	Delta	610
2021-12-15	Colorado	Delta	559
