date	location	variant	sequences
2021-01-02	Alabama	other	3
2021-01-03	Alabama	other	3
2021-01-04	Alabama	other	12
2021-01-05	Alabama	other	72
2021-01-06	Alabama	other	36
2021-01-07	Alabama	other	1
2021-01-08	Alabama	other	1
2021-01-09	Alabama	other	7
2021-01-10	Alabama	other	3
2021-01-11	Alabama	other	17
2021-01-12	Alabama	other	3
2021-01-13	Alabama	other	1
2021-01-14	Alabama	other	2
2021-01-15	Alabama	other	2
2021-01-16	Alabama	other	3
2021-01-17	Alabama	other	3
2021-01-18	Alabama	other	16
2021-01-19	Alabama	other	26
2021-01-20	Alabama	other	7
2021-01-21	Alabama	other	8
2021-01-23	Alabama	other	16
2021-01-24	Alabama	other	4
2021-01-25	Alabama	other	28
2021-01-26	Alabama	other	50
2021-01-27	Alabama	other	29
2021-01-29	Alabama	other	5
2021-01-31	Alabama	other	1
2021-02-01	Alabama	other	15
2021-02-02	Alabama	other	14
2021-02-04	Alabama	other	1
2021-02-05	Alabama	other	37
2021-02-06	Alabama	other	26
2021-02-07	Alabama	other	1
2021-02-08	Alabama	other	4
2021-02-09	Alabama	other	49
2021-02-10	Alabama	other	28
2021-02-11	Alabama	other	10
2021-02-12	Alabama	other	2
2021-02-13	Alabama	other	2
2021-02-14	Alabama	other	1
2021-02-15	Alabama	other	14
2021-02-16	Alabama	other	6
2021-02-17	Alabama	other	6
2021-02-18	Alabama	other	1
2021-02-19	Alabama	other	4
2021-02-20	Alabama	other	2
2021-02-22	Alabama	other	11
2021-02-23	Alabama	other	16
2021-02-24	Alabama	other	18
2021-02-25	Alabama	other	18
2021-02-26	Alabama	other	12
2021-02-27	Alabama	other	8
2021-02-28	Alabama	other	1
2021-03-01	Alabama	other	9
2021-03-02	Alabama	other	1
2021-03-03	Alabama	other	9
2021-03-04	Alabama	other	10
2021-03-05	Alabama	other	4
2021-03-06	Alabama	other	2
2021-03-07	Alabama	other	5
2021-03-08	Alabama	other	7
2021-03-09	Alabama	other	7
2021-03-10	Alabama	other	8
2021-03-11	Alabama	other	7
2021-03-12	Alabama	other	6
2021-03-13	Alabama	other	3
