date	location	cases
2021-01-01	Alabama	3630
2021-01-02	Alabama	2501
2021-01-03	Alabama	2103
2021-01-04	Alabama	5529
2021-01-05	Alabama	4656
2021-01-06	Alabama	5125
2021-01-07	Alabama	5073
2021-01-08	Alabama	5112
2021-01-09	Alabama	2827
2021-01-10	Alabama	2059
2021-01-11	Alabama	4024
2021-01-12	Alabama	3855
2021-01-13	Alabama	3853
2021-01-14	Alabama	3216
2021-01-15	Alabama	3186
2021-01-16	Alabama	1907
2021-01-17	Alabama	1491
2021-01-18	Alabama	2439
2021-01-19	Alabama	3276
2021-01-20	Alabama	2899
2021-01-21	Alabama	3548
2021-01-22	Alabama	3257
2021-01-23	Alabama	1775
2021-01-24	Alabama	1821
2021-01-25	Alabama	2940
2021-01-26	Alabama	3110
2021-01-27	Alabama	3557
2021-01-28	Alabama	2871
2021-01-29	Alabama	2222
2021-01-30	Alabama	1838
2021-01-31	Alabama	1177
2021-02-01	Alabama	2212
2021-02-02	Alabama	2245
2021-02-03	Alabama	2732
2021-02-04	Alabama	1612
2021-02-05	Alabama	1988
2021-02-06	Alabama	1004
2021-02-07	Alabama	1058
2021-02-08	Alabama	1489
2021-02-09	Alabama	1524
2021-02-10	Alabama	1577
2021-02-11	Alabama	1260
2021-02-12	Alabama	1200
2021-02-13	Alabama	1049
2021-02-14	Alabama	650
2021-02-15	Alabama	875
2021-02-16	Alabama	958
2021-02-17	Alabama	1028
2021-02-18	Alabama	812
2021-02-19	Alabama	786
2021-02-20	Alabama	756
2021-02-21	Alabama	667
2021-02-22	Alabama	1355
2021-02-23	Alabama	1364
2021-02-24	Alabama	975
2021-02-25	Alabama	760
2021-02-26	Alabama	901
2021-02-27	Alabama	468
2021-02-28	Alabama	546
2021-03-01	Alabama	724
2021-03-02	Alabama	2683
2021-03-03	Alabama	1051
2021-03-04	Alabama	844
2021-03-05	Alabama	604
2021-03-06	Alabama	392
2021-03-07	Alabama	254
2021-03-08	Alabama	556
2021-03-09	Alabama	810
2021-03-10	Alabama	886
2021-03-11	Alabama	555
2021-03-12	Alabama	619
2021-03-13	Alabama	363
2021-03-14	Alabama	4296
2021-03-15	Alabama	475
2021-03-16	Alabama	725
2021-03-17	Alabama	566
2021-03-18	Alabama	517
2021-03-19	Alabama	534
2021-03-20	Alabama	366
2021-03-21	Alabama	298
2021-03-22	Alabama	188
2021-03-23	Alabama	900
2021-03-24	Alabama	509
2021-03-25	Alabama	455
2021-03-26	Alabama	490
2021-03-27	Alabama	316
2021-03-28	Alabama	210
2021-03-29	Alabama	378
2021-03-30	Alabama	455
2021-03-31	Alabama	458
2021-04-01	Alabama	440
2021-04-02	Alabama	355
2021-04-03	Alabama	182
2021-04-04	Alabama	119
2021-04-05	Alabama	267
2021-04-06	Alabama	418
2021-04-07	Alabama	427
2021-04-08	Alabama	339
2021-04-09	Alabama	358
2021-04-10	Alabama	299
2021-04-11	Alabama	168
2021-04-12	Alabama	1460
2021-04-13	Alabama	469
2021-04-14	Alabama	412
2021-04-15	Alabama	414
2021-04-16	Alabama	505
2021-04-17	Alabama	262
2021-04-18	Alabama	104
2021-04-19	Alabama	1446
2021-04-20	Alabama	473
2021-04-21	Alabama	658
2021-04-22	Alabama	421
2021-04-23	Alabama	415
2021-04-24	Alabama	244
2021-04-25	Alabama	252
2021-04-26	Alabama	295
2021-04-27	Alabama	426
2021-04-28	Alabama	440
2021-04-29	Alabama	410
2021-04-30	Alabama	369
2021-05-01	Alabama	239
2021-05-02	Alabama	168
2021-05-03	Alabama	355
2021-05-04	Alabama	380
2021-05-05	Alabama	585
2021-05-06	Alabama	334
2021-05-07	Alabama	425
2021-05-08	Alabama	243
2021-05-09	Alabama	117
2021-05-10	Alabama	311
2021-05-11	Alabama	372
2021-05-12	Alabama	1143
2021-05-13	Alabama	5368
2021-05-14	Alabama	1462
2021-05-15	Alabama	253
2021-05-16	Alabama	178
2021-05-17	Alabama	372
2021-05-18	Alabama	335
2021-05-19	Alabama	330
2021-05-20	Alabama	459
2021-05-21	Alabama	252
2021-05-22	Alabama	190
2021-05-23	Alabama	131
2021-05-24	Alabama	321
2021-05-25	Alabama	283
2021-05-26	Alabama	348
2021-05-27	Alabama	233
2021-05-28	Alabama	229
2021-05-29	Alabama	130
2021-05-30	Alabama	106
2021-05-31	Alabama	101
2021-06-01	Alabama	209
2021-06-02	Alabama	243
2021-06-03	Alabama	283
2021-06-04	Alabama	230
2021-06-05	Alabama	100
2021-06-06	Alabama	75
2021-06-07	Alabama	200
2021-06-08	Alabama	165
2021-06-09	Alabama	216
2021-06-10	Alabama	139
2021-06-11	Alabama	255
2021-06-12	Alabama	131
2021-06-13	Alabama	119
2021-06-14	Alabama	161
2021-06-15	Alabama	171
2021-06-16	Alabama	154
2021-06-17	Alabama	188
2021-06-18	Alabama	147
2021-06-19	Alabama	112
2021-06-20	Alabama	87
2021-06-21	Alabama	178
2021-06-22	Alabama	241
