date	location	variant	sequences
2022-01-02	Massachusetts	other	2
2022-01-05	Massachusetts	other	1
2022-01-06	Massachusetts	other	1
2022-01-13	Massachusetts	other	1
2022-01-14	Massachusetts	other	2
2022-01-25	Massachusetts	other	1
2022-01-28	Massachusetts	other	1
2022-01-30	Massachusetts	other	1
2022-02-06	Massachusetts	other	1
2022-02-07	Massachusetts	other	1
2022-02-14	Massachusetts	other	1
2022-03-01	Massachusetts	other	1
2022-03-10	Massachusetts	other	1
2022-03-18	Massachusetts	other	1
2022-03-20	Massachusetts	other	1
2022-03-22	Massachusetts	other	5
2022-03-23	Massachusetts	other	1
2022-03-24	Massachusetts	other	2
2022-03-28	Massachusetts	other	1
2022-03-30	Massachusetts	other	1
2022-01-01	Massachusetts	Delta	7
2022-01-02	Massachusetts	Delta	50
2022-01-03	Massachusetts	Delta	72
2022-01-04	Massachusetts	Delta	64
2022-01-05	Massachusetts	Delta	41
2022-01-06	Massachusetts	Delta	35
2022-01-07	Massachusetts	Delta	24
2022-01-08	Massachusetts	Delta	7
2022-01-09	Massachusetts	Delta	27
2022-01-10	Massachusetts	Delta	26
2022-01-11	Massachusetts	Delta	11
2022-01-12	Massachusetts	Delta	12
2022-01-13	Massachusetts	Delta	8
2022-01-14	Massachusetts	Delta	7
2022-01-15	Massachusetts	Delta	1
2022-01-17	Massachusetts	Delta	4
2022-01-18	Massachusetts	Delta	15
2022-01-19	Massachusetts	Delta	6
2022-01-20	Massachusetts	Delta	5
2022-01-21	Massachusetts	Delta	6
2022-01-22	Massachusetts	Delta	1
2022-01-23	Massachusetts	Delta	2
2022-01-24	Massachusetts	Delta	3
2022-01-25	Massachusetts	Delta	7
2022-01-26	Massachusetts	Delta	3
2022-01-27	Massachusetts	Delta	3
2022-01-31	Massachusetts	Delta	1
2022-02-01	Massachusetts	Delta	4
2022-02-02	Massachusetts	Delta	1
2022-02-03	Massachusetts	Delta	1
2022-02-05	Massachusetts	Delta	1
2022-02-08	Massachusetts	Delta	1
2022-02-11	Massachusetts	Delta	1
2022-02-13	Massachusetts	Delta	1
2022-02-17	Massachusetts	Delta	1
2022-02-21	Massachusetts	Delta	1
2022-02-26	Massachusetts	Delta	1
2022-03-10	Massachusetts	Delta	1
2022-03-11	Massachusetts	Delta	1
2022-03-12	Massachusetts	Delta	1
2022-01-01	Massachusetts	Omicron BA.1	221
2022-01-02	Massachusetts	Omicron BA.1	998
2022-01-03	Massachusetts	Omicron BA.1	1761
2022-01-04	Massachusetts	Omicron BA.1	1614
2022-01-05	Massachusetts	Omicron BA.1	1055
2022-01-06	Massachusetts	Omicron BA.1	1051
2022-01-07	Massachusetts	Omicron BA.1	680
2022-01-08	Massachusetts	Omicron BA.1	463
2022-01-09	Massachusetts	Omicron BA.1	1307
2022-01-10	Massachusetts	Omicron BA.1	1199
2022-01-11	Massachusetts	Omicron BA.1	845
2022-01-12	Massachusetts	Omicron BA.1	810
2022-01-13	Massachusetts	Omicron BA.1	703
2022-01-14	Massachusetts	Omicron BA.1	999
2022-01-15	Massachusetts	Omicron BA.1	363
2022-01-16	Massachusetts	Omicron BA.1	400
2022-01-17	Massachusetts	Omicron BA.1	872
2022-01-18	Massachusetts	Omicron BA.1	859
2022-01-19	Massachusetts	Omicron BA.1	763
2022-01-20	Massachusetts	Omicron BA.1	796
2022-01-21	Massachusetts	Omicron BA.1	565
2022-01-22	Massachusetts	Omicron BA.1	448
2022-01-23	Massachusetts	Omicron BA.1	934
2022-01-24	Massachusetts	Omicron BA.1	1374
2022-01-25	Massachusetts	Omicron BA.1	949
2022-01-26	Massachusetts	Omicron BA.1	833
2022-01-27	Massachusetts	Omicron BA.1	776
2022-01-28	Massachusetts	Omicron BA.1	631
2022-01-29	Massachusetts	Omicron BA.1	30
2022-01-30	Massachusetts	Omicron BA.1	341
2022-01-31	Massachusetts	Omicron BA.1	549
2022-02-01	Massachusetts	Omicron BA.1	544
2022-02-02	Massachusetts	Omicron BA.1	533
2022-02-03	Massachusetts	Omicron BA.1	699
2022-02-04	Massachusetts	Omicron BA.1	350
2022-02-05	Massachusetts	Omicron BA.1	333
2022-02-06	Massachusetts	Omicron BA.1	416
2022-02-07	Massachusetts	Omicron BA.1	789
2022-02-08	Massachusetts	Omicron BA.1	536
2022-02-09	Massachusetts	Omicron BA.1	514
2022-02-10	Massachusetts	Omicron BA.1	310
2022-02-11	Massachusetts	Omicron BA.1	257
2022-02-12	Massachusetts	Omicron BA.1	297
2022-02-13	Massachusetts	Omicron BA.1	227
2022-02-14	Massachusetts	Omicron BA.1	567
2022-02-15	Massachusetts	Omicron BA.1	518
2022-02-16	Massachusetts	Omicron BA.1	505
2022-02-17	Massachusetts	Omicron BA.1	504
2022-02-18	Massachusetts	Omicron BA.1	305
2022-02-19	Massachusetts	Omicron BA.1	180
2022-02-20	Massachusetts	Omicron BA.1	188
2022-02-21	Massachusetts	Omicron BA.1	272
2022-02-22	Massachusetts	Omicron BA.1	337
2022-02-23	Massachusetts	Omicron BA.1	280
2022-02-24	Massachusetts	Omicron BA.1	256
2022-02-25	Massachusetts	Omicron BA.1	85
2022-02-26	Massachusetts	Omicron BA.1	157
2022-02-27	Massachusetts	Omicron BA.1	136
2022-02-28	Massachusetts	Omicron BA.1	301
2022-03-01	Massachusetts	Omicron BA.1	224
2022-03-02	Massachusetts	Omicron BA.1	160
2022-03-03	Massachusetts	Omicron BA.1	96
2022-03-04	Massachusetts	Omicron BA.1	45
2022-03-05	Massachusetts	Omicron BA.1	72
2022-03-06	Massachusetts	Omicron BA.1	75
2022-03-07	Massachusetts	Omicron BA.1	150
2022-03-08	Massachusetts	Omicron BA.1	135
2022-03-09	Massachusetts	Omicron BA.1	86
2022-03-10	Massachusetts	Omicron BA.1	103
2022-03-11	Massachusetts	Omicron BA.1	107
2022-03-12	Massachusetts	Omicron BA.1	60
2022-03-13	Massachusetts	Omicron BA.1	51
2022-03-14	Massachusetts	Omicron BA.1	135
2022-03-15	Massachusetts	Omicron BA.1	86
2022-03-16	Massachusetts	Omicron BA.1	110
2022-03-17	Massachusetts	Omicron BA.1	81
2022-03-18	Massachusetts	Omicron BA.1	76
2022-03-19	Massachusetts	Omicron BA.1	46
2022-03-20	Massachusetts	Omicron BA.1	55
2022-03-21	Massachusetts	Omicron BA.1	63
2022-03-22	Massachusetts	Omicron BA.1	57
2022-03-23	Massachusetts	Omicron BA.1	79
2022-03-24	Massachusetts	Omicron BA.1	73
2022-03-25	Massachusetts	Omicron BA.1	50
2022-03-26	Massachusetts	Omicron BA.1	30
2022-03-27	Massachusetts	Omicron BA.1	20
2022-03-28	Massachusetts	Omicron BA.1	44
2022-03-29	Massachusetts	Omicron BA.1	42
