date	location	variant	median_R	R_upper_95	R_lower_95	R_upper_80	R_lower_80	R_upper_50	R_lower_50	median_freq
2024-05-22	USA	24A	0.585576	0.6253352	0.5433549	0.61125624	0.5590667	0.5984872	0.5716186	0.41133595
2024-05-23	USA	24A	0.6042782	0.64284605	0.56313133	0.62915987	0.5783237	0.6166764	0.59046257	0.41119847
2024-05-24	USA	24A	0.6228769	0.6601265	0.5825273	0.6471312	0.59756243	0.63489485	0.6094302	0.40859526
2024-05-25	USA	24A	0.64122844	0.67734617	0.6021111	0.66468036	0.6163301	0.6529263	0.6282943	0.40358964
2024-05-26	USA	24A	0.6595324	0.694729	0.62193763	0.6820326	0.6352902	0.67090994	0.6468118	0.4001903
2024-05-27	USA	24A	0.6775807	0.7113843	0.64160514	0.69941807	0.6540769	0.68859005	0.66538954	0.3981067
2024-05-28	USA	24A	0.6953758	0.72779226	0.6607332	0.7164567	0.67268395	0.70614266	0.6838208	0.3954737
2024-05-29	USA	24A	0.7130806	0.7441475	0.6796013	0.73321265	0.69131374	0.7233876	0.70171905	0.3921377
2024-05-30	USA	24A	0.7302838	0.76050436	0.69804186	0.7497969	0.7093715	0.7404469	0.71938556	0.3888954
2024-05-31	USA	24A	0.74723446	0.7766356	0.716449	0.76622087	0.7269971	0.7572553	0.73691565	0.3860873
2024-06-01	USA	24A	0.76390016	0.7923386	0.7344193	0.78216946	0.7444892	0.7735635	0.75394	0.38334483
2024-06-02	USA	24A	0.7800593	0.8075832	0.75172585	0.79792315	0.76154214	0.78962004	0.7705857	0.38038415
2024-06-03	USA	24A	0.79602796	0.8223567	0.768615	0.8133203	0.77800703	0.8051493	0.78678334	0.3773998
2024-06-04	USA	24A	0.81151605	0.8370285	0.7852414	0.82822764	0.7942537	0.8202432	0.80257237	0.37449688
2024-06-05	USA	24A	0.82664835	0.85129464	0.8013943	0.842599	0.8099958	0.8352287	0.8179425	0.3716851
2024-06-06	USA	24A	0.841295	0.86524224	0.8169926	0.85682815	0.82517904	0.84969115	0.83293116	0.3688825
2024-06-07	USA	24A	0.855376	0.87878907	0.8321141	0.8705966	0.83978295	0.86353374	0.84742403	0.36603132
2024-06-08	USA	24A	0.86894315	0.8919907	0.8464917	0.88375634	0.8540272	0.8769266	0.8612883	0.36328804
2024-06-09	USA	24A	0.8819828	0.9044118	0.8602105	0.8967013	0.8676323	0.88988894	0.87450624	0.3605048
2024-06-10	USA	24A	0.89465475	0.916774	0.87349683	0.9092519	0.8806967	0.9024509	0.8872916	0.3577537
2024-06-11	USA	24A	0.90678024	0.92841655	0.88602	0.92125934	0.89315164	0.9142672	0.8995814	0.35497516
2024-06-12	USA	24A	0.9184141	0.9396296	0.8981041	0.9325409	0.90507764	0.9258669	0.91139007	0.35223448
2024-06-13	USA	24A	0.9294715	0.9502346	0.90966415	0.9435697	0.91651016	0.9367959	0.9226056	0.34947145
2024-06-14	USA	24A	0.94002193	0.96034503	0.92015606	0.9540503	0.92714834	0.9471209	0.9331989	0.34680283
2024-06-15	USA	24A	0.94993794	0.97027725	0.93007034	0.9637938	0.9371378	0.95714545	0.94323057	0.34410542
2024-06-16	USA	24A	0.9593574	0.9796753	0.9395889	0.97310245	0.9466494	0.9665033	0.9526827	0.341484
2024-06-17	USA	24A	0.96825635	0.9883202	0.9487524	0.9817288	0.9555611	0.97542095	0.9615606	0.33883682
2024-06-18	USA	24A	0.9766179	0.99663454	0.957194	0.99001664	0.96397173	0.9836711	0.9698989	0.33626315
2024-06-19	USA	24A	0.9844129	1.0040768	0.9648903	0.9979104	0.9718364	0.99146783	0.9777415	0.3337105
2024-06-20	USA	24A	0.9916481	1.0114214	0.9724264	1.0051098	0.9790651	0.99872077	0.98502815	0.33116865
2024-06-21	USA	24A	0.99843985	1.0180587	0.978842	1.01192	0.9858052	1.0054412	0.99179024	0.32862908
2024-06-22	USA	24A	1.0045445	1.0244274	0.9850155	1.017896	0.99188447	1.0115694	0.997945	0.32611924
2024-06-23	USA	24A	1.0101056	1.030014	0.9907677	1.0235059	0.99742794	1.0171989	1.0036414	0.32363355
2024-06-24	USA	24A	1.0151724	1.035001	0.9959576	1.0286864	1.0025944	1.0223731	1.0087124	0.3211758
2024-06-25	USA	24A	1.0197713	1.039835	1.0006195	1.0334222	1.007236	1.027021	1.0133482	0.31873125
2024-06-26	USA	24A	1.0239074	1.0440283	1.004886	1.037439	1.0114954	1.0311382	1.017427	0.3162632
2024-06-27	USA	24A	1.0276543	1.0479258	1.0088052	1.0410426	1.0151626	1.0347955	1.0211295	0.31384727
2024-06-28	USA	24A	1.0309205	1.0512667	1.0120237	1.0441463	1.0184458	1.0380135	1.0243349	0.31146002
2024-06-29	USA	24A	1.0337515	1.0538678	1.0147837	1.0467864	1.0212348	1.040678	1.0271019	0.30906704
2024-06-30	USA	24A	1.0360317	1.0560551	1.0173401	1.0491219	1.0235554	1.0429164	1.0293943	0.30672288
2024-07-01	USA	24A	1.0379481	1.0578378	1.019267	1.0510205	1.025568	1.0448856	1.0313847	0.304356
2024-07-02	USA	24A	1.0394533	1.0591245	1.0209913	1.0525885	1.0271596	1.0464153	1.0330038	0.30199742
2024-07-03	USA	24A	1.0406694	1.0603825	1.0220165	1.0535843	1.0284082	1.0475525	1.0342472	0.29964665
2024-07-04	USA	24A	1.0414174	1.0612209	1.0228889	1.054359	1.0292133	1.0482678	1.0350786	0.29736045
2024-07-05	USA	24A	1.041831	1.0613524	1.0236082	1.0547466	1.0297939	1.0486766	1.0354958	0.29507542
2024-07-06	USA	24A	1.0418972	1.0613909	1.0240281	1.0547875	1.0299557	1.0487086	1.035629	0.29275787
2024-07-07	USA	24A	1.0417442	1.0611508	1.0240773	1.054482	1.0297935	1.04846	1.0355	0.29045177
2024-07-08	USA	24A	1.0412891	1.0605774	1.0235424	1.0539474	1.0294566	1.0479524	1.0350987	0.28817496
2024-07-09	USA	24A	1.0405748	1.0594528	1.0229771	1.0531667	1.0288314	1.0471215	1.0344234	0.2858728
2024-07-10	USA	24A	1.0396577	1.0581932	1.0219324	1.0520891	1.0280341	1.0460489	1.0335591	0.28359726
2024-07-11	USA	24A	1.0384281	1.0568669	1.0207778	1.0508059	1.0270947	1.044747	1.0324125	0.2813696
2024-07-12	USA	24A	1.0370462	1.0552579	1.0195899	1.0493565	1.0259413	1.04324	1.0311165	0.2791072
2024-07-13	USA	24A	1.0354776	1.0533493	1.0181578	1.0477071	1.0243926	1.0416518	1.0295794	0.27689987
2024-07-14	USA	24A	1.033744	1.051592	1.0165724	1.0459294	1.0228314	1.0398583	1.0279028	0.27462512
2024-07-15	USA	24A	1.0318621	1.0493867	1.0150849	1.0439544	1.0210949	1.0379436	1.0261174	0.27238992
2024-07-16	USA	24A	1.0298998	1.047181	1.0131825	1.0418622	1.0192645	1.0359164	1.0241582	0.27019882
2024-07-17	USA	24A	1.0277953	1.0449117	1.011236	1.039625	1.0172904	1.0336707	1.0221348	0.26798627
2024-07-18	USA	24A	1.025672	1.0425371	1.0092643	1.0373342	1.0151706	1.0313988	1.0199612	0.2657529
2024-07-19	USA	24A	1.0234321	1.0401245	1.0071636	1.034902	1.0131184	1.0291067	1.0177449	0.26355416
2024-07-20	USA	24A	1.0210985	1.0375081	1.005026	1.0324019	1.0108981	1.0267593	1.015537	0.26131502
2024-07-21	USA	24A	1.0186591	1.0350497	1.0029999	1.0299383	1.0087152	1.024262	1.0132464	0.25911218
2024-07-22	USA	24A	1.0162401	1.0324622	1.0008998	1.0273657	1.0063844	1.0217712	1.0108587	0.25691757
2024-07-23	USA	24A	1.0137568	1.0300806	0.9984855	1.0247571	1.0039164	1.0192401	1.0085428	0.2547273
2024-07-24	USA	24A	1.0113207	1.0275215	0.9962844	1.0220841	1.0014305	1.0167125	1.0061107	0.25253564
2024-07-25	USA	24A	1.0087785	1.0247897	0.9937085	1.0193627	0.9990005	1.0140882	1.0035785	0.2503295
2024-07-26	USA	24A	1.006172	1.0222061	0.9914725	1.0166161	0.9965165	1.0114948	1.0010778	0.248142
2024-07-27	USA	24A	1.0036111	1.0194864	0.98892003	1.0139571	0.99396706	1.008812	0.99857515	0.24596858
2024-07-28	USA	24A	1.0009398	1.0167912	0.98649514	1.0112368	0.99150115	1.0062186	0.99600565	0.24378984
2024-07-29	USA	24A	0.99827796	1.0139935	0.9840705	1.0084846	0.9889691	1.0035005	0.9934236	0.24159563
2024-07-30	USA	24A	0.9956144	1.0111245	0.9815797	1.0056802	0.9863229	1.0007422	0.9908843	0.23941934
2024-07-31	USA	24A	0.992892	1.0082232	0.979151	1.0028498	0.98378444	0.99801564	0.98817265	0.2372757
2024-08-01	USA	24A	0.9902147	1.0053273	0.97653335	1.0000066	0.98107934	0.9952666	0.9855017	0.23513685
2024-08-02	USA	24A	0.98744655	1.0025626	0.97392297	0.99721044	0.9782999	0.9925134	0.9828104	0.23299465
2024-08-03	USA	24A	0.9846812	0.99967885	0.9711181	0.99431914	0.97563434	0.9896255	0.98006725	0.23085043
2024-08-04	USA	24A	0.98192054	0.99661463	0.96828943	0.99141216	0.9729102	0.9868487	0.9773499	0.2286991
2024-08-05	USA	24A	0.9792186	0.9937918	0.96567595	0.98864156	0.970229	0.98400295	0.97452706	0.22655424
2024-08-06	USA	24A	0.97646284	0.99108064	0.9627989	0.9858233	0.96743137	0.98120946	0.9716768	0.22440541
2024-08-07	USA	24A	0.9736742	0.9880614	0.9600025	0.982934	0.9647465	0.97838205	0.9689213	0.22227599
2024-08-08	USA	24A	0.97095037	0.9851109	0.9572653	0.98016655	0.96212375	0.9756777	0.96614385	0.22013752
2024-08-09	USA	24A	0.96819115	0.98244643	0.9545083	0.9774574	0.95949703	0.97294384	0.9633788	0.21797273
2024-08-10	USA	24A	0.9654156	0.97967154	0.95171905	0.9747705	0.9566555	0.97022307	0.9606318	0.21586546
2024-08-11	USA	24A	0.9626805	0.9771744	0.9488634	0.9721705	0.95375806	0.96739906	0.9578614	0.21375012
2024-08-12	USA	24A	0.95997906	0.9744681	0.94622546	0.9693312	0.9509641	0.96474373	0.9551201	0.21163487
2024-08-13	USA	24A	0.9573342	0.97184056	0.94337976	0.9666544	0.9482056	0.96213675	0.9523556	0.2095224
2024-08-14	USA	24A	0.95462894	0.9693706	0.94059426	0.96394324	0.94546664	0.95941913	0.949574	0.2074138
2024-08-15	USA	24A	0.9518702	0.9667682	0.9376933	0.9612644	0.9426715	0.95667434	0.94687974	0.20529354
2024-08-16	USA	24A	0.94913584	0.9642653	0.9349682	0.9586343	0.9398723	0.9539578	0.94413555	0.2032203
2024-08-17	USA	24A	0.9464916	0.9617344	0.93221295	0.95599085	0.937162	0.95135015	0.9414524	0.20112738
2024-08-18	USA	24A	0.9438785	0.9592051	0.92947376	0.9534672	0.93454826	0.9488322	0.938813	0.19903317
2024-08-19	USA	24A	0.9413203	0.95684123	0.92679024	0.9509609	0.931935	0.94632494	0.9362993	0.19695605
2024-08-20	USA	24A	0.9387285	0.95446587	0.92404735	0.9486036	0.92921925	0.94386506	0.93365705	0.19489819
2024-08-21	USA	24A	0.9362533	0.95212674	0.92155445	0.94614804	0.9265973	0.94146883	0.93114233	0.19284803
2024-08-22	USA	24A	0.9338066	0.9497155	0.9188449	0.943809	0.9240328	0.9390424	0.92865795	0.19078925
2024-08-23	USA	24A	0.9314114	0.9476202	0.9161614	0.9414763	0.9214827	0.9366846	0.9261376	0.18873729
2024-08-24	USA	24A	0.92897546	0.94539434	0.9135703	0.93919575	0.91901016	0.934365	0.9236993	0.1866889
2024-08-25	USA	24A	0.9267041	0.9432086	0.9110988	0.93702084	0.9165257	0.9321181	0.9212713	0.18466562
2024-08-26	USA	24A	0.9244747	0.94096714	0.9084676	0.9348603	0.9140474	0.9298533	0.9188912	0.18264148
2024-08-27	USA	24A	0.9222723	0.9390511	0.9060546	0.9328314	0.911712	0.9276378	0.9165561	0.18063974
2024-08-28	USA	24A	0.92007375	0.9370464	0.9037889	0.93068177	0.9094533	0.92542696	0.91430724	0.17864662
2024-08-29	USA	24A	0.9179225	0.935107	0.90153307	0.9286269	0.9072113	0.92332596	0.91213983	0.17667702
2024-08-30	USA	24A	0.9157877	0.9332413	0.8993716	0.9267017	0.90501034	0.92131007	0.91003644	0.17469056
2024-08-31	USA	24A	0.91370976	0.93131566	0.89733887	0.92483115	0.90294814	0.91933924	0.907892	0.17272662
2024-09-01	USA	24A	0.9117508	0.92960244	0.8952327	0.9228978	0.9010455	0.9174257	0.90590376	0.1707713
2024-09-02	USA	24A	0.9098705	0.9279333	0.8932011	0.92108	0.899054	0.9155706	0.9040191	0.16880222
2024-09-03	USA	24A	0.908008	0.9260429	0.89123034	0.91933334	0.8971848	0.9138522	0.9021554	0.16683735
2024-09-04	USA	24A	0.9062405	0.9244572	0.88928306	0.917592	0.89542425	0.9122052	0.90040493	0.16489053
2024-09-05	USA	24A	0.9045266	0.92285496	0.887697	0.916023	0.8936096	0.9105432	0.8987967	0.16297907
2024-09-06	USA	24A	0.9028697	0.92123264	0.8859173	0.9145537	0.8919672	0.9089429	0.89718014	0.16105486
2024-09-07	USA	24A	0.90134966	0.91966534	0.88429195	0.9130047	0.89032197	0.9073824	0.8955839	0.15915725
2024-09-08	USA	24A	0.89985824	0.9182084	0.882834	0.9115377	0.8887802	0.9059439	0.8941273	0.15726401
2024-09-09	USA	24A	0.898455	0.91677433	0.881469	0.9102504	0.8873739	0.90456337	0.8927158	0.15539509
2024-09-10	USA	24A	0.89715844	0.91545737	0.88037294	0.9089531	0.88606775	0.9032692	0.8914614	0.15351826
2024-09-11	USA	24A	0.8959286	0.91424495	0.8791516	0.90784234	0.8848961	0.90205526	0.89024985	0.15165004
2024-09-12	USA	24A	0.8948122	0.9130565	0.8779631	0.9067707	0.8838364	0.9008795	0.8891107	0.14977986
2024-09-13	USA	24A	0.89373225	0.91202813	0.8769489	0.9056716	0.8827631	0.89977974	0.8879935	0.14794949
2024-09-14	USA	24A	0.89275265	0.911042	0.8760186	0.90471154	0.88181496	0.8987707	0.8870782	0.14611204
2024-09-15	USA	24A	0.8918654	0.91011125	0.87518865	0.90373313	0.88101816	0.89789057	0.88623345	0.14429383
2024-09-16	USA	24A	0.89102906	0.90917265	0.8744576	0.902932	0.8803719	0.8971034	0.8854761	0.14247103
2024-09-17	USA	24A	0.8903665	0.9083303	0.8738938	0.90214837	0.8797967	0.8963645	0.88485456	0.1406655
2024-09-18	USA	24A	0.88978535	0.9075994	0.87318885	0.90142894	0.879237	0.8957025	0.8842764	0.13886313
2024-09-19	USA	24A	0.88919127	0.9069674	0.8727198	0.9007517	0.8787797	0.89513326	0.88382035	0.13705456
2024-09-20	USA	24A	0.88872135	0.9063642	0.8724197	0.9002087	0.878381	0.8946757	0.8833778	0.13526672
2024-09-21	USA	24A	0.8883407	0.90582025	0.8722157	0.89974326	0.8781108	0.8942456	0.88310033	0.13349126
2024-09-22	USA	24A	0.88805616	0.90530705	0.87212026	0.8993873	0.87798375	0.89388996	0.88288975	0.13174453
2024-09-23	USA	24A	0.88787544	0.9048553	0.87220496	0.8990091	0.8778793	0.89358526	0.88269377	0.12999494
2024-09-24	USA	24A	0.88769674	0.90446365	0.87233144	0.8986958	0.8779561	0.8933981	0.88262916	0.12824994
2024-09-25	USA	24A	0.8876208	0.9041017	0.87241304	0.8984232	0.8780268	0.893233	0.8825026	0.12651204
2024-09-26	USA	24A	0.8876316	0.90386134	0.8725947	0.8982516	0.87816304	0.89317286	0.88254374	0.12479767
2024-09-27	USA	24A	0.88770753	0.9038024	0.8728302	0.89807296	0.8783398	0.893157	0.8827003	0.12309012
2024-09-28	USA	24A	0.8879288	0.90369	0.8733403	0.8980029	0.878556	0.8932611	0.882948	0.121411294
2024-09-29	USA	24A	0.8881545	0.9036693	0.87367356	0.89808106	0.87885666	0.8933591	0.88316643	0.11973989
2024-09-30	USA	24A	0.8884412	0.9038695	0.8739102	0.898199	0.8792454	0.89355767	0.8834971	0.11809941
2024-10-01	USA	24A	0.8888385	0.90406257	0.87439024	0.8983366	0.87968004	0.8937926	0.88391435	0.116460636
2024-10-02	USA	24A	0.88930446	0.9045335	0.8749544	0.89866036	0.8801247	0.89412916	0.8843771	0.11481191
2024-10-03	USA	24A	0.8897446	0.9047024	0.87562907	0.89890635	0.8807066	0.89452326	0.88488704	0.113210455
2024-10-04	USA	24A	0.8902837	0.90492713	0.87635016	0.8994411	0.8812446	0.89495456	0.8854264	0.11161995
2024-10-05	USA	24A	0.8908459	0.9054356	0.8771693	0.8999912	0.8819444	0.8954585	0.8860939	0.11003827
2024-10-06	USA	24A	0.89150524	0.9058782	0.8776901	0.9005932	0.88249403	0.89609337	0.88666606	0.10846244
2024-10-07	USA	24A	0.89220506	0.9065208	0.8785439	0.90120506	0.8831755	0.8967662	0.8873453	0.106910884
2024-10-08	USA	24A	0.8929867	0.90718	0.87930566	0.9019313	0.8839295	0.8974715	0.88805956	0.10537563
2024-10-09	USA	24A	0.89373434	0.9079593	0.8801808	0.90274525	0.8847833	0.8982818	0.8888851	0.10385816
2024-10-10	USA	24A	0.89458615	0.9087383	0.8810701	0.90353197	0.8855755	0.8991629	0.8897332	0.10235813
2024-10-11	USA	24A	0.895502	0.90963656	0.88183784	0.9043389	0.88644814	0.90006304	0.89069945	0.10086599
2024-10-12	USA	24A	0.89650023	0.910468	0.882798	0.9052292	0.88733697	0.9010074	0.89165723	0.09938965
2024-10-13	USA	24A	0.8974718	0.91157824	0.8838324	0.9061409	0.88828206	0.9020695	0.89269435	0.09793292
2024-10-14	USA	24A	0.8985663	0.9125376	0.88473886	0.90723795	0.8893351	0.9031327	0.89384335	0.09650794
2024-10-15	USA	24A	0.8996725	0.9135261	0.8856818	0.9085568	0.8903169	0.9043019	0.894897	0.09508784
