date	location	variant	median_r_forecast	r_forecast_upper_95	r_forecast_lower_95	r_forecast_upper_80	r_forecast_lower_80	r_forecast_upper_50	r_forecast_lower_50	median_freq
2025-06-26	USA	24A	nan	nan	nan	nan	nan	nan	nan	0.002866917
2025-06-27	USA	24A	-0.045078516	-0.006592625	-0.08104924	-0.020231593	-0.06921329	-0.031687975	-0.057612777	0.0026964757
2025-06-28	USA	24A	-0.04498267	-0.006751328	-0.08059734	-0.020319369	-0.06890621	-0.03176391	-0.057366848	0.002532721
2025-06-29	USA	24A	-0.04472804	-0.0072121834	-0.07958231	-0.02041917	-0.068008326	-0.031873107	-0.056801915	0.0023816938
2025-06-30	USA	24A	-0.044759274	-0.00715928	-0.07971641	-0.020396616	-0.068206355	-0.031819224	-0.056934834	0.002241564
2025-07-01	USA	24A	-0.044847965	-0.006900185	-0.08003843	-0.020298054	-0.068601325	-0.031824946	-0.057176948	0.002105312
2025-07-02	USA	24A	-0.044826984	-0.006983326	-0.07998275	-0.020305779	-0.06856594	-0.031823277	-0.057141423	0.0019787722
2025-06-26	USA	24B	nan	nan	nan	nan	nan	nan	nan	5.1317424e-05
2025-06-27	USA	24B	-0.054577827	-0.017142195	-0.09200247	-0.029700281	-0.079092406	-0.041730404	-0.0672667	4.7880774e-05
2025-06-28	USA	24B	-0.054489613	-0.017384637	-0.091708206	-0.029870799	-0.07883749	-0.041738033	-0.0670774	4.4608816e-05
2025-06-29	USA	24B	-0.05431652	-0.01812967	-0.09050374	-0.030264188	-0.077954486	-0.04180503	-0.06659913	4.1476967e-05
2025-06-30	USA	24B	-0.05437565	-0.017907444	-0.090755895	-0.030122383	-0.07809	-0.0417943	-0.06669521	3.8687893e-05
2025-07-01	USA	24B	-0.054452896	-0.017536495	-0.09128425	-0.030055149	-0.07839441	-0.04175973	-0.06683421	3.6017183e-05
2025-07-02	USA	24B	-0.05443716	-0.017621078	-0.09124906	-0.030061249	-0.078350924	-0.04177165	-0.06681967	3.3507516e-05
2025-06-26	USA	24C	nan	nan	nan	nan	nan	nan	nan	0.0011223769
2025-06-27	USA	24C	-0.04387188	-0.006473029	-0.08151853	-0.019132473	-0.068816945	-0.030969143	-0.056939125	0.0010588197
2025-06-28	USA	24C	-0.04374647	-0.0066899946	-0.0812336	-0.019196702	-0.06854944	-0.030953407	-0.056767702	0.00099725
2025-06-29	USA	24C	-0.043492794	-0.007073705	-0.08030345	-0.019570401	-0.06772423	-0.031038404	-0.05629754	0.0009395983
2025-06-30	USA	24C	-0.043546677	-0.007002065	-0.08047793	-0.019485865	-0.067865275	-0.030999541	-0.056453705	0.000884171
2025-07-01	USA	24C	-0.0436306	-0.006770662	-0.080860116	-0.019326655	-0.06818714	-0.030975819	-0.05661297	0.0008313898
2025-07-02	USA	24C	-0.04361534	-0.0067909826	-0.08082354	-0.019370656	-0.06815748	-0.03097725	-0.056602716	0.0007815531
2025-06-26	USA	24E	nan	nan	nan	nan	nan	nan	nan	0.0045536943
2025-06-27	USA	24E	-0.05183196	-0.01514685	-0.08844701	-0.027255394	-0.075902745	-0.03923595	-0.06434512	0.0042531965
2025-06-28	USA	24E	-0.051766396	-0.015362986	-0.08813956	-0.027406035	-0.075567104	-0.03924632	-0.064223886	0.003974502
2025-06-29	USA	24E	-0.051628113	-0.015770394	-0.08741705	-0.027786687	-0.07478485	-0.039183736	-0.06368065	0.0037141694
2025-06-30	USA	24E	-0.051680326	-0.015654087	-0.08748963	-0.027637579	-0.07495694	-0.039130688	-0.06382108	0.0034630266
2025-07-01	USA	24E	-0.051753044	-0.015476581	-0.08781338	-0.02749868	-0.07530923	-0.039163828	-0.06400764	0.003231348
2025-07-02	USA	24E	-0.05174184	-0.015550728	-0.08777467	-0.027537586	-0.07526493	-0.03914547	-0.06397629	0.0030136886
2025-06-26	USA	24F	nan	nan	nan	nan	nan	nan	nan	0.005471876
