date	location	variant	median_I_smooth_forecast	I_smooth_forecast_upper_95	I_smooth_forecast_lower_95	I_smooth_forecast_upper_80	I_smooth_forecast_lower_80	I_smooth_forecast_upper_50	I_smooth_forecast_lower_50	median_freq
2025-06-26	USA	24A	0.0006336142	0.0019862547	0.00021089645	0.001316654	0.00031189888	0.0009250274	0.0004386464	0.002866917
2025-06-27	USA	24A	0.000604813	0.0019642997	0.00019557711	0.0012841556	0.00029276166	0.00089630793	0.00041495688	0.0026964757
2025-06-28	USA	24A	0.0005790736	0.0019338976	0.00018132274	0.0012506937	0.00027500401	0.00086331257	0.00039257063	0.002532721
2025-06-29	USA	24A	0.0005523319	0.0019028782	0.0001674142	0.0012186234	0.00025815578	0.00083505723	0.0003709239	0.0023816938
2025-06-30	USA	24A	0.0005274323	0.0018604404	0.00015568863	0.0011870457	0.00024181607	0.0008035387	0.00035143743	0.002241564
2025-07-01	USA	24A	0.0005043226	0.0018203771	0.00014344671	0.0011578379	0.00022667031	0.0007744074	0.0003329686	0.002105312
2025-07-02	USA	24A	0.00048087392	0.001790497	0.00013355551	0.0011252223	0.00021239922	0.0007470562	0.00031456986	0.0019787722
2025-06-26	USA	24B	1.1353318e-05	4.661488e-05	2.9029522e-06	2.8070657e-05	4.66326e-06	1.8317052e-05	7.116988e-06	5.1317424e-05
2025-06-27	USA	24B	1.0724278e-05	4.53787e-05	2.6839452e-06	2.6877973e-05	4.3410846e-06	1.7394315e-05	6.716337e-06	4.7880774e-05
2025-06-28	USA	24B	1.0162981e-05	4.40947e-05	2.4638525e-06	2.5988957e-05	4.02988e-06	1.6622784e-05	6.3137823e-06	4.4608816e-05
2025-06-29	USA	24B	9.658995e-06	4.348901e-05	2.2797535e-06	2.518763e-05	3.7715738e-06	1.5916516e-05	5.9101667e-06	4.1476967e-05
2025-06-30	USA	24B	9.181983e-06	4.228003e-05	2.1200344e-06	2.4244031e-05	3.5104974e-06	1.518858e-05	5.542075e-06	3.8687893e-05
2025-07-01	USA	24B	8.708745e-06	4.110962e-05	1.9564939e-06	2.321731e-05	3.2716587e-06	1.4446627e-05	5.1869893e-06	3.6017183e-05
2025-07-02	USA	24B	8.220863e-06	4.028452e-05	1.8284321e-06	2.2358145e-05	3.0410993e-06	1.3852784e-05	4.8451307e-06	3.3507516e-05
2025-06-26	USA	24C	0.00025267823	0.000835417	7.682147e-05	0.00054772536	0.000116685915	0.00037516357	0.0001673403	0.0011223769
2025-06-27	USA	24C	0.00024240882	0.0008231757	7.100432e-05	0.0005320738	0.00011004141	0.00036177225	0.00015817086	0.0010588197
2025-06-28	USA	24C	0.000231788	0.0008115053	6.552137e-05	0.00051919604	0.00010346437	0.00035037377	0.00014964624	0.00099725
2025-06-29	USA	24C	0.00022164144	0.000799564	6.109413e-05	0.00050432474	9.7245844e-05	0.00033917374	0.00014188362	0.0009395983
2025-06-30	USA	24C	0.00021176165	0.0007878498	5.7004836e-05	0.00049043616	9.073654e-05	0.00032812942	0.00013511146	0.000884171
2025-07-01	USA	24C	0.00020279532	0.0007742716	5.306674e-05	0.00047722363	8.479784e-05	0.0003173812	0.00012804194	0.0008313898
2025-07-02	USA	24C	0.00019476359	0.0007648747	4.8923e-05	0.00046569222	7.97203e-05	0.00030693228	0.000121399804	0.0007815531
2025-06-26	USA	24E	0.0010114455	0.002892304	0.00035440663	0.0020082204	0.00051501056	0.0014515058	0.0007038851	0.0045536943
2025-06-27	USA	24E	0.0009600408	0.0028283997	0.00032689754	0.0019423461	0.00048106248	0.0013962146	0.00066154375	0.0042531965
2025-06-28	USA	24E	0.0009103749	0.0027671251	0.0003001281	0.001872804	0.0004501362	0.0013359525	0.00062190293	0.003974502
2025-06-29	USA	24E	0.00086586457	0.0027267986	0.0002757626	0.0018132786	0.00041909033	0.0012766854	0.0005857154	0.0037141694
