date	location	variant	median_R_forecast	R_forecast_upper_95	R_forecast_lower_95	R_forecast_upper_80	R_forecast_lower_80	R_forecast_upper_50	R_forecast_lower_50	median_freq
2025-06-26	USA	24A	0.8374015	0.9726103	0.727402	0.92294157	0.7616435	0.88191354	0.7973485	0.002866917
2025-06-27	USA	24A	0.8374015	0.9726103	0.727402	0.92294157	0.7616435	0.88191354	0.7973485	0.0026964757
2025-06-28	USA	24A	0.8374015	0.9726103	0.727402	0.92294157	0.7616435	0.88191354	0.7973485	0.002532721
2025-06-29	USA	24A	0.8374015	0.9726103	0.727402	0.92294157	0.7616435	0.88191354	0.7973485	0.0023816938
2025-06-30	USA	24A	0.8374015	0.9726103	0.727402	0.92294157	0.7616435	0.88191354	0.7973485	0.002241564
2025-07-01	USA	24A	0.8374015	0.9726103	0.727402	0.92294157	0.7616435	0.88191354	0.7973485	0.002105312
2025-07-02	USA	24A	0.8374015	0.9726103	0.727402	0.92294157	0.7616435	0.88191354	0.7973485	0.0019787722
2025-06-26	USA	24B	0.80584544	0.93258107	0.6951241	0.8879574	0.7323137	0.8475882	0.76679796	5.1317424e-05
2025-06-27	USA	24B	0.80584544	0.93258107	0.6951241	0.8879574	0.7323137	0.8475882	0.76679796	4.7880774e-05
2025-06-28	USA	24B	0.80584544	0.93258107	0.6951241	0.8879574	0.7323137	0.8475882	0.76679796	4.4608816e-05
2025-06-29	USA	24B	0.80584544	0.93258107	0.6951241	0.8879574	0.7323137	0.8475882	0.76679796	4.1476967e-05
2025-06-30	USA	24B	0.80584544	0.93258107	0.6951241	0.8879574	0.7323137	0.8475882	0.76679796	3.8687893e-05
2025-07-01	USA	24B	0.80584544	0.93258107	0.6951241	0.8879574	0.7323137	0.8475882	0.76679796	3.6017183e-05
2025-07-02	USA	24B	0.80584544	0.93258107	0.6951241	0.8879574	0.7323137	0.8475882	0.76679796	3.3507516e-05
2025-06-26	USA	24C	0.8414878	0.9733789	0.72499764	0.92631835	0.762926	0.8848053	0.7989706	0.0011223769
2025-06-27	USA	24C	0.8414878	0.9733789	0.72499764	0.92631835	0.762926	0.8848053	0.7989706	0.0010588197
2025-06-28	USA	24C	0.8414878	0.9733789	0.72499764	0.92631835	0.762926	0.8848053	0.7989706	0.00099725
2025-06-29	USA	24C	0.8414878	0.9733789	0.72499764	0.92631835	0.762926	0.8848053	0.7989706	0.0009395983
2025-06-30	USA	24C	0.8414878	0.9733789	0.72499764	0.92631835	0.762926	0.8848053	0.7989706	0.000884171
2025-07-01	USA	24C	0.8414878	0.9733789	0.72499764	0.92631835	0.762926	0.8848053	0.7989706	0.0008313898
2025-07-02	USA	24C	0.8414878	0.9733789	0.72499764	0.92631835	0.762926	0.8848053	0.7989706	0.0007815531
2025-06-26	USA	24E	0.81465435	0.940389	0.7048204	0.89682245	0.7413984	0.8565628	0.7758069	0.0045536943
2025-06-27	USA	24E	0.81465435	0.940389	0.7048204	0.89682245	0.7413984	0.8565628	0.7758069	0.0042531965
2025-06-28	USA	24E	0.81465435	0.940389	0.7048204	0.89682245	0.7413984	0.8565628	0.7758069	0.003974502
2025-06-29	USA	24E	0.81465435	0.940389	0.7048204	0.89682245	0.7413984	0.8565628	0.7758069	0.0037141694
2025-06-30	USA	24E	0.81465435	0.940389	0.7048204	0.89682245	0.7413984	0.8565628	0.7758069	0.0034630266
2025-07-01	USA	24E	0.81465435	0.940389	0.7048204	0.89682245	0.7413984	0.8565628	0.7758069	0.003231348
2025-07-02	USA	24E	0.81465435	0.940389	0.7048204	0.89682245	0.7413984	0.8565628	0.7758069	0.0030136886
2025-06-26	USA	24F	0.80457395	0.9374211	0.69499296	0.8907466	0.73234224	0.8489262	0.7677234	0.005471876
2025-06-27	USA	24F	0.80457395	0.9374211	0.69499296	0.8907466	0.73234224	0.8489262	0.7677234	0.005105935
2025-06-28	USA	24F	0.80457395	0.9374211	0.69499296	0.8907466	0.73234224	0.8489262	0.7677234	0.0047598355
2025-06-29	USA	24F	0.80457395	0.9374211	0.69499296	0.8907466	0.73234224	0.8489262	0.7677234	0.004434758
2025-06-30	USA	24F	0.80457395	0.9374211	0.69499296	0.8907466	0.73234224	0.8489262	0.7677234	0.00412754
