date	location	variant	median_freq_forecast	freq_forecast_upper_95	freq_forecast_lower_95	freq_forecast_upper_80	freq_forecast_lower_80	freq_forecast_upper_50	freq_forecast_lower_50
2025-06-26	USA	24A	0.002866917	0.004456495	0.0018036433	0.0038664204	0.0021172233	0.003339413	0.002449547
2025-06-27	USA	24A	0.0026964757	0.004224963	0.0016832694	0.0036451889	0.0019830377	0.003151026	0.0023026
2025-06-28	USA	24A	0.002532721	0.0040029977	0.0015701477	0.0034461028	0.0018589982	0.002976498	0.0021613033
2025-06-29	USA	24A	0.0023816938	0.0037873182	0.0014664385	0.0032576069	0.0017398607	0.002807157	0.0020296378
2025-06-30	USA	24A	0.002241564	0.003589851	0.0013687859	0.0030701773	0.001631148	0.0026462418	0.0019075639
2025-07-01	USA	24A	0.002105312	0.003393563	0.001274339	0.002896155	0.0015272467	0.0024936222	0.0017881913
2025-07-02	USA	24A	0.0019787722	0.0032076987	0.0011849564	0.0027338052	0.0014286524	0.002346501	0.0016737311
2025-06-26	USA	24B	5.1317424e-05	0.00012970595	2.0623213e-05	9.5081e-05	2.815926e-05	7.053336e-05	3.7281156e-05
2025-06-27	USA	24B	4.7880774e-05	0.000121833735	1.9033017e-05	8.90159e-05	2.6250535e-05	6.595797e-05	3.465048e-05
2025-06-28	USA	24B	4.4608816e-05	0.000114332586	1.7731612e-05	8.337741e-05	2.4394214e-05	6.167186e-05	3.2175998e-05
2025-06-29	USA	24B	4.1476967e-05	0.000107449545	1.6430058e-05	7.807089e-05	2.2631522e-05	5.759104e-05	2.9934128e-05
2025-06-30	USA	24B	3.8687893e-05	0.00010084207	1.514248e-05	7.299721e-05	2.0934905e-05	5.366219e-05	2.7790853e-05
2025-07-01	USA	24B	3.6017183e-05	9.458374e-05	1.3928592e-05	6.821279e-05	1.9382667e-05	5.0061673e-05	2.579313e-05
2025-07-02	USA	24B	3.3507516e-05	8.8670175e-05	1.2876408e-05	6.382336e-05	1.7960765e-05	4.672054e-05	2.3884095e-05
2025-06-26	USA	24C	0.0011223769	0.0018850684	0.0006683551	0.0015769149	0.0008011437	0.0013409905	0.0009494723
2025-06-27	USA	24C	0.0010588197	0.0017826766	0.00062800694	0.0014910811	0.0007518435	0.0012660016	0.0008929194
2025-06-28	USA	24C	0.00099725	0.0016932624	0.00058873853	0.0014108632	0.0007058634	0.0011941736	0.0008397518
2025-06-29	USA	24C	0.0009395983	0.0016096932	0.00055043114	0.0013347609	0.0006618263	0.001127417	0.0007892968
2025-06-30	USA	24C	0.000884171	0.0015229402	0.0005138618	0.001260055	0.00061958097	0.0010630639	0.0007408967
2025-07-01	USA	24C	0.0008313898	0.0014431424	0.0004829701	0.0011896916	0.000580245	0.0010025295	0.00069389667
2025-07-02	USA	24C	0.0007815531	0.0013644578	0.00045038864	0.0011233668	0.0005422854	0.0009445609	0.0006507256
2025-06-26	USA	24E	0.0045536943	0.0063983602	0.0032403783	0.0056928406	0.003623345	0.0051509533	0.0040222914
2025-06-27	USA	24E	0.0042531965	0.0060198875	0.0030139189	0.005341316	0.003374624	0.0048244456	0.0037515494
2025-06-28	USA	24E	0.003974502	0.0056585735	0.0028015964	0.005009132	0.0031453592	0.004518262	0.0034959544
2025-06-29	USA	24E	0.0037141694	0.005314912	0.0025978836	0.0046997718	0.0029261666	0.004227847	0.0032604563
2025-06-30	USA	24E	0.0034630266	0.004981413	0.0024080824	0.0044048047	0.0027223555	0.003952834	0.0030377577
2025-07-01	USA	24E	0.003231348	0.0046678265	0.0022312396	0.0041233986	0.0025324929	0.003695225	0.0028279708
2025-07-02	USA	24E	0.0030136886	0.004386644	0.0020675857	0.0038592715	0.0023552887	0.0034558936	0.0026325383
2025-06-26	USA	24F	0.005471876	0.007783478	0.0038798314	0.00692261	0.0043715383	0.0061762608	0.0048545054
2025-06-27	USA	24F	0.005105935	0.0073140427	0.003603456	0.006497946	0.00406319	0.0057780175	0.004513236
2025-06-28	USA	24F	0.0047598355	0.0068728332	0.003333952	0.0060851895	0.0037741156	0.0053937696	0.004193811
2025-06-29	USA	24F	0.004434758	0.006454621	0.0030908068	0.005694474	0.0034951356	0.005043405	0.0038980441
2025-06-30	USA	24F	0.00412754	0.0060574133	0.0028572371	0.0053387694	0.0032396542	0.004703705	0.0036233175
2025-07-01	USA	24F	0.0038382502	0.0056775943	0.0026355204	0.004987446	0.0029981858	0.0043948716	0.0033670622
2025-07-02	USA	24F	0.0035684719	0.0053239786	0.0024364719	0.004669843	0.0027766188	0.004100677	0.003124142
2025-06-26	USA	24G	6.5282046e-07	1.7347061e-06	2.545704e-07	1.2511765e-06	3.4618614e-07	9.127527e-07	4.640102e-07
2025-06-27	USA	24G	5.955193e-07	1.5973628e-06	2.3096185e-07	1.1417441e-06	3.1444134e-07	8.327399e-07	4.2158024e-07
2025-06-28	USA	24G	5.425502e-07	1.4615941e-06	2.0918465e-07	1.041337e-06	2.8538895e-07	7.607083e-07	3.8346036e-07
2025-06-29	USA	24G	4.9428655e-07	1.3338516e-06	1.8913852e-07	9.525183e-07	2.580191e-07	6.947247e-07	3.4811657e-07
2025-06-30	USA	24G	4.4982022e-07	1.2232903e-06	1.7076273e-07	8.714958e-07	2.3358581e-07	6.323913e-07	3.161863e-07
2025-07-01	USA	24G	4.0929876e-07	1.1222684e-06	1.5417615e-07	7.9690653e-07	2.1138548e-07	5.780217e-07	2.8680554e-07
2025-07-02	USA	24G	3.726646e-07	1.0233547e-06	1.3957754e-07	7.2728244e-07	1.9137771e-07	5.2654457e-07	2.6032117e-07
2025-06-26	USA	24H	0.029380383	0.03908957	0.022461014	0.035554938	0.024498422	0.03253148	0.026755633
2025-06-27	USA	24H	0.028113909	0.037526734	0.021437174	0.034139942	0.023380222	0.031173477	0.02556561
2025-06-28	USA	24H	0.026896007	0.036033913	0.020413136	0.032730326	0.022296991	0.02983467	0.024429085
2025-06-29	USA	24H	0.025719684	0.034619644	0.019392813	0.031342067	0.021295838	0.028551409	0.023351714
2025-06-30	USA	24H	0.02458331	0.033242177	0.01845197	0.029994434	0.020288298	0.027318506	0.022285545
2025-07-01	USA	24H	0.023468826	0.03190243	0.017545735	0.028679265	0.01931641	0.026108434	0.021251239
2025-07-02	USA	24H	0.022402743	0.030611401	0.016670283	0.027428295	0.018375069	0.024937898	0.020238599
2025-06-26	USA	25A	0.121201545	0.15932997	0.09331185	0.14433978	0.102026395	0.13351953	0.11092386
2025-06-27	USA	25A	0.11490661	0.15193726	0.087953046	0.13739093	0.096285455	0.12684935	0.10510656
2025-06-28	USA	25A	0.108910464	0.14509825	0.0828894	0.13090838	0.09084081	0.12051493	0.09933679
2025-06-29	USA	25A	0.103109	0.13849305	0.07811856	0.12460513	0.085687935	0.114464685	0.09389601
2025-06-30	USA	25A	0.09760545	0.13175927	0.07355346	0.11852011	0.080822825	0.108670026	0.088699274
2025-07-01	USA	25A	0.092291564	0.12558672	0.069220506	0.112653464	0.07615247	0.10300188	0.08371684
2025-07-02	USA	25A	0.087338045	0.11968798	0.065112166	0.106979124	0.07166143	0.097568266	0.07905322
2025-06-26	USA	25B	0.36301303	0.434646	0.2984469	0.4085494	0.3207034	0.3873587	0.33936158
2025-06-27	USA	25B	0.36793673	0.44130367	0.30167857	0.41452834	0.3244245	0.39276466	0.34377176
2025-06-28	USA	25B	0.37284434	0.44765958	0.30476213	0.42047426	0.32817915	0.39817083	0.34792185
2025-06-29	USA	25B	0.37763846	0.45415154	0.30807987	0.4258355	0.33129913	0.403598	0.3521058
2025-06-30	USA	25B	0.38199803	0.4605154	0.31093523	0.43165073	0.33443952	0.40857816	0.35575318
2025-07-01	USA	25B	0.3862734	0.46685266	0.3138623	0.43691388	0.3376625	0.41332477	0.3595013
2025-07-02	USA	25B	0.39062536	0.473048	0.3166641	0.44216186	0.34083763	0.41793868	0.36278987
2025-06-26	USA	25C	0.45920742	0.52244586	0.39814118	0.49988782	0.41913188	0.4810177	0.43839207
2025-06-27	USA	25C	0.46331713	0.5279995	0.40033144	0.5048978	0.42199346	0.48562473	0.4419894
2025-06-28	USA	25C	0.46709642	0.53310126	0.40249184	0.50961804	0.42502305	0.4901234	0.44518888
2025-06-29	USA	25C	0.47087902	0.5385593	0.40409574	0.5144772	0.4276021	0.49440536	0.4484433
2025-06-30	USA	25C	0.47426	0.54370224	0.40525937	0.5189143	0.42984387	0.49835292	0.45131767
2025-07-01	USA	25C	0.47751445	0.54903185	0.40688172	0.5235046	0.43182436	0.50231075	0.4540519
2025-07-02	USA	25C	0.4803552	0.5537262	0.40829352	0.5276668	0.4336529	0.5060995	0.45659086
2025-06-26	USA	other	0.009609448	0.012398355	0.0074244966	0.011339014	0.008177184	0.010479547	0.008826978
