date	location	variant	median_r_forecast	r_forecast_upper_95	r_forecast_lower_95	r_forecast_upper_80	r_forecast_lower_80	r_forecast_upper_50	r_forecast_lower_50	median_freq
2022-12-24	Australia	clade 21L	nan	nan	nan	nan	nan	nan	nan	0.004024083
2022-12-25	Australia	clade 21L	-0.039700866	-0.010094712	-0.070343375	-0.019743375	-0.06010728	-0.029392242	-0.0504601	0.0038427543
2022-12-26	Australia	clade 21L	-0.03976202	-0.01070866	-0.07006403	-0.020249845	-0.059909344	-0.029669106	-0.0503124	0.0036681506
2022-12-27	Australia	clade 21L	-0.040228486	-0.012197274	-0.069434434	-0.021322776	-0.059469365	-0.030426204	-0.05025333	0.0035007428
2022-12-28	Australia	clade 21L	-0.040124297	-0.011794262	-0.06961463	-0.021051075	-0.059544228	-0.030329227	-0.050274014	0.0033387095
2022-12-29	Australia	clade 21L	-0.039898872	-0.011264373	-0.06999476	-0.020620732	-0.059756897	-0.030058563	-0.05030912	0.0031879814
2022-12-30	Australia	clade 21L	-0.039941907	-0.011331877	-0.06995834	-0.020724017	-0.05972376	-0.030116975	-0.050292313	0.0030426993
2022-12-24	Australia	clade 22A	nan	nan	nan	nan	nan	nan	nan	0.0018716331
2022-12-25	Australia	clade 22A	-0.065277815	-0.03636135	-0.09504031	-0.04552033	-0.08418093	-0.05496615	-0.075277686	0.001742213
2022-12-26	Australia	clade 22A	-0.065378666	-0.03683309	-0.09474526	-0.046011522	-0.08390212	-0.05528897	-0.07526964	0.00162227
2022-12-27	Australia	clade 22A	-0.065633655	-0.03812126	-0.093794346	-0.047276568	-0.08347912	-0.0560261	-0.07535714	0.0015096839
2022-12-28	Australia	clade 22A	-0.06561923	-0.037807863	-0.09397341	-0.04698997	-0.08355751	-0.055897057	-0.07540816	0.0014057832
2022-12-29	Australia	clade 22A	-0.06553817	-0.03730796	-0.09443119	-0.046569545	-0.08370595	-0.055590272	-0.0753479	0.0013078005
2022-12-30	Australia	clade 22A	-0.065561056	-0.03740547	-0.09443483	-0.04663503	-0.08368583	-0.05561	-0.07533431	0.0012170896
2022-12-24	Australia	clade 22B	nan	nan	nan	nan	nan	nan	nan	0.039203532
2022-12-25	Australia	clade 22B	-0.058445454	-0.029624615	-0.08870397	-0.03903809	-0.07741432	-0.048413992	-0.068605185	0.03676898
2022-12-26	Australia	clade 22B	-0.058494568	-0.03021043	-0.088436976	-0.039450888	-0.07708488	-0.04867637	-0.068578124	0.034469105
2022-12-27	Australia	clade 22B	-0.058924675	-0.03213729	-0.08753254	-0.040325742	-0.077046536	-0.049430728	-0.06857443	0.032309465
2022-12-28	Australia	clade 22B	-0.058874846	-0.031687684	-0.08768158	-0.040166	-0.07704096	-0.04921639	-0.06858885	0.030284945
2022-12-29	Australia	clade 22B	-0.058676243	-0.030838365	-0.08806789	-0.03978811	-0.077098414	-0.048909903	-0.0685786	0.028375957
2022-12-30	Australia	clade 22B	-0.058686256	-0.030986499	-0.08803675	-0.03982644	-0.07706871	-0.04898143	-0.068579316	0.026570339
2022-12-24	Australia	clade 22C	nan	nan	nan	nan	nan	nan	nan	3.2597413e-08
