date	location	variant	median_r	r_upper_95	r_lower_95	r_upper_80	r_lower_80	r_upper_50	r_lower_50	median_freq
2022-07-27	Australia	clade 21L	nan	nan	nan	nan	nan	nan	nan	0.03734038
2022-07-28	Australia	clade 21L	0.060925007	0.06223874	0.05972383	0.061740972	0.060177706	0.061333656	0.06052661	0.03730441
2022-07-29	Australia	clade 21L	-0.09098816	-0.06869465	-0.111752674	-0.0771125	-0.10394802	-0.08396006	-0.09784937	0.036736354
2022-07-30	Australia	clade 21L	-0.15290308	-0.11826755	-0.18744704	-0.13094006	-0.17408057	-0.14170027	-0.16416359	0.035792567
2022-07-31	Australia	clade 21L	-0.049884796	-0.032599922	-0.06795156	-0.038704302	-0.06118212	-0.044052124	-0.05589366	0.03527745
2022-08-01	Australia	clade 21L	-0.029806614	-0.019043058	-0.040565513	-0.022927381	-0.036827467	-0.026284933	-0.033539295	0.034930944
2022-08-02	Australia	clade 21L	-0.06964302	-0.05448874	-0.08419824	-0.059985258	-0.07905312	-0.06459403	-0.07469916	0.034450505
2022-08-03	Australia	clade 21L	-0.081534386	-0.063976265	-0.09887314	-0.07033864	-0.092647076	-0.075620174	-0.08749628	0.033879466
2022-08-04	Australia	clade 21L	-0.06532192	-0.05049783	-0.08076072	-0.0558837	-0.075232126	-0.060466766	-0.07065582	0.033355776
2022-08-05	Australia	clade 21L	-0.059134483	-0.046408463	-0.072314575	-0.050986003	-0.06765242	-0.05481267	-0.063587904	0.032915577
2022-08-06	Australia	clade 21L	-0.06553602	-0.052629232	-0.078684166	-0.05723076	-0.07393064	-0.06115651	-0.069839954	0.032438822
2022-08-07	Australia	clade 21L	-0.068573475	-0.0551697	-0.082137704	-0.060121633	-0.077220246	-0.06410098	-0.07296276	0.031956717
2022-08-08	Australia	clade 21L	-0.06600618	-0.053260412	-0.079052165	-0.05787249	-0.07447777	-0.0616045	-0.070284605	0.03151151
2022-08-09	Australia	clade 21L	-0.0644722	-0.052525416	-0.07704289	-0.056649875	-0.07246809	-0.060241938	-0.06844401	0.031092886
2022-08-10	Australia	clade 21L	-0.06536865	-0.05367221	-0.077454284	-0.057723902	-0.07321377	-0.061235428	-0.06932831	0.03064606
2022-08-11	Australia	clade 21L	-0.06596804	-0.05457876	-0.078104995	-0.058517557	-0.07375355	-0.06195283	-0.0699029	0.030206073
2022-08-12	Australia	clade 21L	-0.06559944	-0.054478664	-0.07733367	-0.05828991	-0.07328825	-0.061700106	-0.069484234	0.029786222
2022-08-13	Australia	clade 21L	-0.065227985	-0.054352473	-0.07655637	-0.058135033	-0.07266359	-0.061450243	-0.06903291	0.029362323
2022-08-14	Australia	clade 21L	-0.06533098	-0.054543454	-0.07630925	-0.058330633	-0.07253237	-0.061591864	-0.06901145	0.028948143
2022-08-15	Australia	clade 21L	-0.065398216	-0.054621834	-0.07621145	-0.058481693	-0.07246713	-0.061730385	-0.06901431	0.028539151
