date	location	variant	median_I_smooth_forecast	I_smooth_forecast_upper_95	I_smooth_forecast_lower_95	I_smooth_forecast_upper_80	I_smooth_forecast_lower_80	I_smooth_forecast_upper_50	I_smooth_forecast_lower_50	median_freq
2022-12-25	Australia	clade 21L	38.351852	68.03622	21.6431	55.335125	26.545568	46.312454	31.393951	0.003363185
2022-12-26	Australia	clade 21L	36.55481	66.24472	20.144825	53.397068	24.92694	44.371937	29.792692	0.003199026
2022-12-27	Australia	clade 21L	34.868347	64.02662	18.867006	51.576122	23.488352	42.605293	28.300922	0.0030415198
2022-12-28	Australia	clade 21L	33.202354	62.168617	17.65342	49.802544	22.008266	40.872936	26.811312	0.0028946907
2022-12-29	Australia	clade 21L	31.724781	60.48008	16.358038	48.18676	20.718912	39.237175	25.36179	0.0027516908
2022-12-30	Australia	clade 21L	30.211845	59.108612	15.31058	46.62247	19.441942	37.81288	23.995728	0.0026140558
2022-12-31	Australia	clade 21L	28.804798	57.52058	14.212596	45.17375	18.204027	36.306274	22.676107	0.002483809
2022-12-25	Australia	clade 22A	21.166992	33.3715	13.671277	28.40892	15.943069	24.521816	18.275896	0.0018698598
2022-12-26	Australia	clade 22A	19.746092	31.652618	12.541614	26.810806	14.696243	23.052929	16.93953	0.0017416724
2022-12-27	Australia	clade 22A	18.433876	30.154055	11.469018	25.323849	13.5396595	21.640997	15.7288475	0.0016209339
2022-12-28	Australia	clade 22A	17.261364	28.816284	10.463828	23.938194	12.446428	20.338326	14.573265	0.001509229
2022-12-29	Australia	clade 22A	16.095299	27.425886	9.502697	22.611055	11.442111	19.125046	13.490688	0.0014047918
2022-12-30	Australia	clade 22A	15.025627	26.144163	8.719174	21.409998	10.513099	17.987585	12.496959	0.0013058446
2022-12-31	Australia	clade 22A	14.025365	25.030523	7.914586	20.304808	9.661559	16.922497	11.556779	0.0012148232
2022-12-25	Australia	clade 22B	457.28418	680.8726	300.51132	593.20575	348.92795	526.64355	398.1242	0.040109448
2022-12-26	Australia	clade 22B	430.23578	654.3137	275.57916	566.2641	324.00156	499.4173	371.183	0.037649434
2022-12-27	Australia	clade 22B	404.44952	630.51117	254.0205	540.22296	300.12662	472.7647	345.7985	0.035338983
2022-12-28	Australia	clade 22B	380.65326	605.513	232.36108	515.6696	278.1893	448.25293	322.52838	0.033148352
2022-12-29	Australia	clade 22B	357.5796	585.25616	212.42432	492.99316	257.90265	424.1811	301.07825	0.031082172
2022-12-30	Australia	clade 22B	336.36212	561.2327	194.58784	472.06683	238.11662	402.47678	280.30774	0.029126687
2022-12-31	Australia	clade 22B	316.4438	543.3759	178.38896	450.89078	220.11038	381.10468	261.3231	0.027289417
2022-12-25	Australia	clade 22C	0.00045823667	0.009193704	2.3050201e-05	0.0032838783	6.853619e-05	0.0012800794	0.00016233171	4.0811308e-08
2022-12-26	Australia	clade 22C	0.0004052691	0.008339897	1.98263e-05	0.0029253378	6.0241695e-05	0.001137091	0.000142809	3.6027817e-08
2022-12-27	Australia	clade 22C	0.00035929363	0.007607228	1.7117232e-05	0.002606044	5.208112e-05	0.0010083234	0.00012561608	3.166069e-08
2022-12-28	Australia	clade 22C	0.00031906474	0.0069073117	1.4941645e-05	0.002333085	4.537248e-05	0.00089734525	0.00011033542	2.7920922e-08
2022-12-29	Australia	clade 22C	0.00028199778	0.00623045	1.2940338e-05	0.0020879272	3.9562925e-05	0.0007974767	9.698139e-05	2.46132e-08
2022-12-30	Australia	clade 22C	0.0002487686	0.005586433	1.130388e-05	0.001872545	3.464253e-05	0.0007087606	8.540878e-05	2.1708269e-08
2022-12-31	Australia	clade 22C	0.00022039411	0.005059302	9.829238e-06	0.0016756266	3.0069159e-05	0.0006326977	7.500208e-05	1.9111098e-08
2022-12-25	Australia	clade 22D	4574.528	6624.3003	3144.0789	5856.486	3582.5078	5198.328	4028.3953	0.40299016
2022-12-26	Australia	clade 22D	4576.5986	6754.2446	3077.858	5935.7217	3531.3604	5239.0684	4005.5537	0.4026499
2022-12-27	Australia	clade 22D	4570.3438	6893.373	3013.8032	6005.568	3490.4324	5283.9434	3975.235	0.4021013
2022-12-28	Australia	clade 22D	4579.8	7054.9546	2950.2927	6101.8774	3448.0422	5314.6187	3947.6414	0.4015224
2022-12-29	Australia	clade 22D	4575.1504	7206.7583	2887.665	6206.2505	3390.3823	5352.596	3924.7847	0.40063706
2022-12-30	Australia	clade 22D	4581.6675	7355.374	2801.217	6300.714	3344.1904	5402.8604	3889.4531	0.39957187
2022-12-31	Australia	clade 22D	4579.214	7512.3833	2739.9136	6421.9775	3288.7463	5445.029	3855.6123	0.39855024
2022-12-25	Australia	clade 22E	2574.5386	3603.3208	1773.3628	3228.8638	2033.8491	2915.8909	2262.2522	0.22646819
2022-12-26	Australia	clade 22E	2560.567	3671.2727	1730.9222	3262.3381	2005.6041	2921.7405	2237.2734	0.22490093
2022-12-27	Australia	clade 22E	2545.6318	3740.0876	1685.4795	3300.0764	1967.3444	2927.5876	2215.8232	0.22329554
2022-12-28	Australia	clade 22E	2526.4917	3787.6008	1632.8334	3326.9856	1931.0693	2937.203	2191.5935	0.22160566
2022-12-29	Australia	clade 22E	2510.9463	3843.187	1582.1154	3361.5464	1894.0425	2941.1401	2164.7168	0.21985787
2022-12-30	Australia	clade 22E	2501.9807	3915.6746	1547.7897	3401.4004	1850.0862	2948.792	2133.5095	0.21814674
2022-12-31	Australia	clade 22E	2491.3838	3975.8682	1503.3063	3434.8606	1810.5145	2956.8625	2103.1099	0.21634492
2022-12-25	Australia	clade 22F	363.94803	556.82086	233.45767	481.6212	272.31226	423.1811	312.3966	0.032045078
2022-12-26	Australia	clade 22F	357.1916	557.44104	223.42305	478.88998	262.6427	416.8783	304.1564	0.03133408
2022-12-27	Australia	clade 22F	350.51337	557.2413	214.18231	477.13058	254.07692	411.52985	295.34656	0.030630844
2022-12-28	Australia	clade 22F	342.72675	558.1349	205.3439	474.21097	246.53688	406.75354	287.71603	0.029926669
