date	location	variant	median_R	R_upper_95	R_lower_95	R_upper_80	R_lower_80	R_upper_50	R_lower_50	median_freq
2022-07-28	Australia	clade 21L	0.78448963	0.85654986	0.719237	0.8291651	0.7439185	0.806767	0.7629997	0.030980172
2022-07-29	Australia	clade 21L	0.7849647	0.85075843	0.72437006	0.82622594	0.7474078	0.806427	0.7652589	0.030962244
2022-07-30	Australia	clade 21L	0.7851839	0.8464506	0.73024225	0.82405114	0.7504355	0.80524206	0.76666015	0.030660722
2022-07-31	Australia	clade 21L	0.785922	0.84306073	0.73425704	0.8212031	0.7526407	0.80423284	0.7682864	0.030139264
2022-08-01	Australia	clade 21L	0.7862519	0.8389508	0.73647016	0.8194725	0.7544634	0.8036721	0.769234	0.029867366
2022-08-02	Australia	clade 21L	0.7866056	0.8360199	0.74013877	0.8183385	0.756084	0.8029004	0.7703239	0.029672146
2022-08-03	Australia	clade 21L	0.7868388	0.8338717	0.7421808	0.81660295	0.757546	0.8021616	0.7709997	0.02942282
2022-08-04	Australia	clade 21L	0.7868787	0.8317551	0.7432804	0.81525886	0.75846374	0.8016432	0.77185476	0.029118322
2022-08-05	Australia	clade 21L	0.7869997	0.8297597	0.7448821	0.81424123	0.7596514	0.8014781	0.77279776	0.02884674
2022-08-06	Australia	clade 21L	0.7867925	0.82878864	0.74597687	0.8134192	0.7604056	0.80110085	0.7734394	0.028600689
2022-08-07	Australia	clade 21L	0.78699595	0.8273657	0.74718636	0.8127401	0.7615569	0.8007966	0.7740123	0.02836487
2022-08-08	Australia	clade 21L	0.7870636	0.826688	0.7483845	0.81210506	0.7620034	0.8006637	0.7744528	0.028104559
2022-08-09	Australia	clade 21L	0.7870534	0.8252434	0.7493066	0.8115314	0.7628987	0.8003315	0.77466214	0.027832853
2022-08-10	Australia	clade 21L	0.7871827	0.8240499	0.75043494	0.8109403	0.76343083	0.8000357	0.7750557	0.027610295
2022-08-11	Australia	clade 21L	0.7870735	0.82273936	0.7510806	0.81025463	0.76357013	0.7997864	0.7751221	0.027374122
2022-08-12	Australia	clade 21L	0.78704524	0.82190496	0.75204974	0.809755	0.7642318	0.799225	0.775133	0.027131932
2022-08-13	Australia	clade 21L	0.7871009	0.8212774	0.7532245	0.8094015	0.76473093	0.798887	0.7755091	0.02689875
2022-08-14	Australia	clade 21L	0.7871444	0.8205941	0.75376105	0.80870163	0.7653051	0.79862195	0.77566487	0.026658949
2022-08-15	Australia	clade 21L	0.7870155	0.8200822	0.7539825	0.80841064	0.76574314	0.79830587	0.77589655	0.026404586
2022-08-16	Australia	clade 21L	0.7869723	0.8193649	0.75470257	0.80821306	0.76608956	0.798138	0.7762947	0.026167467
2022-08-17	Australia	clade 21L	0.7869352	0.8190571	0.75519806	0.8079199	0.76626444	0.79788226	0.7763527	0.02593904
2022-08-18	Australia	clade 21L	0.7868039	0.81838423	0.755501	0.80727667	0.76646394	0.79759824	0.7764833	0.025708057
2022-08-19	Australia	clade 21L	0.78671366	0.8177848	0.7557882	0.80710745	0.766612	0.79757667	0.7764698	0.025501363
2022-08-20	Australia	clade 21L	0.78658974	0.81728446	0.7560336	0.8074299	0.7667663	0.7974504	0.77654	0.02526664
2022-08-21	Australia	clade 21L	0.7864852	0.81702834	0.7561011	0.80760944	0.76713836	0.79739684	0.77648956	0.025043543
2022-08-22	Australia	clade 21L	0.78675365	0.817217	0.7561601	0.8073091	0.7672588	0.7971906	0.77655697	0.024824405
2022-08-23	Australia	clade 21L	0.78697896	0.81721187	0.7562777	0.80714965	0.76751626	0.7972606	0.7766212	0.024596768
2022-08-24	Australia	clade 21L	0.7870249	0.81753385	0.75686383	0.80684525	0.767502	0.797263	0.7768089	0.024377372
2022-08-25	Australia	clade 21L	0.7871429	0.81734073	0.7571571	0.8068258	0.76776195	0.797459	0.77694845	0.024179384
2022-08-26	Australia	clade 21L	0.78740996	0.8172691	0.7576391	0.80680203	0.76827353	0.7976404	0.7772349	0.02397339
2022-08-27	Australia	clade 21L	0.78765434	0.81770235	0.75733304	0.80696166	0.7685229	0.7980728	0.77757466	0.02376432
2022-08-28	Australia	clade 21L	0.7881062	0.81813407	0.7580641	0.8073979	0.7690433	0.7984071	0.7780199	0.023565885
2022-08-29	Australia	clade 21L	0.788607	0.8186751	0.75921386	0.8081415	0.7696045	0.7988119	0.77861667	0.023379583
2022-08-30	Australia	clade 21L	0.78924537	0.81911725	0.7595305	0.8088699	0.7706333	0.7995208	0.77917385	0.0231888
2022-08-31	Australia	clade 21L	0.7900336	0.81952614	0.76048446	0.8095537	0.7714016	0.8003993	0.7799491	0.023014564
2022-09-01	Australia	clade 21L	0.7909242	0.82020825	0.76166624	0.81021345	0.7721493	0.8012917	0.78106254	0.02282724
2022-09-02	Australia	clade 21L	0.7918948	0.82118475	0.7628432	0.8113553	0.7731917	0.802386	0.78216636	0.022646556
2022-09-03	Australia	clade 21L	0.7932025	0.82241577	0.76408243	0.8126213	0.77423	0.80351996	0.78358626	0.022478636
2022-09-04	Australia	clade 21L	0.794719	0.8239002	0.76620007	0.8138874	0.77568245	0.8048683	0.7850765	0.022312295
2022-09-05	Australia	clade 21L	0.79631364	0.82510084	0.76784205	0.8153539	0.77744883	0.806259	0.78676844	0.022158058
2022-09-06	Australia	clade 21L	0.7982435	0.8264213	0.76988965	0.81680423	0.7796329	0.8081111	0.7885503	0.02200585
2022-09-07	Australia	clade 21L	0.80029666	0.8282964	0.77225703	0.81876177	0.781744	0.81004775	0.7906391	0.021856599
2022-09-08	Australia	clade 21L	0.8024647	0.8306528	0.7746572	0.8209324	0.7841215	0.81215197	0.79270315	0.021712955
2022-09-09	Australia	clade 21L	0.8049308	0.8324895	0.77757823	0.82308847	0.7869848	0.81443006	0.7954335	0.0215647
2022-09-10	Australia	clade 21L	0.80748296	0.83482325	0.78011364	0.82552844	0.79012233	0.8169848	0.79831994	0.021430347
2022-09-11	Australia	clade 21L	0.81043667	0.8373835	0.7832643	0.8283401	0.79317176	0.81978506	0.80128986	0.021294303
2022-09-12	Australia	clade 21L	0.8136937	0.84081435	0.78705204	0.831391	0.7964384	0.8229076	0.8046541	0.021174517
2022-09-13	Australia	clade 21L	0.8172587	0.8438701	0.79050446	0.8349099	0.8000866	0.8262593	0.8081862	0.021063328
2022-09-14	Australia	clade 21L	0.82092226	0.8477483	0.7942659	0.8384035	0.80377066	0.8301118	0.81183815	0.020969894
2022-09-15	Australia	clade 21L	0.82468885	0.85168606	0.79848176	0.84252876	0.8074667	0.8341038	0.8152915	0.020892082
2022-09-16	Australia	clade 21L	0.82890093	0.8558581	0.8020463	0.84700775	0.8112392	0.83839595	0.81946176	0.020821098
2022-09-17	Australia	clade 21L	0.83331215	0.86077887	0.80579174	0.8521452	0.81524706	0.84285474	0.8235392	0.020755453
2022-09-18	Australia	clade 21L	0.83801997	0.86662436	0.80955434	0.85723037	0.81930643	0.84798	0.8279569	0.020693857
2022-09-19	Australia	clade 21L	0.8429761	0.87246513	0.8139424	0.8627257	0.82365066	0.85339713	0.8324337	0.0206453
2022-09-20	Australia	clade 21L	0.84803313	0.878895	0.8180031	0.8684428	0.8283673	0.8589983	0.8372189	0.020596953
2022-09-21	Australia	clade 21L	0.8536116	0.8855533	0.82224977	0.87444407	0.8325203	0.8646799	0.8420396	0.020564843
2022-09-22	Australia	clade 21L	0.85910726	0.89240885	0.82646024	0.8807893	0.83745277	0.8709561	0.8473386	0.02052875
2022-09-23	Australia	clade 21L	0.8650542	0.89975107	0.8307716	0.88744193	0.8426582	0.8771426	0.8526567	0.020502184
2022-09-24	Australia	clade 21L	0.8708247	0.90702057	0.8354572	0.8943465	0.847796	0.88351774	0.8584941	0.020489272
2022-09-25	Australia	clade 21L	0.8768681	0.91454464	0.8400057	0.9014249	0.8535026	0.8903568	0.86444473	0.02049388
2022-09-26	Australia	clade 21L	0.88330096	0.9223937	0.8450838	0.9088635	0.85968685	0.89735377	0.8706126	0.0204994
2022-09-27	Australia	clade 21L	0.89015776	0.9296057	0.8511723	0.9162	0.86582345	0.9044913	0.8769804	0.020498218
2022-09-28	Australia	clade 21L	0.89712536	0.9376992	0.8571806	0.92379767	0.87235135	0.91177446	0.88379896	0.020506874
2022-09-29	Australia	clade 21L	0.9044615	0.94587415	0.8636314	0.93170303	0.87911284	0.91899323	0.89072603	0.02051552
2022-09-30	Australia	clade 21L	0.9119946	0.95357084	0.87096834	0.9389683	0.8862959	0.92659193	0.8981798	0.020534765
2022-10-01	Australia	clade 21L	0.91977644	0.96103084	0.87884367	0.94693154	0.89404523	0.93423796	0.90584904	0.020563174
2022-10-02	Australia	clade 21L	0.92758644	0.9687629	0.88787097	0.95454735	0.9023124	0.94210815	0.9139107	0.020577617
2022-10-03	Australia	clade 21L	0.9357608	0.9760913	0.8968501	0.96235067	0.9107528	0.94996625	0.92244744	0.020617783
2022-10-04	Australia	clade 21L	0.9440271	0.9835262	0.90587616	0.9700918	0.9191942	0.95782673	0.9311152	0.020650279
