date	location	variant	median_I_smooth	I_smooth_upper_95	I_smooth_lower_95	I_smooth_upper_80	I_smooth_lower_80	I_smooth_upper_50	I_smooth_lower_50	median_freq
2022-07-27	Australia	clade 21L	3253.3164	4424.7295	2380.2354	3964.2808	2665.7612	3608.7483	2927.257	0.03734038
2022-07-28	Australia	clade 21L	3458.4238	4696.7764	2529.9526	4211.979	2833.5103	3835.811	3111.6113	0.03730441
2022-07-29	Australia	clade 21L	3158.324	4240.5117	2340.675	3824.6074	2598.1003	3488.495	2852.2249	0.036736354
2022-07-30	Australia	clade 21L	2713.9138	3574.7734	2041.747	3244.0767	2248.3916	2979.6624	2459.334	0.035792567
2022-07-31	Australia	clade 21L	2583.751	3367.589	1960.2332	3066.7166	2148.9036	2818.7627	2346.9207	0.03527745
2022-08-01	Australia	clade 21L	2509.2134	3252.4534	1911.2478	2967.3987	2093.1584	2733.6584	2281.4866	0.034930944
2022-08-02	Australia	clade 21L	2339.3716	3012.32	1795.2383	2754.8696	1959.356	2545.0637	2132.6003	0.034450505
2022-08-03	Australia	clade 21L	2153.1885	2758.8674	1662.8848	2525.9685	1814.0837	2341.282	1968.8596	0.033879466
2022-08-04	Australia	clade 21L	2015.8967	2563.745	1567.1276	2353.3657	1705.8745	2189.6558	1849.6752	0.033355776
2022-08-05	Australia	clade 21L	1899.3818	2402.0718	1488.2657	2210.6667	1615.6486	2058.1333	1747.6381	0.032915577
2022-08-06	Australia	clade 21L	1777.2231	2240.415	1400.8195	2065.1697	1516.5035	1925.5021	1640.4148	0.032438822
2022-08-07	Australia	clade 21L	1658.478	2090.0088	1312.0322	1920.6139	1420.7096	1794.386	1533.6011	0.031956717
2022-08-08	Australia	clade 21L	1552.9438	1948.2031	1235.0867	1794.6683	1336.1974	1677.784	1437.304	0.03151151
2022-08-09	Australia	clade 21L	1455.8882	1822.18	1160.761	1675.553	1256.9408	1571.9272	1348.8198	0.031092886
2022-08-10	Australia	clade 21L	1363.1106	1699.0647	1092.1522	1566.2295	1179.8486	1471.3181	1264.182	0.03064606
2022-08-11	Australia	clade 21L	1275.2894	1583.7632	1025.1418	1461.3522	1105.7555	1375.7566	1184.8455	0.030206073
2022-08-12	Australia	clade 21L	1194.5308	1476.2908	964.1304	1368.2716	1038.9788	1286.745	1111.9285	0.029786222
2022-08-13	Australia	clade 21L	1119.3936	1379.0331	907.99884	1280.327	975.7703	1204.0585	1041.8228	0.029362323
2022-08-14	Australia	clade 21L	1048.7605	1286.7976	853.1515	1199.241	915.5972	1126.3372	976.1354	0.028948143
2022-08-15	Australia	clade 21L	982.38745	1199.6805	801.8678	1123.2672	857.5501	1053.9501	915.33057	0.028539151
2022-08-16	Australia	clade 21L	920.7712	1122.4998	754.2479	1050.4591	805.12225	987.1463	858.0033	0.028147534
2022-08-17	Australia	clade 21L	862.0558	1051.7942	708.7229	984.0133	755.2987	923.57605	803.1912	0.027771521
2022-08-18	Australia	clade 21L	806.74725	983.933	663.982	920.97577	707.8621	864.6071	753.1329	0.027379781
2022-08-19	Australia	clade 21L	755.8258	920.98535	621.11456	863.20703	664.3407	810.19763	705.8104	0.027014744
2022-08-20	Australia	clade 21L	708.63696	862.416	581.4623	809.3143	622.71277	758.5597	661.83856	0.02664477
2022-08-21	Australia	clade 21L	663.97986	805.8945	545.268	758.24927	584.7588	710.17236	620.7782	0.026281632
2022-08-22	Australia	clade 21L	622.51605	756.57837	512.2318	710.0019	549.3783	665.3345	581.5954	0.025936395
2022-08-23	Australia	clade 21L	583.37537	709.94366	479.91376	664.7197	514.1487	623.2827	544.248	0.025598517
2022-08-24	Australia	clade 21L	546.7527	667.0342	449.59982	623.3086	482.04538	583.8783	510.84143	0.025276292
2022-08-25	Australia	clade 21L	512.73987	626.60394	421.03165	584.2644	451.4092	547.30756	478.7007	0.02495479
2022-08-26	Australia	clade 21L	480.46625	586.2028	394.91522	547.63446	422.8649	513.43005	448.41617	0.024621919
2022-08-27	Australia	clade 21L	450.3037	550.7574	369.87363	514.3118	396.41696	481.0053	420.57483	0.024317604
2022-08-28	Australia	clade 21L	422.14877	516.1641	346.30295	482.42764	371.36743	450.80035	394.0957	0.024014834
2022-08-29	Australia	clade 21L	395.69824	484.31052	325.116	452.9172	347.87875	423.55145	369.8271	0.023702169
2022-08-30	Australia	clade 21L	371.14105	454.71304	304.76764	425.13318	326.34616	397.89407	346.79868	0.023410037
2022-08-31	Australia	clade 21L	348.21802	425.57428	285.71	398.61172	305.99432	373.5384	325.0473	0.023134785
2022-09-01	Australia	clade 21L	326.91272	400.3409	268.09537	374.51648	286.97684	350.48798	304.75992	0.022858344
2022-09-02	Australia	clade 21L	306.9489	376.5579	250.74829	352.2785	269.15848	329.29938	286.03384	0.022584487
2022-09-03	Australia	clade 21L	288.44916	354.52103	235.36026	330.95624	252.27364	309.4021	268.48596	0.022331044
2022-09-04	Australia	clade 21L	270.93158	334.09503	220.90942	311.19125	236.51483	291.10095	252.48837	0.022078952
2022-09-05	Australia	clade 21L	254.7615	313.8395	207.31906	292.9607	222.38626	273.73126	237.23589	0.021831112
2022-09-06	Australia	clade 21L	239.88556	296.3652	194.72466	275.80344	208.98834	257.53925	222.9983	0.0215979
2022-09-07	Australia	clade 21L	225.69662	279.59033	183.34502	260.08997	196.14426	242.71234	209.88762	0.021361917
2022-09-08	Australia	clade 21L	212.49574	264.11716	172.55045	245.19624	184.34756	228.82584	197.48448	0.021147786
2022-09-09	Australia	clade 21L	200.44247	249.75862	162.46118	231.21619	173.81648	216.0031	186.18283	0.020942423
2022-09-10	Australia	clade 21L	189.07068	236.8373	153.02814	218.31888	163.82092	204.01556	175.6154	0.020761564
2022-09-11	Australia	clade 21L	178.73505	223.62238	144.3697	206.58331	154.51692	192.84076	165.67838	0.02057413
2022-09-12	Australia	clade 21L	168.9184	210.94351	136.3937	195.36981	146.11533	182.37724	156.51303	0.020384096
2022-09-13	Australia	clade 21L	159.94727	200.08801	128.80998	185.13347	138.29387	172.77985	148.06488	0.020225113
2022-09-14	Australia	clade 21L	151.5935	189.7594	121.621155	175.45868	130.69446	163.83728	140.37473	0.020087326
2022-09-15	Australia	clade 21L	143.76184	180.2958	115.19121	166.57906	123.99126	155.40709	133.1738	0.019969855
2022-09-16	Australia	clade 21L	136.49051	171.44115	109.523125	158.30357	117.60071	147.56657	126.34149	0.01986472
2022-09-17	Australia	clade 21L	129.80597	163.14262	104.02336	150.60854	111.89122	140.31593	120.137405	0.01975815
2022-09-18	Australia	clade 21L	123.72874	155.61258	99.26839	143.22714	106.564865	133.69815	114.426735	0.019659035
2022-09-19	Australia	clade 21L	118.17673	148.32414	94.61526	136.68152	101.70152	127.59742	109.22804	0.01957238
2022-09-20	Australia	clade 21L	112.86815	141.38751	90.37193	130.64546	97.44501	122.01811	104.42064	0.019510983
2022-09-21	Australia	clade 21L	108.120804	135.18591	86.65025	125.11175	93.3707	116.70793	100.01546	0.019453874
2022-09-22	Australia	clade 21L	103.76108	129.66399	83.24459	119.99404	89.48958	111.7937	95.92861	0.019402493
2022-09-23	Australia	clade 21L	99.633026	124.15345	79.99021	115.15502	85.92958	107.440056	92.08867	0.019362917
2022-09-24	Australia	clade 21L	95.808655	119.61072	76.82376	110.793945	82.817825	103.38066	88.60071	0.01933748
2022-09-25	Australia	clade 21L	92.24399	115.36818	74.15144	106.80458	79.89903	99.56413	85.44484	0.019318055
2022-09-26	Australia	clade 21L	89.12747	111.32085	71.5471	103.133064	77.25424	96.125206	82.550644	0.019311726
2022-09-27	Australia	clade 21L	86.30139	107.88986	69.348236	99.845406	74.71173	93.03812	79.91346	0.019311823
2022-09-28	Australia	clade 21L	83.67143	104.82965	67.30469	96.87879	72.42343	90.18182	77.5413	0.019322708
2022-09-29	Australia	clade 21L	81.229034	102.03706	65.35661	94.15988	70.40469	87.62178	75.39797	0.019343333
2022-09-30	Australia	clade 21L	79.10525	99.364174	63.773556	91.72165	68.627945	85.32376	73.429794	0.019363547
2022-10-01	Australia	clade 21L	77.150955	97.35895	62.259132	89.68987	66.87811	83.330055	71.70933	0.019385125
2022-10-02	Australia	clade 21L	75.51149	95.10416	60.93949	87.803474	65.29393	81.644005	70.22432	0.01942476
2022-10-03	Australia	clade 21L	74.09369	93.13381	59.666576	86.05339	64.00678	80.13896	68.96512	0.01946963
2022-10-04	Australia	clade 21L	72.869125	91.4385	58.59318	84.659256	62.947735	78.90389	67.79826	0.01951075
2022-10-05	Australia	clade 21L	71.84961	90.486984	57.720276	83.45689	62.017445	77.901695	66.73869	0.019574884
2022-10-06	Australia	clade 21L	71.0641	89.4237	57.08625	82.48506	61.216892	77.08918	65.852585	0.019631566
2022-10-07	Australia	clade 21L	70.30299	88.57032	56.557594	81.766914	60.566444	76.278435	65.16892	0.019688815
2022-10-08	Australia	clade 21L	69.79686	88.213295	56.027416	81.23472	60.137157	75.711426	64.723236	0.01974404
2022-10-09	Australia	clade 21L	69.41805	88.01914	55.633854	80.87502	59.804188	75.34439	64.36711	0.019807797
2022-10-10	Australia	clade 21L	69.38243	88.04661	55.36709	80.70598	59.76526	75.24163	64.18958	0.019876333
2022-10-11	Australia	clade 21L	69.34761	88.011154	55.44071	80.790405	59.76402	75.22937	64.191925	0.01994554
2022-10-12	Australia	clade 21L	69.565056	88.18751	55.497894	81.0116	59.96001	75.43916	64.42371	0.020005405
2022-10-13	Australia	clade 21L	69.873314	88.524826	55.77707	81.51002	60.226692	75.84072	64.72939	0.020072037
2022-10-14	Australia	clade 21L	70.43901	89.17316	56.07529	82.011116	60.56949	76.39932	65.16175	0.020126868
2022-10-15	Australia	clade 21L	71.14528	89.93635	56.525356	82.78831	61.070988	77.07936	65.72753	0.020186622
2022-10-16	Australia	clade 21L	71.928696	91.00263	57.246864	83.69567	61.79481	78.00573	66.57617	0.020244712
2022-10-17	Australia	clade 21L	72.90987	92.06039	58.03285	84.80887	62.648434	79.04293	67.37366	0.02029955
2022-10-18	Australia	clade 21L	73.96182	93.28306	58.810356	86.01813	63.67954	80.145355	68.396416	0.020351922
2022-10-19	Australia	clade 21L	75.20744	94.946075	59.90162	87.44214	64.79326	81.40305	69.55887	0.020390783
2022-10-20	Australia	clade 21L	76.543564	96.48471	61.07958	89.02985	65.96155	82.8407	70.882324	0.020419357
2022-10-21	Australia	clade 21L	78.07594	97.86329	62.359394	90.70642	67.35972	84.319565	72.32738	0.02045462
2022-10-22	Australia	clade 21L	79.68647	99.535805	63.754253	92.609856	68.82509	86.11204	73.890335	0.020457983
2022-10-23	Australia	clade 21L	81.45315	101.91939	65.11236	94.6431	70.46674	88.04707	75.709366	0.020462206
2022-10-24	Australia	clade 21L	83.41559	104.05042	66.67846	96.88494	72.151566	90.179985	77.364624	0.020459095
2022-10-25	Australia	clade 21L	85.502785	106.54347	68.39143	99.253685	73.949265	92.31452	79.209015	0.020459034
2022-10-26	Australia	clade 21L	87.55489	109.093765	70.356186	101.64927	75.793335	94.52656	81.18319	0.020417966
2022-10-27	Australia	clade 21L	89.84682	112.07769	72.07926	104.30116	77.639915	97.01579	83.18399	0.020376422
2022-10-28	Australia	clade 21L	92.2659	115.12811	73.96487	106.884964	79.694534	99.44664	85.34938	0.020318203
2022-10-29	Australia	clade 21L	94.622086	118.20705	75.971725	109.511055	81.51965	102.092735	87.569016	0.020245794
2022-10-30	Australia	clade 21L	97.057	121.42059	77.93823	112.28178	83.57286	104.696625	89.79762	0.02015467
2022-10-31	Australia	clade 21L	99.7056	124.33497	79.94049	115.139755	85.504005	107.491135	92.11928	0.020054467
2022-11-01	Australia	clade 21L	102.22285	127.5933	82.0037	118.05389	87.92311	110.32916	94.43196	0.019941155
2022-11-02	Australia	clade 21L	104.71423	131.06909	83.9515	121.27347	89.96685	113.195145	96.90345	0.019804072
2022-11-03	Australia	clade 21L	107.31305	134.74388	85.86162	124.51381	92.167076	116.17214	99.23895	0.01964543
2022-11-04	Australia	clade 21L	110.03016	138.74284	87.89679	127.89938	94.26773	118.98854	101.54157	0.019487431
2022-11-05	Australia	clade 21L	112.519585	142.66449	89.667885	131.10516	96.4256	121.930336	103.870834	0.019295737
2022-11-06	Australia	clade 21L	115.08417	146.57011	91.328064	134.17432	98.48073	124.87613	106.027695	0.019074608
2022-11-07	Australia	clade 21L	117.50849	150.39421	93.007	137.41737	100.45138	127.518036	108.20651	0.018858645
2022-11-08	Australia	clade 21L	119.90697	153.86684	94.650696	140.68268	102.26518	130.19553	110.282166	0.018613137
2022-11-09	Australia	clade 21L	122.10556	157.03107	96.04943	143.64989	104.12322	132.9361	112.27838	0.018347714
2022-11-10	Australia	clade 21L	124.35921	161.07068	97.16519	146.59004	105.80528	135.53906	114.12115	0.0180709
2022-11-11	Australia	clade 21L	126.37842	163.75822	98.293816	149.57242	107.4236	138.02057	115.89186	0.017792005
2022-11-12	Australia	clade 21L	128.29048	167.36893	99.21401	152.2427	108.86081	140.2908	117.3686	0.017485537
2022-11-13	Australia	clade 21L	129.91867	169.9008	100.317696	154.68358	110.000824	142.30405	118.77534	0.017157452
2022-11-14	Australia	clade 21L	131.38708	172.0255	101.23191	156.9761	110.82416	144.05286	120.1814	0.016811566
2022-11-15	Australia	clade 21L	132.60495	174.28377	101.611404	158.73633	111.414	145.88751	121.02896	0.016457917
2022-11-16	Australia	clade 21L	133.4974	176.298	102.14676	160.33318	111.91702	146.98404	121.65489	0.016090898
2022-11-17	Australia	clade 21L	134.32051	177.78949	102.71461	161.39876	112.141815	147.98203	122.208435	0.01572094
2022-11-18	Australia	clade 21L	134.62552	179.37564	102.78686	162.5515	112.24689	148.6163	122.39687	0.015344727
2022-11-19	Australia	clade 21L	134.86935	181.06046	102.62227	163.35544	112.113976	148.94608	122.468834	0.014964484
2022-11-20	Australia	clade 21L	134.78748	181.88844	102.17163	163.64012	111.94878	149.04251	122.254654	0.0145806465
2022-11-21	Australia	clade 21L	134.3542	181.83649	101.20313	163.49576	111.28886	148.88441	121.78246	0.014195415
2022-11-22	Australia	clade 21L	133.57915	181.36159	100.418594	162.65593	110.375694	148.36871	120.856926	0.013811619
2022-11-23	Australia	clade 21L	132.49973	180.7567	99.317444	161.8004	109.19805	147.2962	119.66157	0.013425082
2022-11-24	Australia	clade 21L	131.29837	179.95602	98.021194	160.46793	107.832726	146.13602	118.37286	0.013031944
2022-11-25	Australia	clade 21L	129.82889	178.07632	96.80667	159.16692	106.38605	144.53644	116.88464	0.012631336
2022-11-26	Australia	clade 21L	128.08955	176.20378	95.31139	157.15695	104.64353	142.60695	115.023895	0.012260255
2022-11-27	Australia	clade 21L	126.03525	173.12701	93.42381	155.02655	102.748604	140.83118	112.91715	0.011860773
2022-11-28	Australia	clade 21L	123.64247	170.14598	91.194214	152.37083	100.8251	138.29851	110.75885	0.011474155
2022-11-29	Australia	clade 21L	121.04846	167.55255	88.972374	149.75978	98.596054	135.64072	108.36016	0.011097508
2022-11-30	Australia	clade 21L	118.447655	164.5752	86.62441	147.15146	96.068825	132.88895	105.88466	0.01071947
2022-12-01	Australia	clade 21L	115.62832	161.22878	83.981094	143.93575	93.589226	129.84763	103.21958	0.010348393
2022-12-02	Australia	clade 21L	112.6981	157.51633	81.63891	140.75291	91.116585	126.54393	100.35486	0.009986363
2022-12-03	Australia	clade 21L	109.56367	153.91301	78.6923	137.60417	88.34595	123.20978	97.51883	0.009636675
2022-12-04	Australia	clade 21L	106.37006	150.32591	76.17299	134.11551	85.42215	119.893456	94.53641	0.009285927
2022-12-05	Australia	clade 21L	103.1482	146.47351	73.32443	130.36256	82.32573	116.43538	91.40381	0.0089460965
2022-12-06	Australia	clade 21L	99.82086	142.3383	70.21648	126.54777	79.30352	113.16538	88.38431	0.008611666
2022-12-07	Australia	clade 21L	96.46788	138.67757	67.40948	122.94619	76.25067	109.70323	85.225105	0.008289097
2022-12-08	Australia	clade 21L	93.259895	135.08092	64.65601	119.541046	73.346375	106.13314	82.035545	0.007970687
2022-12-09	Australia	clade 21L	89.85726	131.64536	62.0037	116.00661	70.36099	102.76731	79.002365	0.007658016
2022-12-10	Australia	clade 21L	86.54374	127.87533	59.316456	112.51132	67.322464	99.148476	75.84698	0.0073595867
2022-12-11	Australia	clade 21L	83.050354	124.11103	56.57206	108.98695	64.45482	95.588776	72.65741	0.0070600384
2022-12-12	Australia	clade 21L	79.83179	121.06461	53.669533	105.59357	61.562355	92.25368	69.69996	0.006775385
2022-12-13	Australia	clade 21L	76.7148	117.56931	51.112167	101.99856	58.501667	89.09706	66.63757	0.006502947
2022-12-14	Australia	clade 21L	73.69801	114.25137	48.434372	98.714806	55.66576	85.90327	64.0037	0.006236857
2022-12-15	Australia	clade 21L	70.67748	110.9003	45.994255	95.62688	53.008698	82.97345	61.131474	0.005977363
2022-12-16	Australia	clade 21L	67.80115	107.56715	43.465816	92.588295	50.432983	79.87036	58.46128	0.005734247
2022-12-17	Australia	clade 21L	65.09694	104.247406	41.155632	89.458984	48.025875	76.990814	55.91974	0.0054923384
2022-12-18	Australia	clade 21L	62.513275	101.58059	38.704365	86.53388	45.651478	74.301315	53.359173	0.005263482
2022-12-19	Australia	clade 21L	60.041916	99.05502	36.368713	83.62162	43.31801	71.5535	50.813725	0.005039183
2022-12-20	Australia	clade 21L	57.64142	95.711914	34.41097	80.99173	41.32167	68.9924	48.54393	0.0048199752
2022-12-21	Australia	clade 21L	55.196564	92.99324	32.52122	78.40841	39.243732	66.601166	46.309998	0.00460627
2022-12-22	Australia	clade 21L	53.092773	91.12109	30.566517	75.950195	37.28323	64.07004	44.198387	0.0044048307
2022-12-23	Australia	clade 21L	50.914597	89.21678	28.98409	74.08896	35.504	61.86635	42.085464	0.004208159
2022-07-27	Australia	clade 22A	9213.555	11547.897	7215.6357	10753.898	7870.45	9999.185	8509.806	0.10553846
2022-07-28	Australia	clade 22A	9799.371	12292.546	7670.749	11427.913	8369.02	10630.499	9050.811	0.10549469
2022-07-29	Australia	clade 22A	9030.111	11261.838	7145.3813	10463.278	7748.9517	9769.545	8349.209	0.10476734
2022-07-30	Australia	clade 22A	7872.047	9729.275	6289.9824	9031.3545	6809.8555	8474.029	7316.295	0.103669435
2022-07-31	Australia	clade 22A	7560.793	9316.87	6041.076	8637.376	6561.2803	8099.4873	7032.4565	0.10300501
2022-08-01	Australia	clade 22A	7382.792	9045.019	5903.5034	8409.111	6424.257	7900.264	6865.552	0.10257712
2022-08-02	Australia	clade 22A	6945.273	8452.7705	5601.7427	7875.021	6058.7	7410.323	6452.501	0.10196866
2022-08-03	Australia	clade 22A	6456.037	7832.343	5254.125	7295.9634	5657.4756	6884.53	6012.6396	0.10120306
2022-08-04	Australia	clade 22A	6096.963	7375.2734	4977.305	6874.087	5357.8223	6500.465	5685.006	0.10052652
2022-08-05	Australia	clade 22A	5786.131	7000.8955	4729.132	6513.7646	5094.3564	6153.2036	5406.89	0.09989029
2022-08-06	Australia	clade 22A	5448.9395	6585.8115	4462.5713	6135.2334	4813.8135	5796.7153	5110.5	0.09925927
2022-08-07	Australia	clade 22A	5126.88	6166.1904	4211.373	5766.323	4533.943	5450.247	4804.4473	0.09856695
2022-08-08	Australia	clade 22A	4827.894	5803.546	3982.7473	5434.854	4277.8433	5135.5957	4527.6416	0.09792058
2022-08-09	Australia	clade 22A	4557.306	5473.0903	3764.714	5126.2935	4041.5476	4840.258	4281.7065	0.09726134
2022-08-10	Australia	clade 22A	4298.3887	5165.9946	3570.3772	4832.072	3818.0383	4570.9707	4040.801	0.09656115
2022-08-11	Australia	clade 22A	4053.5225	4868.114	3372.2368	4551.931	3598.344	4303.427	3811.2769	0.09586477
2022-08-12	Australia	clade 22A	3820.5771	4577.6187	3181.7656	4295.1016	3398.534	4062.1958	3593.1519	0.09518406
2022-08-13	Australia	clade 22A	3600.629	4313.9165	3010.3147	4047.7444	3204.1443	3831.726	3391.551	0.09450218
2022-08-14	Australia	clade 22A	3395.491	4061.4082	2843.7651	3812.1902	3024.9194	3609.5625	3197.7185	0.09379445
2022-08-15	Australia	clade 22A	3197.9531	3826.6812	2681.761	3592.785	2849.7222	3402.804	3012.92	0.09305388
2022-08-16	Australia	clade 22A	3014.4666	3608.313	2529.9128	3386.7886	2687.7495	3207.661	2839.7588	0.092336476
2022-08-17	Australia	clade 22A	2842.0474	3390.3948	2385.1023	3195.7202	2530.4243	3024.1692	2674.7144	0.091625884
2022-08-18	Australia	clade 22A	2679.1245	3201.8225	2252.3357	3008.8286	2381.5679	2850.735	2521.2441	0.09092359
2022-08-19	Australia	clade 22A	2524.779	3020.6729	2124.5203	2835.9727	2247.4395	2686.9026	2374.84	0.090220466
2022-08-20	Australia	clade 22A	2378.9346	2838.715	2003.627	2673.3967	2119.552	2531.0403	2239.5288	0.08953507
2022-08-21	Australia	clade 22A	2243.983	2671.051	1886.5483	2519.394	1997.9741	2385.3262	2110.1953	0.08884444
2022-08-22	Australia	clade 22A	2115.1685	2523.8691	1776.254	2373.9773	1883.5273	2245.542	1987.4701	0.08811707
2022-08-23	Australia	clade 22A	1992.3325	2375.1138	1672.1843	2237.2397	1773.0399	2115.8113	1871.9271	0.08743155
2022-08-24	Australia	clade 22A	1876.4615	2238.993	1576.8491	2108.655	1670.4835	1991.527	1763.69	0.08673881
2022-08-25	Australia	clade 22A	1768.6104	2112.9094	1486.1107	1987.9222	1574.2617	1876.2184	1659.6444	0.08602792
2022-08-26	Australia	clade 22A	1665.1827	1992.5531	1400.3948	1873.6224	1484.295	1767.7472	1563.5924	0.08532308
2022-08-27	Australia	clade 22A	1568.0265	1875.0076	1317.8589	1766.416	1395.2406	1665.6594	1473.6713	0.08463809
2022-08-28	Australia	clade 22A	1476.6392	1771.4774	1240.7683	1665.7323	1315.6758	1569.8901	1386.7595	0.084002405
2022-08-29	Australia	clade 22A	1392.4688	1673.8792	1168.1307	1567.6588	1240.4993	1478.4595	1306.5452	0.083355956
2022-08-30	Australia	clade 22A	1310.9595	1575.454	1099.5327	1477.6335	1168.6547	1393.2833	1230.708	0.082670644
2022-08-31	Australia	clade 22A	1233.937	1486.1711	1037.7983	1392.6992	1101.0922	1313.3246	1159.9492	0.08201754
2022-09-01	Australia	clade 22A	1162.0449	1400.8412	976.7354	1312.5453	1036.7552	1238.462	1093.2584	0.081336685
2022-09-02	Australia	clade 22A	1095.2766	1321.5565	919.18506	1237.1779	975.34076	1167.4238	1030.5577	0.08065831
2022-09-03	Australia	clade 22A	1032.689	1245.367	865.81976	1166.5559	918.59686	1100.9106	970.9324	0.07999958
2022-09-04	Australia	clade 22A	972.64575	1175.5554	815.76794	1098.0157	865.5154	1037.2255	915.08594	0.0793353
2022-09-05	Australia	clade 22A	916.7263	1109.3644	769.06036	1035.1403	815.62915	978.24756	862.82947	0.07866748
2022-09-06	Australia	clade 22A	865.1433	1045.8815	724.7998	976.4246	768.62445	921.99585	814.1831	0.07799612
2022-09-07	Australia	clade 22A	815.79785	988.2519	681.5752	921.28534	724.8863	870.1365	768.0517	0.07734223
2022-09-08	Australia	clade 22A	769.86255	932.2359	642.9406	869.7407	683.9645	820.9437	724.65497	0.07668932
2022-09-09	Australia	clade 22A	726.5032	879.02203	606.97614	821.2696	645.3433	776.23267	683.88074	0.0760216
2022-09-10	Australia	clade 22A	685.59656	830.72156	572.57166	777.0979	609.00415	732.7139	645.1913	0.075371735
2022-09-11	Australia	clade 22A	647.85266	785.55054	540.2013	733.8209	575.2018	692.2546	609.0773	0.07471675
2022-09-12	Australia	clade 22A	611.9496	742.7274	510.21906	693.1745	543.11365	653.85034	575.73486	0.074060686
2022-09-13	Australia	clade 22A	578.4857	701.8032	482.214	655.41974	513.5604	617.87396	544.21844	0.07340869
2022-09-14	Australia	clade 22A	547.38434	664.0244	456.85715	619.5258	486.31964	584.50775	514.92706	0.07274565
2022-09-15	Australia	clade 22A	518.29443	628.3276	431.906	586.4208	460.8923	552.8748	486.96283	0.07214378
2022-09-16	Australia	clade 22A	491.3509	594.7355	409.07303	555.3456	436.9628	523.668	460.99338	0.071555525
2022-09-17	Australia	clade 22A	465.7141	562.9357	388.4202	526.72845	414.1599	496.3108	437.046	0.07089334
2022-09-18	Australia	clade 22A	442.0338	533.68677	368.9506	499.76877	392.69083	470.91772	414.80478	0.070262834
2022-09-19	Australia	clade 22A	419.5963	506.63528	350.7247	474.99713	372.74683	447.07953	393.83008	0.0696292
2022-09-20	Australia	clade 22A	399.02594	480.92142	333.1768	451.39752	354.3174	424.6447	374.24338	0.0689914
