date	location	variant	sequences
2021-12-08	Arizona	other	1
2021-12-10	Arizona	other	1
2021-12-13	Arizona	other	1
2021-12-14	Arizona	other	2
2021-12-17	Arizona	other	1
2021-12-19	Arizona	other	1
2021-12-23	Arizona	other	1
2021-12-27	Arizona	other	1
2021-12-28	Arizona	other	2
2022-01-03	Arizona	other	1
2022-01-25	Arizona	other	1
2022-02-28	Arizona	other	1
2022-03-29	Arizona	other	1
2022-04-04	Arizona	other	1
2022-04-13	Arizona	other	1
2022-04-25	Arizona	other	1
2022-05-14	Arizona	other	1
2022-05-16	Arizona	other	1
2022-05-21	Arizona	other	1
2022-06-06	Arizona	other	2
2021-12-01	Arizona	Delta	196
2021-12-02	Arizona	Delta	110
2021-12-03	Arizona	Delta	158
2021-12-04	Arizona	Delta	191
2021-12-05	Arizona	Delta	133
2021-12-06	Arizona	Delta	236
2021-12-07	Arizona	Delta	139
2021-12-08	Arizona	Delta	126
2021-12-09	Arizona	Delta	321
2021-12-10	Arizona	Delta	158
2021-12-11	Arizona	Delta	127
2021-12-12	Arizona	Delta	116
2021-12-13	Arizona	Delta	264
2021-12-14	Arizona	Delta	256
2021-12-15	Arizona	Delta	169
2021-12-16	Arizona	Delta	218
2021-12-17	Arizona	Delta	146
2021-12-18	Arizona	Delta	95
2021-12-19	Arizona	Delta	101
2021-12-20	Arizona	Delta	89
2021-12-21	Arizona	Delta	114
2021-12-22	Arizona	Delta	283
2021-12-23	Arizona	Delta	58
2021-12-24	Arizona	Delta	52
2021-12-25	Arizona	Delta	16
2021-12-26	Arizona	Delta	50
2021-12-27	Arizona	Delta	91
2021-12-28	Arizona	Delta	85
2021-12-29	Arizona	Delta	66
2021-12-30	Arizona	Delta	37
2021-12-31	Arizona	Delta	13
2022-01-01	Arizona	Delta	11
2022-01-02	Arizona	Delta	14
2022-01-03	Arizona	Delta	27
2022-01-04	Arizona	Delta	16
2022-01-05	Arizona	Delta	13
2022-01-06	Arizona	Delta	15
2022-01-07	Arizona	Delta	6
2022-01-08	Arizona	Delta	4
2022-01-10	Arizona	Delta	10
2022-01-11	Arizona	Delta	4
2022-01-12	Arizona	Delta	2
2022-01-13	Arizona	Delta	8
2022-01-14	Arizona	Delta	2
2022-01-15	Arizona	Delta	6
2022-01-16	Arizona	Delta	2
2022-01-17	Arizona	Delta	1
2022-01-18	Arizona	Delta	3
2022-01-20	Arizona	Delta	5
2022-01-21	Arizona	Delta	3
2022-01-24	Arizona	Delta	1
2022-01-25	Arizona	Delta	1
2022-01-27	Arizona	Delta	1
2022-01-29	Arizona	Delta	2
2022-02-02	Arizona	Delta	1
2022-02-04	Arizona	Delta	1
2022-02-06	Arizona	Delta	1
2022-05-07	Arizona	Delta	1
