date	location	variant	sequences
2021-11-15	California	other	11
2021-11-16	California	other	7
2021-11-17	California	other	8
2021-11-18	California	other	4
2021-11-19	California	other	3
2021-11-20	California	other	2
2021-11-21	California	other	2
2021-11-22	California	other	1
2021-11-23	California	other	1
2021-11-26	California	other	2
2021-11-27	California	other	1
2021-11-29	California	other	3
2021-11-30	California	other	1
2021-12-06	California	other	3
2021-12-10	California	other	1
2021-12-13	California	other	1
2021-12-14	California	other	6
2021-12-15	California	other	1
2021-12-16	California	other	1
2021-12-18	California	other	1
2021-12-20	California	other	1
2021-12-22	California	other	1
2021-12-26	California	other	1
2021-12-27	California	other	3
2021-12-28	California	other	2
2021-12-29	California	other	2
2021-12-30	California	other	2
2022-01-02	California	other	1
2022-01-03	California	other	1
2022-01-08	California	other	1
2022-01-10	California	other	1
2022-01-21	California	other	1
2022-01-27	California	other	1
2022-02-11	California	other	1
2022-02-15	California	other	1
2022-02-16	California	other	2
2022-02-17	California	other	1
2022-02-18	California	other	1
2022-02-19	California	other	1
2022-02-22	California	other	2
2022-02-23	California	other	1
2022-02-26	California	other	1
2022-02-27	California	other	3
2022-02-28	California	other	1
2022-03-01	California	other	2
2022-03-02	California	other	8
2022-03-03	California	other	1
2022-03-08	California	other	1
2022-03-09	California	other	2
2022-03-13	California	other	2
2022-03-14	California	other	2
2022-03-15	California	other	3
2022-03-16	California	other	1
2022-03-18	California	other	5
2022-03-19	California	other	1
2022-03-21	California	other	4
2022-03-23	California	other	1
2022-03-24	California	other	1
2022-03-28	California	other	1
2022-03-29	California	other	1
2022-04-02	California	other	1
2022-04-03	California	other	1
2022-04-11	California	other	1
2021-11-15	California	Delta	1854
2021-11-16	California	Delta	1589
2021-11-17	California	Delta	1419
2021-11-18	California	Delta	1346
2021-11-19	California	Delta	1356
2021-11-20	California	Delta	839
2021-11-21	California	Delta	492
2021-11-22	California	Delta	1588
2021-11-23	California	Delta	1603
2021-11-24	California	Delta	1377
2021-11-25	California	Delta	212
2021-11-26	California	Delta	747
2021-11-27	California	Delta	811
2021-11-28	California	Delta	494
2021-11-29	California	Delta	1678
2021-11-30	California	Delta	1892
2021-12-01	California	Delta	1995
2021-12-02	California	Delta	1602
2021-12-03	California	Delta	1569
2021-12-04	California	Delta	1059
2021-12-05	California	Delta	673
2021-12-06	California	Delta	2029
2021-12-07	California	Delta	1982
2021-12-08	California	Delta	1642
2021-12-09	California	Delta	1678
2021-12-10	California	Delta	1567
2021-12-11	California	Delta	983
2021-12-12	California	Delta	609
2021-12-13	California	Delta	1947
2021-12-14	California	Delta	1423
2021-12-15	California	Delta	1454
2021-12-16	California	Delta	1150
2021-12-17	California	Delta	1133
2021-12-18	California	Delta	847
2021-12-19	California	Delta	336
2021-12-20	California	Delta	1078
2021-12-21	California	Delta	1029
2021-12-22	California	Delta	923
2021-12-23	California	Delta	599
2021-12-24	California	Delta	164
2021-12-25	California	Delta	55
2021-12-26	California	Delta	240
2021-12-27	California	Delta	470
2021-12-28	California	Delta	223
2021-12-29	California	Delta	155
2021-12-30	California	Delta	114
2021-12-31	California	Delta	64
2022-01-01	California	Delta	35
2022-01-02	California	Delta	73
2022-01-03	California	Delta	104
2022-01-04	California	Delta	90
2022-01-05	California	Delta	64
2022-01-06	California	Delta	46
2022-01-07	California	Delta	55
2022-01-08	California	Delta	24
2022-01-09	California	Delta	20
2022-01-10	California	Delta	30
2022-01-11	California	Delta	25
2022-01-12	California	Delta	25
2022-01-13	California	Delta	16
2022-01-14	California	Delta	28
2022-01-15	California	Delta	14
2022-01-16	California	Delta	13
2022-01-17	California	Delta	26
2022-01-18	California	Delta	21
2022-01-19	California	Delta	2
2022-01-20	California	Delta	12
2022-01-21	California	Delta	6
2022-01-22	California	Delta	6
2022-01-23	California	Delta	7
2022-01-24	California	Delta	10
2022-01-25	California	Delta	6
2022-01-26	California	Delta	5
2022-01-27	California	Delta	3
2022-01-28	California	Delta	4
2022-01-29	California	Delta	4
2022-01-30	California	Delta	3
2022-01-31	California	Delta	42
2022-02-01	California	Delta	43
2022-02-02	California	Delta	24
2022-02-03	California	Delta	3
2022-02-04	California	Delta	10
2022-02-05	California	Delta	4
2022-02-06	California	Delta	4
2022-02-07	California	Delta	4
2022-02-08	California	Delta	2
2022-02-14	California	Delta	2
2022-02-15	California	Delta	3
2022-02-18	California	Delta	1
2022-02-22	California	Delta	2
2022-02-23	California	Delta	1
2022-02-24	California	Delta	2
2022-03-01	California	Delta	1
2022-03-04	California	Delta	1
2022-03-10	California	Delta	1
2022-03-12	California	Delta	1
2022-03-14	California	Delta	2
2022-03-24	California	Delta	1
2021-11-26	California	Omicron 21K	2
2021-11-27	California	Omicron 21K	1
2021-11-28	California	Omicron 21K	2
2021-11-29	California	Omicron 21K	2
2021-11-30	California	Omicron 21K	8
2021-12-01	California	Omicron 21K	5
2021-12-02	California	Omicron 21K	9
2021-12-03	California	Omicron 21K	6
2021-12-04	California	Omicron 21K	4
2021-12-05	California	Omicron 21K	2
2021-12-06	California	Omicron 21K	19
2021-12-07	California	Omicron 21K	34
2021-12-08	California	Omicron 21K	45
2021-12-09	California	Omicron 21K	33
2021-12-10	California	Omicron 21K	31
2021-12-11	California	Omicron 21K	26
2021-12-12	California	Omicron 21K	53
2021-12-13	California	Omicron 21K	265
2021-12-14	California	Omicron 21K	408
2021-12-15	California	Omicron 21K	849
2021-12-16	California	Omicron 21K	1078
2021-12-17	California	Omicron 21K	1051
2021-12-18	California	Omicron 21K	1122
2021-12-19	California	Omicron 21K	575
2021-12-20	California	Omicron 21K	2292
2021-12-21	California	Omicron 21K	3688
2021-12-22	California	Omicron 21K	5024
2021-12-23	California	Omicron 21K	4076
2021-12-24	California	Omicron 21K	1047
2021-12-25	California	Omicron 21K	390
2021-12-26	California	Omicron 21K	1744
2021-12-27	California	Omicron 21K	4607
2021-12-28	California	Omicron 21K	2345
2021-12-29	California	Omicron 21K	1810
2021-12-30	California	Omicron 21K	1799
2021-12-31	California	Omicron 21K	1025
2022-01-01	California	Omicron 21K	521
2022-01-02	California	Omicron 21K	1960
2022-01-03	California	Omicron 21K	3851
2022-01-04	California	Omicron 21K	3461
2022-01-05	California	Omicron 21K	1872
2022-01-06	California	Omicron 21K	1683
2022-01-07	California	Omicron 21K	1764
2022-01-08	California	Omicron 21K	1163
2022-01-09	California	Omicron 21K	774
2022-01-10	California	Omicron 21K	1500
2022-01-11	California	Omicron 21K	1367
2022-01-12	California	Omicron 21K	1190
2022-01-13	California	Omicron 21K	1406
2022-01-14	California	Omicron 21K	1452
2022-01-15	California	Omicron 21K	1456
2022-01-16	California	Omicron 21K	1685
2022-01-17	California	Omicron 21K	2835
2022-01-18	California	Omicron 21K	2296
2022-01-19	California	Omicron 21K	1432
2022-01-20	California	Omicron 21K	1230
2022-01-21	California	Omicron 21K	1326
2022-01-22	California	Omicron 21K	1572
2022-01-23	California	Omicron 21K	971
2022-01-24	California	Omicron 21K	2145
2022-01-25	California	Omicron 21K	1940
2022-01-26	California	Omicron 21K	1114
2022-01-27	California	Omicron 21K	1019
2022-01-28	California	Omicron 21K	907
2022-01-29	California	Omicron 21K	2251
2022-01-30	California	Omicron 21K	1746
2022-01-31	California	Omicron 21K	3059
2022-02-01	California	Omicron 21K	3214
2022-02-02	California	Omicron 21K	1943
2022-02-03	California	Omicron 21K	896
2022-02-04	California	Omicron 21K	1848
2022-02-05	California	Omicron 21K	925
2022-02-06	California	Omicron 21K	1346
2022-02-07	California	Omicron 21K	2892
2022-02-08	California	Omicron 21K	3051
2022-02-09	California	Omicron 21K	2368
2022-02-10	California	Omicron 21K	1997
2022-02-11	California	Omicron 21K	1975
2022-02-12	California	Omicron 21K	1450
2022-02-13	California	Omicron 21K	816
2022-02-14	California	Omicron 21K	1681
2022-02-15	California	Omicron 21K	1852
2022-02-16	California	Omicron 21K	2314
2022-02-17	California	Omicron 21K	1182
2022-02-18	California	Omicron 21K	1186
2022-02-19	California	Omicron 21K	964
2022-02-20	California	Omicron 21K	509
2022-02-21	California	Omicron 21K	686
2022-02-22	California	Omicron 21K	2306
2022-02-23	California	Omicron 21K	756
2022-02-24	California	Omicron 21K	611
2022-02-25	California	Omicron 21K	716
2022-02-26	California	Omicron 21K	469
2022-02-27	California	Omicron 21K	289
2022-02-28	California	Omicron 21K	572
2022-03-01	California	Omicron 21K	1087
2022-03-02	California	Omicron 21K	427
2022-03-03	California	Omicron 21K	337
2022-03-04	California	Omicron 21K	358
2022-03-05	California	Omicron 21K	216
2022-03-06	California	Omicron 21K	156
2022-03-07	California	Omicron 21K	330
2022-03-08	California	Omicron 21K	385
2022-03-09	California	Omicron 21K	311
2022-03-10	California	Omicron 21K	222
2022-03-11	California	Omicron 21K	225
2022-03-12	California	Omicron 21K	125
2022-03-13	California	Omicron 21K	149
2022-03-14	California	Omicron 21K	205
2022-03-15	California	Omicron 21K	138
2022-03-16	California	Omicron 21K	147
2022-03-17	California	Omicron 21K	125
2022-03-18	California	Omicron 21K	165
2022-03-19	California	Omicron 21K	133
2022-03-20	California	Omicron 21K	90
2022-03-21	California	Omicron 21K	150
2022-03-22	California	Omicron 21K	103
2022-03-23	California	Omicron 21K	108
2022-03-24	California	Omicron 21K	72
2022-03-25	California	Omicron 21K	56
2022-03-26	California	Omicron 21K	52
2022-03-27	California	Omicron 21K	58
2022-03-28	California	Omicron 21K	76
2022-03-29	California	Omicron 21K	53
2022-03-30	California	Omicron 21K	41
2022-03-31	California	Omicron 21K	29
2022-04-01	California	Omicron 21K	42
2022-04-02	California	Omicron 21K	30
2022-04-03	California	Omicron 21K	31
2022-04-04	California	Omicron 21K	39
2022-04-05	California	Omicron 21K	35
2022-04-06	California	Omicron 21K	16
2022-04-07	California	Omicron 21K	14
2022-04-08	California	Omicron 21K	4
2022-04-09	California	Omicron 21K	4
2022-04-10	California	Omicron 21K	3
2022-04-11	California	Omicron 21K	1
2022-04-12	California	Omicron 21K	3
2021-12-24	California	Omicron 21L	1
2021-12-26	California	Omicron 21L	1
2021-12-27	California	Omicron 21L	1
2021-12-28	California	Omicron 21L	1
2021-12-31	California	Omicron 21L	2
2022-01-01	California	Omicron 21L	2
2022-01-02	California	Omicron 21L	3
2022-01-03	California	Omicron 21L	4
2022-01-04	California	Omicron 21L	4
2022-01-05	California	Omicron 21L	6
2022-01-06	California	Omicron 21L	4
2022-01-07	California	Omicron 21L	6
2022-01-08	California	Omicron 21L	5
2022-01-09	California	Omicron 21L	7
2022-01-10	California	Omicron 21L	5
2022-01-11	California	Omicron 21L	2
2022-01-12	California	Omicron 21L	4
2022-01-13	California	Omicron 21L	4
2022-01-14	California	Omicron 21L	11
2022-01-15	California	Omicron 21L	9
2022-01-16	California	Omicron 21L	11
2022-01-17	California	Omicron 21L	20
2022-01-18	California	Omicron 21L	10
2022-01-19	California	Omicron 21L	10
2022-01-20	California	Omicron 21L	5
2022-01-21	California	Omicron 21L	13
2022-01-22	California	Omicron 21L	12
2022-01-23	California	Omicron 21L	6
2022-01-24	California	Omicron 21L	16
2022-01-25	California	Omicron 21L	9
2022-01-26	California	Omicron 21L	19
2022-01-27	California	Omicron 21L	15
2022-01-28	California	Omicron 21L	10
2022-01-29	California	Omicron 21L	26
2022-01-30	California	Omicron 21L	24
2022-01-31	California	Omicron 21L	40
2022-02-01	California	Omicron 21L	27
2022-02-02	California	Omicron 21L	21
2022-02-03	California	Omicron 21L	13
2022-02-04	California	Omicron 21L	29
2022-02-05	California	Omicron 21L	19
2022-02-06	California	Omicron 21L	27
2022-02-07	California	Omicron 21L	73
2022-02-08	California	Omicron 21L	76
2022-02-09	California	Omicron 21L	68
2022-02-10	California	Omicron 21L	55
2022-02-11	California	Omicron 21L	65
2022-02-12	California	Omicron 21L	38
2022-02-13	California	Omicron 21L	46
2022-02-14	California	Omicron 21L	91
2022-02-15	California	Omicron 21L	92
2022-02-16	California	Omicron 21L	91
2022-02-17	California	Omicron 21L	68
2022-02-18	California	Omicron 21L	60
2022-02-19	California	Omicron 21L	62
2022-02-20	California	Omicron 21L	41
2022-02-21	California	Omicron 21L	44
2022-02-22	California	Omicron 21L	174
2022-02-23	California	Omicron 21L	102
2022-02-24	California	Omicron 21L	89
2022-02-25	California	Omicron 21L	61
2022-02-26	California	Omicron 21L	51
2022-02-27	California	Omicron 21L	38
2022-02-28	California	Omicron 21L	77
2022-03-01	California	Omicron 21L	107
2022-03-02	California	Omicron 21L	88
2022-03-03	California	Omicron 21L	83
2022-03-04	California	Omicron 21L	104
2022-03-05	California	Omicron 21L	65
2022-03-06	California	Omicron 21L	42
2022-03-07	California	Omicron 21L	107
2022-03-08	California	Omicron 21L	136
2022-03-09	California	Omicron 21L	133
2022-03-10	California	Omicron 21L	93
2022-03-11	California	Omicron 21L	111
2022-03-12	California	Omicron 21L	82
2022-03-13	California	Omicron 21L	88
2022-03-14	California	Omicron 21L	131
2022-03-15	California	Omicron 21L	91
2022-03-16	California	Omicron 21L	87
2022-03-17	California	Omicron 21L	141
2022-03-18	California	Omicron 21L	154
2022-03-19	California	Omicron 21L	138
2022-03-20	California	Omicron 21L	101
2022-03-21	California	Omicron 21L	223
2022-03-22	California	Omicron 21L	270
2022-03-23	California	Omicron 21L	182
2022-03-24	California	Omicron 21L	188
2022-03-25	California	Omicron 21L	166
2022-03-26	California	Omicron 21L	186
2022-03-27	California	Omicron 21L	185
2022-03-28	California	Omicron 21L	261
2022-03-29	California	Omicron 21L	198
2022-03-30	California	Omicron 21L	170
2022-03-31	California	Omicron 21L	130
2022-04-01	California	Omicron 21L	206
2022-04-02	California	Omicron 21L	165
2022-04-03	California	Omicron 21L	148
2022-04-04	California	Omicron 21L	215
2022-04-05	California	Omicron 21L	154
2022-04-06	California	Omicron 21L	124
2022-04-07	California	Omicron 21L	147
2022-04-08	California	Omicron 21L	87
2022-04-09	California	Omicron 21L	32
2022-04-10	California	Omicron 21L	28
2022-04-11	California	Omicron 21L	54
2022-04-12	California	Omicron 21L	66
2022-04-13	California	Omicron 21L	1
2021-11-15	Colorado	other	4
2021-11-16	Colorado	other	5
2021-11-17	Colorado	other	2
2021-11-18	Colorado	other	4
2021-11-19	Colorado	other	1
2021-11-20	Colorado	other	1
2021-11-22	Colorado	other	1
2021-11-23	Colorado	other	1
2021-12-01	Colorado	other	1
2021-12-17	Colorado	other	1
2021-12-18	Colorado	other	1
2021-12-23	Colorado	other	1
2022-01-02	Colorado	other	1
2022-01-06	Colorado	other	1
2022-01-19	Colorado	other	3
