date	location	cases
2021-01-01	USA	177569
2021-01-02	USA	272448
2021-01-03	USA	203165
2021-01-04	USA	186939
2021-01-05	USA	232076
2021-01-06	USA	259875
2021-01-07	USA	285014
2021-01-08	USA	302980
2021-01-09	USA	263345
2021-01-10	USA	209919
2021-01-11	USA	204673
2021-01-12	USA	222265
2021-01-13	USA	228717
2021-01-14	USA	234949
2021-01-15	USA	244383
2021-01-16	USA	216911
2021-01-17	USA	176135
2021-01-18	USA	141271
2021-01-19	USA	156991
2021-01-20	USA	187678
2021-01-21	USA	192068
2021-01-22	USA	191450
2021-01-23	USA	177244
2021-01-24	USA	139782
2021-01-25	USA	130029
2021-01-26	USA	151276
2021-01-27	USA	155204
2021-01-28	USA	166710
2021-01-29	USA	163312
2021-01-30	USA	150368
2021-01-31	USA	112553
2021-02-01	USA	125895
2021-02-02	USA	117471
2021-02-03	USA	124432
2021-02-04	USA	124653
2021-02-05	USA	130426
2021-02-06	USA	116241
2021-02-07	USA	89165
2021-02-08	USA	83203
2021-02-09	USA	95702
2021-02-10	USA	95704
2021-02-11	USA	106168
2021-02-12	USA	99571
2021-02-13	USA	90328
2021-02-14	USA	68190
2021-02-15	USA	56166
2021-02-16	USA	59823
2021-02-17	USA	68991
2021-02-18	USA	72248
2021-02-19	USA	74872
2021-02-20	USA	73537
2021-02-21	USA	55247
2021-02-22	USA	56073
2021-02-23	USA	73821
2021-02-24	USA	75015
2021-02-25	USA	77077
2021-02-26	USA	74942
2021-02-27	USA	70808
2021-02-28	USA	51653
2021-03-01	USA	50155
2021-03-02	USA	58667
2021-03-03	USA	67082
2021-03-04	USA	68480
2021-03-05	USA	67203
2021-03-06	USA	60747
2021-03-07	USA	41540
2021-03-08	USA	44799
2021-03-09	USA	55825
2021-03-10	USA	57718
2021-03-11	USA	61760
2021-03-12	USA	62283
2021-03-13	USA	56266
2021-03-14	USA	38563
2021-03-15	USA	51564
2021-03-16	USA	55075
2021-03-17	USA	59882
2021-03-18	USA	62206
2021-03-19	USA	60912
2021-03-20	USA	58250
2021-03-21	USA	35407
2021-03-22	USA	48435
2021-03-23	USA	52761
2021-03-24	USA	87835
2021-03-25	USA	67388
2021-03-26	USA	76139
2021-03-27	USA	63784
2021-03-28	USA	46372
2021-03-29	USA	66673
2021-03-30	USA	62223
2021-03-31	USA	69410
2021-04-01	USA	76850
2021-04-02	USA	73882
2021-04-03	USA	64496
2021-04-04	USA	37867
2021-04-05	USA	68251
2021-04-06	USA	63389
2021-04-07	USA	75757
2021-04-08	USA	79843
2021-04-09	USA	84418
2021-04-10	USA	70345
2021-04-11	USA	47325
2021-04-12	USA	63229
2021-04-13	USA	80691
2021-04-14	USA	74982
2021-04-15	USA	74219
2021-04-16	USA	82769
2021-04-17	USA	55355
2021-04-18	USA	43820
2021-04-19	USA	59870
2021-04-20	USA	62305
2021-04-21	USA	64711
2021-04-22	USA	66184
2021-04-23	USA	62673
2021-04-24	USA	54287
2021-04-25	USA	34401
2021-04-26	USA	43309
2021-04-27	USA	52021
2021-04-28	USA	55867
2021-04-29	USA	57682
2021-04-30	USA	57736
2021-05-01	USA	48159
2021-05-02	USA	30594
2021-05-03	USA	45399
2021-05-04	USA	42718
2021-05-05	USA	45816
2021-05-06	USA	45930
2021-05-07	USA	48178
2021-05-08	USA	34955
2021-05-09	USA	22735
2021-05-10	USA	32812
2021-05-11	USA	35275
2021-05-12	USA	35975
2021-05-13	USA	37873
2021-05-14	USA	41601
2021-05-15	USA	30467
2021-05-16	USA	17632
2021-05-17	USA	25530
2021-05-18	USA	29008
2021-05-19	USA	29070
2021-05-20	USA	29993
2021-05-21	USA	28677
2021-05-22	USA	20905
2021-05-23	USA	13785
2021-05-24	USA	22170
2021-05-25	USA	23797
2021-05-26	USA	24372
2021-05-27	USA	26535
2021-05-28	USA	21924
2021-05-29	USA	12978
2021-05-30	USA	7204
2021-05-31	USA	6349
2021-06-01	USA	21089
2021-06-02	USA	16586
2021-06-03	USA	17980
2021-06-04	USA	17537
2021-06-05	USA	15156
2021-06-06	USA	5896
2021-06-07	USA	14189
2021-06-08	USA	12794
2021-06-09	USA	18207
2021-06-10	USA	14515
2021-06-11	USA	24516
2021-06-12	USA	8821
2021-06-13	USA	5026
2021-06-14	USA	11904
2021-06-15	USA	10646
2021-06-16	USA	11753
2021-06-17	USA	11519
2021-06-18	USA	20984
2021-06-19	USA	8885
2021-06-20	USA	4925
2021-06-21	USA	10732
2021-06-22	USA	10768
2021-06-23	USA	12498
2021-06-24	USA	14193
2021-06-25	USA	24522
2021-06-26	USA	9059
2021-06-27	USA	4659
2021-06-28	USA	13770
2021-06-29	USA	7526
2021-06-30	USA	15285
2021-07-01	USA	14921
2021-07-02	USA	29618
2021-07-03	USA	5270
2021-07-04	USA	4265
2021-07-05	USA	9161
2021-07-06	USA	22573
2021-07-07	USA	20148
2021-07-08	USA	20878
2021-07-09	USA	46989
2021-07-10	USA	10017
2021-07-11	USA	11762
2021-07-12	USA	29661
2021-07-13	USA	26475
2021-07-14	USA	31148
2021-07-15	USA	31942
2021-07-16	USA	78032
2021-07-17	USA	14066
2021-07-18	USA	20370
2021-07-19	USA	49227
2021-07-20	USA	39888
2021-07-21	USA	47871
2021-07-22	USA	56436
2021-07-23	USA	120805
2021-07-24	USA	29349
2021-07-25	USA	28625
2021-07-26	USA	78555
2021-07-27	USA	65071
2021-07-28	USA	73582
2021-07-29	USA	72362
2021-07-30	USA	191181
2021-07-31	USA	44671
2021-08-01	USA	45377
2021-08-02	USA	107521
2021-08-03	USA	97969
2021-08-04	USA	102507
2021-08-05	USA	109590
2021-08-06	USA	251911
2021-08-07	USA	63881
2021-08-08	USA	35686
2021-08-09	USA	158431
2021-08-10	USA	118192
2021-08-11	USA	154580
2021-08-12	USA	143811
2021-08-13	USA	226845
2021-08-14	USA	74175
2021-08-15	USA	47862
2021-08-16	USA	193358
2021-08-17	USA	151112
2021-08-18	USA	167351
2021-08-19	USA	155278
2021-08-20	USA	239134
2021-08-21	USA	93503
2021-08-22	USA	45358
2021-08-23	USA	206185
2021-08-24	USA	155193
2021-08-25	USA	179208
2021-08-26	USA	183762
2021-08-27	USA	238358
2021-08-28	USA	80135
2021-08-29	USA	53175
2021-08-30	USA	227930
2021-08-31	USA	179969
2021-09-01	USA	190608
2021-09-02	USA	179069
2021-09-03	USA	235251
2021-09-04	USA	87299
2021-09-05	USA	64681
2021-09-06	USA	89989
2021-09-07	USA	210045
2021-09-08	USA	177769
2021-09-09	USA	166658
2021-09-10	USA	241831
2021-09-11	USA	90449
2021-09-12	USA	49570
2021-09-13	USA	207727
2021-09-14	USA	145538
2021-09-15	USA	173418
2021-09-16	USA	158606
2021-09-17	USA	210710
2021-09-18	USA	76253
2021-09-19	USA	46003
2021-09-20	USA	169417
2021-09-21	USA	121820
2021-09-22	USA	131731
2021-09-23	USA	129034
2021-09-24	USA	174645
2021-09-25	USA	61850
2021-09-26	USA	55627
2021-09-27	USA	153935
2021-09-28	USA	113142
2021-09-29	USA	122000
2021-09-30	USA	110089
2021-10-01	USA	154909
2021-10-02	USA	49754
2021-10-03	USA	46228
2021-10-04	USA	140597
2021-10-05	USA	95480
2021-10-06	USA	112854
2021-10-07	USA	101033
2021-10-08	USA	130630
2021-10-09	USA	40315
2021-10-10	USA	40993
2021-10-11	USA	92866
2021-10-12	USA	110944
2021-10-13	USA	108412
2021-10-14	USA	86124
2021-10-15	USA	108847
2021-10-16	USA	41349
2021-10-17	USA	33172
2021-10-18	USA	96653
2021-10-19	USA	82599
2021-10-20	USA	92318
2021-10-21	USA	77271
2021-10-22	USA	95968
2021-10-23	USA	34276
2021-10-24	USA	20952
2021-10-25	USA	109488
2021-10-26	USA	67621
2021-10-27	USA	102529
2021-10-28	USA	74525
2021-10-29	USA	94836
2021-10-30	USA	36256
2021-10-31	USA	34006
2021-11-01	USA	109854
2021-11-02	USA	70028
2021-11-03	USA	86766
2021-11-04	USA	81241
2021-11-05	USA	97133
2021-11-06	USA	37260
2021-11-07	USA	38970
2021-11-08	USA	107330
2021-11-09	USA	79908
2021-11-10	USA	95244
2021-11-11	USA	57538
2021-11-12	USA	144130
2021-11-13	USA	46168
2021-11-14	USA	33871
2021-11-15	USA	131063
2021-11-16	USA	87985
2021-11-17	USA	112530
2021-11-18	USA	108537
2021-11-19	USA	126267
2021-11-20	USA	47186
2021-11-21	USA	41495
2021-11-22	USA	140975
2021-11-23	USA	91638
2021-11-24	USA	111352
2021-11-25	USA	37368
2021-11-26	USA	54684
2021-11-27	USA	28395
2021-11-28	USA	45080
2021-11-29	USA	185173
2021-11-30	USA	117450
2021-12-01	USA	136940
2021-12-02	USA	138195
2021-12-03	USA	157939
2021-12-04	USA	67917
2021-12-05	USA	56457
2021-12-06	USA	175072
2021-12-07	USA	112319
2021-12-08	USA	149411
2021-12-09	USA	123775
2021-12-10	USA	157502
2021-12-11	USA	57623
2021-12-12	USA	53378
2021-12-13	USA	183381
2021-12-14	USA	113219
2021-12-15	USA	145714
2021-12-16	USA	142013
2021-12-17	USA	192610
2021-12-18	USA	81546
2021-12-19	USA	90904
2021-12-20	USA	241236
2021-12-21	USA	182146
2021-12-22	USA	247989
2021-12-23	USA	274144
2021-12-24	USA	248212
2021-12-25	USA	88287
2021-12-26	USA	183920
2021-12-27	USA	506059
2021-12-28	USA	372102
2021-12-29	USA	511445
2021-12-30	USA	597478
2021-12-31	USA	511933
2022-01-01	USA	192134
2022-01-02	USA	296326
2022-01-03	USA	1043277
2022-01-04	USA	828136
2022-01-05	USA	676229
2022-01-06	USA	843547
2022-01-07	USA	879581
2022-01-08	USA	407772
2022-01-09	USA	493330
2022-01-10	USA	1355242
2022-01-11	USA	785251
2022-01-12	USA	854469
2022-01-13	USA	864155
2022-01-14	USA	879728
2022-01-15	USA	416110
2022-01-16	USA	486103
2022-01-17	USA	659368
2022-01-18	USA	1132762
2022-01-19	USA	910898
2022-01-20	USA	729233
2022-01-21	USA	827063
2022-01-22	USA	308102
2022-01-23	USA	370065
2022-01-24	USA	910563
2022-01-25	USA	492386
2022-01-26	USA	677569
2022-01-27	USA	502944
2022-01-28	USA	613111
2022-01-29	USA	181630
2022-01-30	USA	200482
2022-01-31	USA	536569
2022-02-01	USA	326288
2022-02-02	USA	327741
2022-02-03	USA	273284
2022-02-04	USA	355056
2022-02-05	USA	87934
2022-02-06	USA	84760
2022-02-07	USA	343401
2022-02-08	USA	213768
2022-02-09	USA	187471
2022-02-10	USA	170359
2022-02-11	USA	208465
2022-02-12	USA	52638
2022-02-13	USA	59070
2022-02-14	USA	167603
2022-02-15	USA	110489
2022-02-16	USA	113927
2022-02-17	USA	100706
2022-02-18	USA	143993
2022-02-19	USA	31977
2022-02-20	USA	23506
2022-02-21	USA	79884
2022-02-22	USA	89181
2022-02-23	USA	84133
2022-02-24	USA	66469
2022-02-25	USA	73691
2022-02-26	USA	47719
2022-02-27	USA	18515
2022-02-28	USA	96901
2022-03-01	USA	46407
2022-03-02	USA	53078
2022-03-03	USA	48456
2022-03-04	USA	50702
2022-03-05	USA	15206
2022-03-06	USA	12604
2022-03-07	USA	61536
2022-03-08	USA	29460
2022-03-09	USA	37033
2022-03-10	USA	45770
2022-03-11	USA	48855
2022-03-12	USA	10468
2022-03-13	USA	11279
2022-03-14	USA	34534
2022-03-15	USA	23505
2022-03-16	USA	51254
2022-03-17	USA	52026
2022-03-18	USA	31721
2022-03-19	USA	11102
2022-03-20	USA	11653
2022-03-21	USA	41471
2022-03-22	USA	21227
2022-03-23	USA	39931
2022-03-24	USA	42101
2022-03-25	USA	44441
2022-03-26	USA	9686
2022-03-27	USA	12020
2022-03-28	USA	37708
2022-03-29	USA	23242
2022-03-30	USA	38136
2022-03-31	USA	44494
2022-04-01	USA	31157
2022-04-02	USA	12027
2022-04-03	USA	4988
2022-04-04	USA	38125
2022-04-05	USA	24972
2022-04-06	USA	39924
2022-04-07	USA	49680
2022-04-08	USA	73190
2022-04-09	USA	13055
2022-04-10	USA	9814
2022-04-11	USA	38126
2022-04-12	USA	35225
2022-04-13	USA	56076
2022-04-14	USA	47858
2022-04-15	USA	34194
2022-04-16	USA	12805
2022-04-17	USA	7922
2022-04-18	USA	59575
2022-04-19	USA	38493
2022-04-20	USA	67805
2022-04-21	USA	60470
2022-04-22	USA	88823
2022-04-23	USA	20277
2022-04-24	USA	13971
2022-04-25	USA	68273
2022-04-26	USA	45156
2022-04-27	USA	89826
2022-04-28	USA	77125
2022-04-29	USA	61252
2022-04-30	USA	24645
2022-05-01	USA	17354
2022-05-02	USA	93902
2022-05-03	USA	49928
2022-05-04	USA	112358
2022-05-05	USA	88332
2022-05-06	USA	129062
2022-05-07	USA	28686
2022-05-08	USA	6598
2022-05-09	USA	129217
2022-05-10	USA	70723
2022-05-11	USA	161042
2022-05-12	USA	105471
2022-05-13	USA	87266
2022-05-14	USA	18120
2022-05-15	USA	33121
2022-05-16	USA	176965
2022-05-17	USA	85473
2022-05-18	USA	203882
2022-05-19	USA	135473
2022-05-20	USA	148786
2022-05-21	USA	28102
2022-05-22	USA	13363
2022-05-23	USA	149048
2022-05-24	USA	83868
2022-05-25	USA	210762
2022-05-26	USA	135317
2022-05-27	USA	108003
2022-05-28	USA	14199
2022-05-29	USA	7058
2022-05-30	USA	62458
2022-05-31	USA	167336
2022-06-01	USA	228958
2022-06-02	USA	122128
2022-06-03	USA	156993
2022-06-04	USA	28055
2022-06-05	USA	16283
2022-06-06	USA	159746
2022-06-07	USA	86882
2022-06-08	USA	198918
2022-06-09	USA	131628
2022-06-10	USA	106212
2022-06-11	USA	35234
2022-06-12	USA	17762
2022-06-13	USA	151756
2022-06-14	USA	90195
2022-06-15	USA	185164
2022-06-16	USA	129737
2022-06-17	USA	138843
2022-06-18	USA	17690
2022-06-19	USA	18063
2022-06-20	USA	96013
2022-06-21	USA	111378
2022-06-22	USA	185666
2022-06-23	USA	138398
2022-06-24	USA	117165
2022-06-25	USA	40907
2022-06-26	USA	22283
2022-06-27	USA	160239
2022-06-28	USA	97893
2022-06-29	USA	190271
2022-06-30	USA	167431
2022-07-01	USA	156853
2022-07-02	USA	20344
2022-07-03	USA	8444
2022-07-04	USA	76282
2022-07-05	USA	141904
2022-07-06	USA	200734
2022-07-07	USA	138836
2022-07-08	USA	137729
2022-07-09	USA	28988
2022-07-10	USA	24533
2022-07-11	USA	201287
2022-07-12	USA	148237
2022-07-13	USA	204673
2022-07-14	USA	175159
2022-07-15	USA	153180
2022-07-16	USA	39197
2022-07-17	USA	29606
2022-07-18	USA	165274
2022-07-19	USA	117278
2022-07-20	USA	216749
2022-07-21	USA	175450
2022-07-22	USA	131392
2022-07-23	USA	26330
2022-07-24	USA	23248
2022-07-25	USA	189956
2022-07-26	USA	132209
2022-07-27	USA	240129
2022-07-28	USA	177048
2022-07-29	USA	159243
2022-07-30	USA	16016
2022-07-31	USA	12998
2022-08-01	USA	170167
2022-08-02	USA	90974
2022-08-03	USA	200710
