date	location	variant	median_r_forecast	r_forecast_upper_95	r_forecast_lower_95	r_forecast_upper_80	r_forecast_lower_80	r_forecast_upper_50	r_forecast_lower_50	median_freq
2022-04-26	Gauteng	Delta	nan	nan	nan	nan	nan	nan	nan	1.785458e-14
2022-04-27	Gauteng	Delta	-0.3037939	0.065546386	-0.6536459	-0.055192567	-0.5284176	-0.17704344	-0.42888188	1.141665e-14
2022-04-28	Gauteng	Delta	-0.3036747	0.050425924	-0.6552561	-0.06059273	-0.52798957	-0.1780324	-0.42814302	7.233882e-15
2022-04-29	Gauteng	Delta	-0.30672455	0.042239483	-0.63573736	-0.07091986	-0.52223647	-0.18243265	-0.42420435	4.506455e-15
2022-04-30	Gauteng	Delta	-0.30699348	0.042794056	-0.62707675	-0.070807025	-0.5167618	-0.18323708	-0.42174053	2.7708682e-15
2022-05-01	Gauteng	Delta	-0.30655766	0.046595752	-0.62628716	-0.06792086	-0.51799506	-0.18130386	-0.42269373	1.6882133e-15
2022-05-02	Gauteng	Delta	-0.30438805	0.05067224	-0.63182294	-0.06288858	-0.5230778	-0.17902851	-0.42494392	1.0944407e-15
2022-04-26	Gauteng	Omicron BA.1	nan	nan	nan	nan	nan	nan	nan	0.00324733
2022-04-27	Gauteng	Omicron BA.1	-0.017074466	0.12267884	-0.15318373	0.0753684	-0.106671065	0.03197342	-0.063287996	0.0026332801
2022-04-28	Gauteng	Omicron BA.1	-0.016691089	0.12079353	-0.1520342	0.073852114	-0.105557896	0.031711817	-0.062499523	0.002135732
2022-04-29	Gauteng	Omicron BA.1	-0.016020596	0.1155573	-0.14586005	0.07146694	-0.101624034	0.030325532	-0.06070727	0.001726574
2022-04-30	Gauteng	Omicron BA.1	-0.016271114	0.11802449	-0.14646207	0.07268141	-0.10207147	0.030745149	-0.060977638	0.0014104999
2022-05-01	Gauteng	Omicron BA.1	-0.01665175	0.120025866	-0.14939293	0.073503025	-0.103629515	0.030747652	-0.06181644	0.0011429453
2022-05-02	Gauteng	Omicron BA.1	-0.016599238	0.11890195	-0.14955385	0.07315645	-0.103550255	0.030592084	-0.061636806	0.00093331194
