date	location	variant	median_R_forecast	R_forecast_upper_95	R_forecast_lower_95	R_forecast_upper_80	R_forecast_lower_80	R_forecast_upper_50	R_forecast_lower_50	median_freq
2022-04-18	Gauteng	Delta	0.1417686	1.5174468	0.014965073	0.624131	0.032878116	0.30857342	0.06500022	3.1623253e-14
2022-04-19	Gauteng	Delta	0.1417686	1.5174468	0.014965073	0.624131	0.032878116	0.30857342	0.06500022	2.0771735e-14
2022-04-20	Gauteng	Delta	0.1417686	1.5174468	0.014965073	0.624131	0.032878116	0.30857342	0.06500022	1.40332455e-14
2022-04-21	Gauteng	Delta	0.1417686	1.5174468	0.014965073	0.624131	0.032878116	0.30857342	0.06500022	8.9673294e-15
2022-04-22	Gauteng	Delta	0.1417686	1.5174468	0.014965073	0.624131	0.032878116	0.30857342	0.06500022	5.767886e-15
2022-04-23	Gauteng	Delta	0.1417686	1.5174468	0.014965073	0.624131	0.032878116	0.30857342	0.06500022	3.8946634e-15
2022-04-24	Gauteng	Delta	0.1417686	1.5174468	0.014965073	0.624131	0.032878116	0.30857342	0.06500022	2.630787e-15
2022-04-18	Gauteng	Omicron BA.1	1.0526723	1.838627	0.6032271	1.5281937	0.7257924	1.2812821	0.8661163	0.01996965
2022-04-19	Gauteng	Omicron BA.1	1.0526723	1.838627	0.6032271	1.5281937	0.7257924	1.2812821	0.8661163	0.018895172
2022-04-20	Gauteng	Omicron BA.1	1.0526723	1.838627	0.6032271	1.5281937	0.7257924	1.2812821	0.8661163	0.018041454
2022-04-21	Gauteng	Omicron BA.1	1.0526723	1.838627	0.6032271	1.5281937	0.7257924	1.2812821	0.8661163	0.01725392
2022-04-22	Gauteng	Omicron BA.1	1.0526723	1.838627	0.6032271	1.5281937	0.7257924	1.2812821	0.8661163	0.016402755
2022-04-23	Gauteng	Omicron BA.1	1.0526723	1.838627	0.6032271	1.5281937	0.7257924	1.2812821	0.8661163	0.015643995
2022-04-24	Gauteng	Omicron BA.1	1.0526723	1.838627	0.6032271	1.5281937	0.7257924	1.2812821	0.8661163	0.014834279
2022-04-18	Gauteng	Omicron BA.2	0.81677365	1.5673201	0.42735913	1.2547349	0.5292285	1.0224206	0.6470132	0.06513758
2022-04-19	Gauteng	Omicron BA.2	0.81677365	1.5673201	0.42735913	1.2547349	0.5292285	1.0224206	0.6470132	0.058415003
2022-04-20	Gauteng	Omicron BA.2	0.81677365	1.5673201	0.42735913	1.2547349	0.5292285	1.0224206	0.6470132	0.052175052
2022-04-21	Gauteng	Omicron BA.2	0.81677365	1.5673201	0.42735913	1.2547349	0.5292285	1.0224206	0.6470132	0.04682044
2022-04-22	Gauteng	Omicron BA.2	0.81677365	1.5673201	0.42735913	1.2547349	0.5292285	1.0224206	0.6470132	0.042315677
2022-04-23	Gauteng	Omicron BA.2	0.81677365	1.5673201	0.42735913	1.2547349	0.5292285	1.0224206	0.6470132	0.03750313
2022-04-24	Gauteng	Omicron BA.2	0.81677365	1.5673201	0.42735913	1.2547349	0.5292285	1.0224206	0.6470132	0.033295624
2022-04-18	Gauteng	Omicron BA.4	1.2794256	1.9595528	0.8380404	1.6912686	0.97164273	1.4783385	1.1036186	0.82888937
2022-04-19	Gauteng	Omicron BA.4	1.2794256	1.9595528	0.8380404	1.6912686	0.97164273	1.4783385	1.1036186	0.83643425
2022-04-20	Gauteng	Omicron BA.4	1.2794256	1.9595528	0.8380404	1.6912686	0.97164273	1.4783385	1.1036186	0.8432497
2022-04-21	Gauteng	Omicron BA.4	1.2794256	1.9595528	0.8380404	1.6912686	0.97164273	1.4783385	1.1036186	0.8491108
2022-04-22	Gauteng	Omicron BA.4	1.2794256	1.9595528	0.8380404	1.6912686	0.97164273	1.4783385	1.1036186	0.8546063
2022-04-23	Gauteng	Omicron BA.4	1.2794256	1.9595528	0.8380404	1.6912686	0.97164273	1.4783385	1.1036186	0.85984874
2022-04-24	Gauteng	Omicron BA.4	1.2794256	1.9595528	0.8380404	1.6912686	0.97164273	1.4783385	1.1036186	0.864504
2022-04-18	Gauteng	Omicron BA.5	1.0934955	1.7373717	0.7019866	1.4854122	0.8211806	1.276887	0.9417042	0.034650855
2022-04-19	Gauteng	Omicron BA.5	1.0934955	1.7373717	0.7019866	1.4854122	0.8211806	1.276887	0.9417042	0.03359861
2022-04-20	Gauteng	Omicron BA.5	1.0934955	1.7373717	0.7019866	1.4854122	0.8211806	1.276887	0.9417042	0.032449063
2022-04-21	Gauteng	Omicron BA.5	1.0934955	1.7373717	0.7019866	1.4854122	0.8211806	1.276887	0.9417042	0.031070879
2022-04-22	Gauteng	Omicron BA.5	1.0934955	1.7373717	0.7019866	1.4854122	0.8211806	1.276887	0.9417042	0.029746883
2022-04-23	Gauteng	Omicron BA.5	1.0934955	1.7373717	0.7019866	1.4854122	0.8211806	1.276887	0.9417042	0.028526945
2022-04-24	Gauteng	Omicron BA.5	1.0934955	1.7373717	0.7019866	1.4854122	0.8211806	1.276887	0.9417042	0.02732837
2022-04-18	Gauteng	other	0.95151305	1.2822778	0.71155214	1.1525573	0.78424925	1.0588192	0.86313355	0.01661556
2022-04-19	Gauteng	other	0.95151305	1.2822778	0.71155214	1.1525573	0.78424925	1.0588192	0.86313355	0.015490905
2022-04-20	Gauteng	other	0.95151305	1.2822778	0.71155214	1.1525573	0.78424925	1.0588192	0.86313355	0.014398976
2022-04-21	Gauteng	other	0.95151305	1.2822778	0.71155214	1.1525573	0.78424925	1.0588192	0.86313355	0.013636518
2022-04-22	Gauteng	other	0.95151305	1.2822778	0.71155214	1.1525573	0.78424925	1.0588192	0.86313355	0.012803354
2022-04-23	Gauteng	other	0.95151305	1.2822778	0.71155214	1.1525573	0.78424925	1.0588192	0.86313355	0.011808811
2022-04-24	Gauteng	other	0.95151305	1.2822778	0.71155214	1.1525573	0.78424925	1.0588192	0.86313355	0.010976501
2022-04-18	Western Cape Province	Delta	0.2278442	0.8423436	0.06442935	0.5291644	0.100666836	0.35221952	0.14787407	4.2644842e-08
2022-04-19	Western Cape Province	Delta	0.2278442	0.8423436	0.06442935	0.5291644	0.100666836	0.35221952	0.14787407	3.613855e-08
