date	location	variant	median_I_smooth_forecast	I_smooth_forecast_upper_95	I_smooth_forecast_lower_95	I_smooth_forecast_upper_80	I_smooth_forecast_lower_80	I_smooth_forecast_upper_50	I_smooth_forecast_lower_50	median_freq
2022-04-26	Gauteng	Delta	5.935544e-11	0.00067199353	2.6152923e-17	2.2658994e-06	2.6762861e-15	1.5394267e-08	2.982244e-13	1.785458e-14
2022-04-27	Gauteng	Delta	4.6749056e-11	0.00074362045	1.6114871e-17	2.070056e-06	1.7096157e-15	1.2266497e-08	2.0482731e-13	1.141665e-14
2022-04-28	Gauteng	Delta	3.4057143e-11	0.0006723463	8.587817e-18	1.7909795e-06	1.1934068e-15	9.876521e-09	1.4203681e-13	7.233882e-15
2022-04-29	Gauteng	Delta	2.5306476e-11	0.00062089105	4.635641e-18	1.6250053e-06	7.4874695e-16	8.2144345e-09	9.3618425e-14	4.506455e-15
2022-04-30	Gauteng	Delta	1.8228457e-11	0.0005901511	2.733895e-18	1.255838e-06	4.7135155e-16	6.416455e-09	6.185781e-14	2.7708682e-15
2022-05-01	Gauteng	Delta	1.3952594e-11	0.00050632475	1.6141524e-18	1.0678507e-06	3.0909503e-16	5.070445e-09	4.081975e-14	1.6882133e-15
2022-05-02	Gauteng	Delta	1.0879509e-11	0.00042814965	9.514631e-19	9.396208e-07	1.9767741e-16	4.1878696e-09	2.7245868e-14	1.0944407e-15
2022-04-26	Gauteng	Omicron BA.1	10.709856	128.54457	0.9847031	53.647068	2.3539536	24.297274	4.736904	0.00324733
2022-04-27	Gauteng	Omicron BA.1	10.42353	138.81447	0.85239995	55.832264	2.185271	24.777647	4.538729	0.0026332801
2022-04-28	Gauteng	Omicron BA.1	10.334726	150.2777	0.7648375	58.60757	2.0007608	25.48714	4.317694	0.002135732
2022-04-29	Gauteng	Omicron BA.1	10.085711	168.88016	0.66497827	62.32149	1.8109137	26.045607	4.0707817	0.001726574
2022-04-30	Gauteng	Omicron BA.1	9.896058	190.70856	0.5749261	66.124725	1.6629179	26.634472	3.8533552	0.0014104999
2022-05-01	Gauteng	Omicron BA.1	9.65678	209.72908	0.5165783	69.22392	1.5302165	27.371807	3.6567745	0.0011429453
2022-05-02	Gauteng	Omicron BA.1	9.566046	231.82323	0.45638463	74.794754	1.399296	27.607952	3.4243393	0.00093331194
2022-04-26	Gauteng	Omicron BA.2	14.819208	152.36163	1.6275169	67.15858	3.4698758	32.637444	6.740904	0.0044934605
2022-04-27	Gauteng	Omicron BA.2	13.597376	166.09271	1.2535653	69.90744	2.8910067	31.3851	5.819735	0.003401192
2022-04-28	Gauteng	Omicron BA.2	12.450935	185.63477	0.9899662	72.42545	2.4026713	30.039492	5.0464134	0.0025912104
2022-04-29	Gauteng	Omicron BA.2	11.370929	199.94075	0.77388203	73.37171	2.005281	29.178288	4.3642893	0.0019668783
2022-04-30	Gauteng	Omicron BA.2	10.495605	214.06497	0.61728626	77.00417	1.6641071	28.344229	3.823213	0.0014579843
2022-05-01	Gauteng	Omicron BA.2	9.609806	235.92395	0.4885572	80.57535	1.3673749	27.502972	3.3329616	0.0011059924
2022-05-02	Gauteng	Omicron BA.2	8.91419	253.74026	0.39505243	82.294975	1.1118753	26.91082	2.8911524	0.00083232427
2022-04-26	Gauteng	Omicron BA.4	106.35588	501.89697	25.614355	278.0794	41.71455	173.77379	65.26683	0.03240034
2022-04-27	Gauteng	Omicron BA.4	96.21263	551.1339	19.76575	286.22885	33.795208	166.72298	55.54061	0.024270952
2022-04-28	Gauteng	Omicron BA.4	87.70735	599.0518	15.233337	294.60944	27.311777	160.92767	47.04035	0.018084727
2022-04-29	Gauteng	Omicron BA.4	79.47716	651.42737	11.818957	304.89276	22.397425	155.64249	40.123333	0.013487312
2022-04-30	Gauteng	Omicron BA.4	72.0065	713.45654	9.058095	307.97397	18.120043	149.77322	34.340553	0.009986989
2022-05-01	Gauteng	Omicron BA.4	64.68392	781.3481	6.720996	314.141	14.579718	145.64452	29.239735	0.0074666357
2022-05-02	Gauteng	Omicron BA.4	58.478996	852.7365	5.168956	318.17178	11.719147	140.36067	24.513557	0.0055923983
2022-04-26	Gauteng	Omicron BA.5	3058.1519	4241.221	2217.3218	3779.6086	2460.812	3419.4072	2744.9675	0.9441923
2022-04-27	Gauteng	Omicron BA.5	3740.0938	5657.7036	2510.8018	4873.38	2835.7732	4284.372	3256.1082	0.95619565
2022-04-28	Gauteng	Omicron BA.5	4550.8276	7547.2515	2767.4622	6262.426	3286.2751	5396.3047	3865.5447	0.965306
2022-04-29	Gauteng	Omicron BA.5	5560.164	10041.568	3125.381	8056.351	3827.3108	6810.426	4594.1973	0.9725945
2022-04-30	Gauteng	Omicron BA.5	6777.875	13504.547	3459.7285	10540.252	4410.7905	8611.424	5448.0107	0.97833264
2022-05-01	Gauteng	Omicron BA.5	8270.709	18291.434	3858.781	13820.83	5090.8794	10892.051	6458.2163	0.9827728
2022-05-02	Gauteng	Omicron BA.5	10131.916	24625.256	4281.797	18042.455	5839.8994	13738.157	7639.5737	0.9863094
2022-04-26	Gauteng	other	18.431313	71.87097	4.714086	43.838146	7.707912	29.516712	11.687686	0.005588278
2022-04-27	Gauteng	other	18.385487	75.88481	4.4886484	44.93392	7.446533	29.926704	11.445404	0.004636697
2022-04-28	Gauteng	other	18.240297	79.50474	4.171281	46.07012	7.194088	30.39513	11.194761	0.0038387766
2022-04-29	Gauteng	other	18.215939	83.387	3.946488	47.51667	6.977722	30.650826	10.990761	0.0031635705
2022-04-30	Gauteng	other	18.197735	88.25509	3.7264144	48.755936	6.674012	31.053753	10.776554	0.0025854427
2022-05-01	Gauteng	other	18.117664	92.71988	3.5328698	50.330612	6.4375367	31.573116	10.563002	0.0021146138
2022-05-02	Gauteng	other	18.031971	97.522385	3.3123803	52.32192	6.201968	31.966122	10.332607	0.0017159348
2022-04-26	Western Cape Province	Delta	1.3793952	20.943935	0.10631426	8.204102	0.25401953	3.6003456	0.5829653	0.0019072796
2022-04-27	Western Cape Province	Delta	1.3931462	22.346489	0.0994109	8.606371	0.23746747	3.708067	0.5681693	0.0016540957
2022-04-28	Western Cape Province	Delta	1.4018493	24.78195	0.09091541	9.05165	0.22267239	3.8230026	0.5439473	0.0014318767
2022-04-29	Western Cape Province	Delta	1.4068389	27.600977	0.081973016	9.639313	0.21080919	3.9383643	0.5267119	0.0012510669
2022-04-30	Western Cape Province	Delta	1.4091313	30.360008	0.07431157	10.295503	0.20087746	4.071642	0.5104158	0.0010784824
2022-05-01	Western Cape Province	Delta	1.4132016	33.83945	0.06750447	10.847716	0.18794899	4.2535477	0.49885744	0.0009343603
2022-05-02	Western Cape Province	Delta	1.4077404	36.845947	0.06290559	11.553389	0.17711616	4.432228	0.48806518	0.00080772943
2022-04-26	Western Cape Province	Omicron BA.1	0.062264316	5.8220196	0.0008454346	1.1977518	0.0037850898	0.2937412	0.01403328	8.5690815e-05
2022-04-27	Western Cape Province	Omicron BA.1	0.05260803	5.958827	0.00059484015	1.1905373	0.0028438936	0.2660447	0.011156758	6.3354586e-05
2022-04-28	Western Cape Province	Omicron BA.1	0.04475414	6.165259	0.00040017677	1.1485823	0.002118363	0.24034218	0.008531053	4.6825193e-05
2022-04-29	Western Cape Province	Omicron BA.1	0.03756916	6.336491	0.00027328622	1.1242509	0.0015475352	0.2185305	0.006817732	3.4738092e-05
2022-04-30	Western Cape Province	Omicron BA.1	0.031649023	6.668021	0.00018538308	1.1097825	0.0011354951	0.20091887	0.00529948	2.5770903e-05
2022-05-01	Western Cape Province	Omicron BA.1	0.026945297	7.0889926	0.00012425797	1.0800586	0.00086681766	0.1842877	0.0041806153	1.8927638e-05
2022-05-02	Western Cape Province	Omicron BA.1	0.022793613	7.6565037	8.357985e-05	1.0762637	0.0006510052	0.17164958	0.0032427697	1.3571e-05
2022-04-26	Western Cape Province	Omicron BA.2	29.438251	119.69848	7.9911404	74.50277	12.844439	48.243053	19.254122	0.04165729
2022-04-27	Western Cape Province	Omicron BA.2	25.9808	124.72993	5.8955264	73.22903	10.220178	45.171783	16.013727	0.03165431
2022-04-28	Western Cape Province	Omicron BA.2	22.84655	132.24458	4.430431	72.03923	8.066109	42.391953	13.22958	0.024151865
2022-04-29	Western Cape Province	Omicron BA.2	20.010696	140.77583	3.3790987	69.56567	6.3912354	39.644302	10.9628105	0.01848593
2022-04-30	Western Cape Province	Omicron BA.2	17.689804	148.84851	2.5275605	68.33163	5.0873327	37.118206	9.122442	0.013988442
2022-05-01	Western Cape Province	Omicron BA.2	15.507957	156.19461	1.880491	66.36557	3.9979308	34.83725	7.621524	0.010590773
2022-05-02	Western Cape Province	Omicron BA.2	13.608311	165.47762	1.395218	65.2697	3.136535	32.59724	6.359198	0.007909862
2022-04-26	Western Cape Province	Omicron BA.4	671.063	913.47705	491.90585	816.10724	543.8109	741.7225	602.2894	0.94107866
2022-04-27	Western Cape Province	Omicron BA.4	781.7141	1140.8098	531.8418	996.44244	610.62085	887.53735	685.2892	0.9533935
2022-04-28	Western Cape Province	Omicron BA.4	910.61426	1434.4806	574.4952	1231.7852	679.6433	1066.0762	779.0786	0.96262115
2022-04-29	Western Cape Province	Omicron BA.4	1064.3214	1808.8256	625.6734	1507.2183	757.34814	1277.9204	885.1653	0.9702526
2022-04-30	Western Cape Province	Omicron BA.4	1244.483	2296.163	677.4845	1853.4994	838.95386	1530.854	1005.84735	0.9760603
2022-05-01	Western Cape Province	Omicron BA.4	1451.9619	2946.8848	722.5561	2281.453	924.6365	1846.1089	1137.7236	0.9806056
2022-05-02	Western Cape Province	Omicron BA.4	1687.0798	3728.0247	765.16113	2824.2244	1015.9145	2219.487	1291.1033	0.9843489
2022-04-26	Western Cape Province	Omicron BA.5	1.6758795	40.08608	0.1126627	12.0696	0.29207632	4.70415	0.6680461	0.0023214114
2022-04-27	Western Cape Province	Omicron BA.5	1.5267041	43.214905	0.08877306	12.234681	0.24175128	4.5148206	0.56936985	0.0018295483
2022-04-28	Western Cape Province	Omicron BA.5	1.3824449	45.317253	0.069889314	12.428257	0.19832285	4.3757586	0.49311197	0.0014581089
2022-04-29	Western Cape Province	Omicron BA.5	1.2795613	47.230457	0.053746346	12.677245	0.16518566	4.2353697	0.42438608	0.0011600232
2022-04-30	Western Cape Province	Omicron BA.5	1.1724738	50.393406	0.043103825	12.91491	0.13737196	4.111431	0.3658939	0.00092055614
2022-05-01	Western Cape Province	Omicron BA.5	1.0683563	52.867004	0.033320773	13.142137	0.112683706	3.9965627	0.3098945	0.0007288441
2022-05-02	Western Cape Province	Omicron BA.5	0.9645597	57.08716	0.025062434	13.779591	0.0923697	3.8337216	0.26635036	0.00056387717
2022-04-26	Western Cape Province	other	2.027644	12.28976	0.321468	6.280496	0.62146485	3.642328	1.0983752	0.0028408924
2022-04-27	Western Cape Province	other	2.0143828	12.933477	0.30840728	6.61518	0.592174	3.6958685	1.061356	0.0024454785
2022-04-28	Western Cape Province	other	1.9969797	13.945924	0.2880744	6.993092	0.5685594	3.7691953	1.0268651	0.0021084938
2022-04-29	Western Cape Province	other	1.9849749	14.68821	0.2662746	7.2521577	0.5453282	3.8545437	1.0002521	0.001802066
2022-04-30	Western Cape Province	other	1.9719934	15.794903	0.24562915	7.5593815	0.5123602	3.9127538	0.9672485	0.0015400585
2022-05-01	Western Cape Province	other	1.9570134	17.03861	0.2231174	7.850467	0.48795858	3.9934452	0.9351918	0.0013212645
2022-05-02	Western Cape Province	other	1.9364738	18.612385	0.20837247	8.232328	0.4618589	4.062846	0.901716	0.0011290989
2022-04-26	Mpumalanga	Omicron BA.1	1.1401145	14.839145	0.089206405	6.1306143	0.20500942	2.7955585	0.4707238	0.008225346
2022-04-27	Mpumalanga	Omicron BA.1	1.2534368	17.90982	0.08789547	7.0633345	0.21593818	3.1284747	0.49692264	0.0072593074
2022-04-28	Mpumalanga	Omicron BA.1	1.3545732	21.185066	0.08752373	8.167137	0.22343816	3.5942705	0.52648723	0.0064405943
2022-04-29	Mpumalanga	Omicron BA.1	1.4777353	26.028196	0.08734951	9.355236	0.22327502	4.0697737	0.5525303	0.005716431
2022-04-30	Mpumalanga	Omicron BA.1	1.6027839	30.727205	0.086729884	10.925692	0.2283088	4.629305	0.5782828	0.0049978876
