date	location	variant	median_r	r_upper_95	r_lower_95	r_upper_80	r_lower_80	r_upper_50	r_lower_50	median_freq
2022-01-02	Gauteng	Delta	nan	nan	nan	nan	nan	nan	nan	0.0
2022-01-03	Gauteng	Delta	nan	nan	nan	nan	nan	nan	nan	0.0
2022-01-04	Gauteng	Delta	nan	nan	nan	nan	nan	nan	nan	0.0
2022-01-05	Gauteng	Delta	nan	nan	nan	nan	nan	nan	nan	0.0
2022-01-06	Gauteng	Delta	nan	nan	nan	nan	nan	nan	nan	0.0
2022-01-07	Gauteng	Delta	nan	nan	nan	nan	nan	nan	nan	0.0
2022-01-08	Gauteng	Delta	nan	nan	nan	nan	nan	nan	nan	0.0
2022-01-09	Gauteng	Delta	nan	nan	nan	nan	nan	nan	nan	0.0
2022-01-10	Gauteng	Delta	nan	nan	nan	nan	nan	nan	nan	0.0
2022-01-11	Gauteng	Delta	inf	nan	nan	nan	nan	nan	nan	2.6259002e-11
2022-01-12	Gauteng	Delta	14.731297	14.731298	14.731297	14.7312975	14.731297	14.7312975	14.731297	6.921793e-05
2022-01-13	Gauteng	Delta	2.8106112	2.8106112	2.810611	2.8106112	2.810611	2.8106112	2.810611	0.0012081129
2022-01-14	Gauteng	Delta	0.770895	0.77090746	0.77089024	0.7709017	0.7708913	0.7708978	0.77089274	0.0027251067
2022-01-15	Gauteng	Delta	0.21084976	0.21159367	0.21056817	0.21125059	0.21063337	0.21102321	0.21071929	0.0034854824
2022-01-16	Gauteng	Delta	0.06012684	0.07161824	0.055730216	0.06633084	0.056723356	0.06284672	0.05806452	0.0038336264
2022-01-17	Gauteng	Delta	0.047069788	0.10117804	0.025437307	0.076744795	0.03042965	0.060390472	0.03706816	0.0041535874
2022-01-18	Gauteng	Delta	0.07351768	0.17115279	0.03019303	0.12865381	0.040355254	0.09838781	0.05388072	0.0046239323
2022-01-19	Gauteng	Delta	0.07795733	0.16723001	0.032868914	0.13086386	0.0437024	0.10284859	0.057954103	0.0051564006
2022-01-20	Gauteng	Delta	0.055269957	0.11361037	0.02375176	0.09049881	0.031758476	0.07209182	0.041475713	0.005543563
2022-01-21	Gauteng	Delta	0.029935122	0.07100678	0.0113992095	0.053306695	0.016287088	0.040825665	0.021622866	0.005761302
2022-01-22	Gauteng	Delta	0.016940236	0.059360217	0.0036698699	0.039115462	0.0066998242	0.02677539	0.010421932	0.0059481524
2022-01-23	Gauteng	Delta	0.014038324	0.0668825	0.00067460537	0.04027948	0.003525257	0.025165439	0.0071527064	0.0060586515
2022-01-24	Gauteng	Delta	0.013108969	0.06880655	-0.00018125775	0.04093691	0.002457571	0.02510792	0.006254375	0.006132311
2022-01-25	Gauteng	Delta	0.010580659	0.05906404	-0.001745373	0.03429384	0.0009241817	0.02102369	0.00426659	0.006199238
2022-01-26	Gauteng	Delta	-0.008690596	0.03698261	-0.021421075	0.0135718305	-0.018701892	0.0010349154	-0.015292525	0.0061200913
2022-01-27	Gauteng	Delta	-0.26863033	-0.09896025	-0.3525324	-0.17271005	-0.33055505	-0.22270325	-0.30529526	0.004649706
2022-01-28	Gauteng	Delta	-0.48475048	-0.1520299	-0.7387954	-0.27721265	-0.66341364	-0.3775255	-0.5849704	0.0028781504
