date	location	variant	sequences
2022-11-11	Australia	other	34
2022-11-12	Australia	other	32
2022-11-13	Australia	other	42
2022-11-14	Australia	other	61
2022-11-15	Australia	other	53
2022-11-16	Australia	other	71
2022-11-17	Australia	other	31
2022-11-18	Australia	other	38
2022-11-19	Australia	other	28
2022-11-20	Australia	other	28
2022-11-21	Australia	other	53
2022-11-22	Australia	other	52
2022-11-23	Australia	other	78
2022-11-24	Australia	other	50
2022-11-25	Australia	other	46
2022-11-26	Australia	other	30
2022-11-27	Australia	other	52
2022-11-28	Australia	other	68
2022-11-29	Australia	other	54
2022-11-30	Australia	other	78
2022-12-01	Australia	other	42
2022-12-02	Australia	other	25
2022-12-03	Australia	other	23
2022-12-04	Australia	other	26
2022-12-05	Australia	other	40
2022-12-06	Australia	other	52
2022-12-07	Australia	other	86
2022-12-08	Australia	other	47
2022-12-09	Australia	other	46
2022-12-10	Australia	other	48
2022-12-11	Australia	other	41
2022-12-12	Australia	other	76
2022-12-13	Australia	other	63
2022-12-14	Australia	other	104
2022-12-15	Australia	other	45
2022-12-16	Australia	other	28
2022-12-17	Australia	other	23
2022-12-18	Australia	other	33
2022-12-19	Australia	other	24
2022-12-20	Australia	other	31
2022-12-21	Australia	other	52
2022-12-22	Australia	other	49
2022-12-23	Australia	other	57
2022-12-24	Australia	other	40
2022-12-25	Australia	other	22
2022-12-26	Australia	other	41
2022-12-27	Australia	other	32
2022-12-28	Australia	other	62
2022-12-29	Australia	other	55
2022-12-30	Australia	other	41
2022-12-31	Australia	other	43
2023-01-01	Australia	other	55
2023-01-02	Australia	other	53
2023-01-03	Australia	other	85
2023-01-04	Australia	other	65
2023-01-05	Australia	other	54
2023-01-06	Australia	other	46
2023-01-07	Australia	other	39
2023-01-08	Australia	other	40
2023-01-09	Australia	other	84
2023-01-10	Australia	other	73
2023-01-11	Australia	other	128
2023-01-12	Australia	other	33
2023-01-13	Australia	other	40
2023-01-14	Australia	other	49
2023-01-15	Australia	other	34
2023-01-16	Australia	other	55
2023-01-17	Australia	other	80
2023-01-18	Australia	other	97
2023-01-19	Australia	other	39
2023-01-20	Australia	other	28
2023-01-21	Australia	other	17
2023-01-22	Australia	other	20
2023-01-23	Australia	other	64
2023-01-24	Australia	other	42
2023-01-25	Australia	other	32
2023-01-26	Australia	other	25
2023-01-27	Australia	other	45
2023-01-28	Australia	other	28
2023-01-29	Australia	other	51
2023-01-30	Australia	other	59
2023-01-31	Australia	other	85
2023-02-01	Australia	other	50
2023-02-02	Australia	other	27
2023-02-03	Australia	other	41
2023-02-04	Australia	other	28
2023-02-05	Australia	other	27
2023-02-06	Australia	other	27
2023-02-07	Australia	other	45
2023-02-08	Australia	other	61
2023-02-09	Australia	other	37
2023-02-10	Australia	other	48
2023-02-11	Australia	other	32
2023-02-12	Australia	other	22
2023-02-13	Australia	other	52
2023-02-14	Australia	other	62
2023-02-15	Australia	other	93
2023-02-16	Australia	other	28
2023-02-17	Australia	other	15
2023-02-18	Australia	other	20
2023-02-19	Australia	other	37
2023-02-20	Australia	other	47
2023-02-21	Australia	other	72
2023-02-22	Australia	other	56
2023-02-23	Australia	other	28
2023-02-24	Australia	other	24
2023-02-25	Australia	other	23
2023-02-26	Australia	other	23
2023-02-27	Australia	other	45
2023-02-28	Australia	other	43
2023-03-01	Australia	other	61
2023-03-02	Australia	other	17
2023-03-03	Australia	other	26
2023-03-04	Australia	other	17
2023-03-05	Australia	other	12
2023-03-06	Australia	other	21
2023-03-07	Australia	other	28
2023-03-08	Australia	other	42
2023-03-09	Australia	other	21
2023-03-10	Australia	other	22
2023-03-11	Australia	other	14
2023-03-12	Australia	other	10
2023-03-13	Australia	other	22
2023-03-14	Australia	other	27
2023-03-15	Australia	other	38
2023-03-16	Australia	other	35
2023-03-17	Australia	other	21
2023-03-18	Australia	other	6
2023-03-19	Australia	other	10
2023-03-20	Australia	other	34
2023-03-21	Australia	other	39
2023-03-22	Australia	other	49
2023-03-23	Australia	other	19
2023-03-24	Australia	other	11
2023-03-25	Australia	other	6
2023-03-26	Australia	other	9
2023-03-27	Australia	other	29
2023-03-28	Australia	other	6
2022-11-11	Australia	Omicron 22B	109
2022-11-12	Australia	Omicron 22B	113
2022-11-13	Australia	Omicron 22B	102
2022-11-14	Australia	Omicron 22B	143
2022-11-15	Australia	Omicron 22B	140
2022-11-16	Australia	Omicron 22B	120
2022-11-17	Australia	Omicron 22B	70
