date	location	variant	sequences
2022-09-02	Australia	other	1
2022-09-05	Australia	other	2
2022-09-06	Australia	other	1
2022-09-12	Australia	other	1
2022-09-15	Australia	other	1
2022-09-17	Australia	other	1
2022-09-21	Australia	other	1
2022-09-27	Australia	other	1
2022-09-28	Australia	other	2
2022-09-29	Australia	other	1
2022-10-02	Australia	other	1
2022-10-05	Australia	other	2
2022-10-07	Australia	other	1
2022-10-10	Australia	other	1
2022-10-11	Australia	other	3
2022-10-12	Australia	other	2
2022-10-13	Australia	other	2
2022-10-14	Australia	other	1
2022-10-15	Australia	other	2
2022-10-16	Australia	other	3
2022-10-17	Australia	other	5
2022-10-18	Australia	other	7
2022-10-19	Australia	other	6
2022-10-20	Australia	other	1
2022-10-21	Australia	other	2
2022-10-22	Australia	other	1
2022-10-24	Australia	other	10
2022-10-25	Australia	other	12
2022-10-26	Australia	other	8
2022-10-27	Australia	other	14
2022-10-28	Australia	other	4
2022-10-29	Australia	other	3
2022-10-30	Australia	other	9
2022-10-31	Australia	other	15
2022-11-01	Australia	other	18
2022-11-02	Australia	other	27
2022-11-03	Australia	other	16
2022-11-04	Australia	other	8
2022-11-05	Australia	other	14
2022-11-06	Australia	other	15
2022-11-07	Australia	other	52
2022-11-08	Australia	other	24
2022-11-09	Australia	other	29
2022-11-10	Australia	other	31
2022-11-11	Australia	other	19
2022-11-12	Australia	other	19
2022-11-13	Australia	other	24
2022-11-14	Australia	other	38
2022-11-15	Australia	other	30
2022-11-16	Australia	other	46
2022-11-17	Australia	other	18
2022-11-18	Australia	other	24
2022-11-19	Australia	other	21
2022-11-20	Australia	other	19
2022-11-21	Australia	other	40
2022-11-22	Australia	other	41
2022-11-23	Australia	other	55
2022-11-24	Australia	other	41
2022-11-25	Australia	other	41
2022-11-26	Australia	other	24
2022-11-27	Australia	other	44
2022-11-28	Australia	other	53
2022-11-29	Australia	other	42
2022-11-30	Australia	other	53
2022-12-01	Australia	other	35
2022-12-02	Australia	other	18
2022-12-03	Australia	other	16
2022-12-04	Australia	other	20
2022-12-05	Australia	other	25
2022-12-06	Australia	other	24
2022-12-07	Australia	other	49
2022-12-08	Australia	other	15
2022-12-09	Australia	other	15
2022-12-10	Australia	other	13
2022-12-11	Australia	other	17
2022-07-27	Australia	clade 21L	32
2022-07-28	Australia	clade 21L	13
2022-07-29	Australia	clade 21L	19
2022-07-30	Australia	clade 21L	12
2022-07-31	Australia	clade 21L	4
2022-08-01	Australia	clade 21L	22
2022-08-02	Australia	clade 21L	24
2022-08-03	Australia	clade 21L	5
2022-08-04	Australia	clade 21L	9
2022-08-05	Australia	clade 21L	9
2022-08-06	Australia	clade 21L	6
2022-08-07	Australia	clade 21L	4
2022-08-08	Australia	clade 21L	21
2022-08-09	Australia	clade 21L	15
2022-08-10	Australia	clade 21L	11
2022-08-11	Australia	clade 21L	4
2022-08-12	Australia	clade 21L	6
2022-08-13	Australia	clade 21L	3
2022-08-14	Australia	clade 21L	12
