date	location	cases
2022-07-28	Australia	44170
2022-07-29	Australia	50042
2022-07-30	Australia	31846
2022-07-31	Australia	27510
2022-08-01	Australia	37443
2022-08-02	Australia	43942
2022-08-03	Australia	37214
2022-08-04	Australia	32546
2022-08-05	Australia	28479
2022-08-06	Australia	22616
2022-08-07	Australia	18010
2022-08-08	Australia	28604
2022-08-09	Australia	25024
2022-08-10	Australia	19917
2022-08-11	Australia	30527
2022-08-12	Australia	18679
2022-08-13	Australia	16113
2022-08-14	Australia	15543
2022-08-15	Australia	18249
2022-08-16	Australia	20829
2022-08-17	Australia	21014
2022-08-18	Australia	17086
2022-08-19	Australia	14995
2022-08-20	Australia	9150
2022-08-21	Australia	10430
2022-08-22	Australia	11639
2022-08-23	Australia	15025
2022-08-24	Australia	11626
2022-08-25	Australia	16197
2022-08-26	Australia	11177
2022-08-27	Australia	9255
2022-08-28	Australia	8688
2022-08-29	Australia	12181
2022-08-30	Australia	12538
2022-08-31	Australia	11506
2022-09-01	Australia	9566
2022-09-02	Australia	9147
2022-09-03	Australia	5935
2022-09-04	Australia	6158
2022-09-05	Australia	10314
2022-09-06	Australia	11799
2022-09-07	Australia	8268
2022-09-08	Australia	7922
2022-09-09	Australia	538
2022-09-10	Australia	3082
2022-09-11	Australia	4393
2022-09-12	Australia	1801
2022-09-13	Australia	1871
2022-09-14	Australia	13880
2022-09-15	Australia	13880
2022-09-16	Australia	6680
2022-09-17	Australia	1129
2022-09-18	Australia	1168
2022-09-19	Australia	1628
2022-09-20	Australia	1568
2022-09-21	Australia	1492
2022-09-22	Australia	35473
2022-09-23	Australia	2017
2022-09-24	Australia	1202
2022-09-25	Australia	1202
2022-09-26	Australia	1762
2022-09-27	Australia	1630
2022-09-28	Australia	1652
2022-09-29	Australia	29183
2022-09-30	Australia	1231
2022-10-01	Australia	978
2022-10-02	Australia	1108
2022-10-03	Australia	1456
2022-10-04	Australia	1532
2022-10-05	Australia	1443
2022-10-06	Australia	28995
2022-10-07	Australia	516
2022-10-08	Australia	819
2022-10-09	Australia	1039
2022-10-10	Australia	1292
2022-10-11	Australia	1319
2022-10-12	Australia	1237
2022-10-13	Australia	26846
2022-10-14	Australia	871
2022-10-15	Australia	621
2022-10-16	Australia	800
2022-10-17	Australia	1087
2022-10-18	Australia	1206
2022-10-19	Australia	1093
2022-10-20	Australia	27147
