date	location	variant	median_I_smooth_forecast	I_smooth_forecast_upper_95	I_smooth_forecast_lower_95	I_smooth_forecast_upper_80	I_smooth_forecast_lower_80	I_smooth_forecast_upper_50	I_smooth_forecast_lower_50	median_freq
2022-04-20	Massachusetts	Delta	0.016994923	6.8041744	7.1677954e-05	0.82658803	0.00042526436	0.13002326	0.0023502805	7.6087617e-06
2022-04-21	Massachusetts	Delta	0.014925193	8.222621	4.7523943e-05	0.8833389	0.0003213696	0.12798361	0.0018904335	6.7493147e-06
2022-04-22	Massachusetts	Delta	0.013706202	9.967231	3.2893542e-05	0.9599654	0.0002421045	0.12439937	0.0015556006	6.0011325e-06
2022-04-23	Massachusetts	Delta	0.012324201	11.990027	2.4597453e-05	1.0714498	0.00019150054	0.12339854	0.001311128	5.2353466e-06
2022-04-24	Massachusetts	Delta	0.010964299	14.429927	1.7454124e-05	1.120217	0.00014766668	0.122368	0.0010838514	4.649787e-06
2022-04-25	Massachusetts	Delta	0.009871343	18.007153	1.24106655e-05	1.2327447	0.000108768094	0.12121709	0.00089991617	4.1483354e-06
2022-04-26	Massachusetts	Delta	0.008876872	21.266819	8.902427e-06	1.3307195	8.307877e-05	0.120014176	0.00073661783	3.6207202e-06
2022-04-20	Massachusetts	Omicron BA.1	121.00049	516.8151	30.847462	310.23892	48.999718	196.5031	74.258804	0.05508592
2022-04-21	Massachusetts	Omicron BA.1	116.38273	582.58813	26.175375	337.91498	42.64894	198.6358	67.3825	0.05263377
2022-04-22	Massachusetts	Omicron BA.1	111.64568	654.40094	21.716291	356.1719	37.173527	201.81903	60.967476	0.05029277
2022-04-23	Massachusetts	Omicron BA.1	107.60512	727.1206	18.267178	377.53632	32.612755	206.52737	55.320145	0.04782064
2022-04-24	Massachusetts	Omicron BA.1	103.59878	828.86835	15.3499565	402.18884	28.519945	208.9738	50.496635	0.045421943
2022-04-25	Massachusetts	Omicron BA.1	99.526375	938.8897	13.042594	430.62534	25.120295	211.0694	46.313812	0.0428347
2022-04-26	Massachusetts	Omicron BA.1	96.10444	1089.5238	10.799862	460.7531	21.901375	215.6384	42.16156	0.04035993
2022-04-20	Massachusetts	Omicron BA.2	1467.4141	2154.1323	991.36255	1894.5496	1131.8456	1683.7743	1272.2976	0.6757172
2022-04-21	Massachusetts	Omicron BA.2	1431.4639	2253.7263	903.64526	1936.5585	1054.4585	1678.1632	1207.6111	0.6582705
2022-04-22	Massachusetts	Omicron BA.2	1397.3679	2363.7556	833.72235	1975.0754	985.9927	1678.331	1150.2955	0.6384826
2022-04-23	Massachusetts	Omicron BA.2	1368.2366	2471.2585	762.2464	2013.7928	926.717	1682.3711	1101.893	0.6192733
2022-04-24	Massachusetts	Omicron BA.2	1340.0215	2591.6943	697.61633	2061.214	866.7844	1686.0809	1055.365	0.59962595
2022-04-25	Massachusetts	Omicron BA.2	1308.7644	2722.5898	634.265	2113.0212	808.152	1689.1273	1000.8832	0.5795369
2022-04-26	Massachusetts	Omicron BA.2	1282.464	2868.7673	577.82904	2168.484	751.7469	1691.6758	954.786	0.5584353
2022-04-20	Massachusetts	Omicron BA.2.12.1	548.1854	1337.5944	228.42085	962.39496	312.65683	727.32043	406.89288	0.24838877
2022-04-21	Massachusetts	Omicron BA.2.12.1	580.54083	1557.0667	225.4023	1082.2618	317.8669	795.64	423.40536	0.26447517
2022-04-22	Massachusetts	Omicron BA.2.12.1	614.726	1772.2021	223.88544	1212.9113	323.79565	874.3253	437.8814	0.2811908
2022-04-23	Massachusetts	Omicron BA.2.12.1	656.09503	2054.5574	222.17783	1381.7479	330.50537	962.88196	458.22034	0.2984718
2022-04-24	Massachusetts	Omicron BA.2.12.1	699.2136	2394.5176	220.92456	1569.5343	334.90375	1059.878	477.47388	0.31662363
2022-04-25	Massachusetts	Omicron BA.2.12.1	745.5466	2799.3179	215.19577	1791.3085	335.61017	1180.9651	496.6288	0.3353301
2022-04-26	Massachusetts	Omicron BA.2.12.1	796.4707	3247.2454	210.6958	2023.7866	341.90735	1309.3689	517.337	0.35363287
2022-04-20	Massachusetts	other	5.097812	18.203379	1.4497794	11.635368	2.2712853	7.8007216	3.349381	0.0022931583
2022-04-21	Massachusetts	other	5.16712	19.644514	1.3765701	12.159326	2.2277656	7.9984293	3.3232317	0.002306894
2022-04-22	Massachusetts	other	5.2181816	20.797804	1.3265907	12.84451	2.1540992	8.282238	3.3219898	0.0022973067
2022-04-23	Massachusetts	other	5.3107824	22.033302	1.2915658	13.593539	2.1124685	8.601161	3.3310194	0.0022841573
2022-04-24	Massachusetts	other	5.3747506	23.443142	1.232717	14.293672	2.079236	8.8459835	3.315328	0.002279113
2022-04-25	Massachusetts	other	5.4564886	25.01936	1.1715511	15.033816	2.040195	9.156088	3.302004	0.0022567583
2022-04-26	Massachusetts	other	5.523502	26.774193	1.1043704	15.781216	2.009379	9.415092	3.2897904	0.0022312286
2022-04-20	New Jersey	Delta	0.0079227	0.53802323	0.00014954276	0.120249495	0.00059235806	0.031915136	0.0019962452	3.863008e-06
2022-04-21	New Jersey	Delta	0.0069152405	0.5173999	0.000116602045	0.1140961	0.0004656336	0.028413052	0.0016361971	3.4076022e-06
2022-04-22	New Jersey	Delta	0.0059352415	0.51343393	9.2586764e-05	0.1064093	0.0003762371	0.025702547	0.001352578	3.0087567e-06
2022-04-23	New Jersey	Delta	0.005112933	0.48995417	7.0329916e-05	0.09884401	0.00030062857	0.02324739	0.0011231694	2.6600997e-06
2022-04-24	New Jersey	Delta	0.004431204	0.48091778	5.42556e-05	0.09331744	0.00023744673	0.020949177	0.00093581085	2.310782e-06
2022-04-25	New Jersey	Delta	0.0038391887	0.5042214	4.0626997e-05	0.08977028	0.00019008174	0.01911885	0.00078226475	2.0328125e-06
2022-04-26	New Jersey	Delta	0.0032910584	0.51808953	3.1590156e-05	0.08449707	0.0001512728	0.017322931	0.00064384774	1.7665111e-06
2022-04-20	New Jersey	Omicron BA.1	15.307924	85.74006	3.26656	44.92802	5.7487974	26.895115	9.152294	0.007461206
2022-04-21	New Jersey	Omicron BA.1	13.179702	87.3505	2.4676626	43.351852	4.519914	24.611439	7.602789	0.006586332
2022-04-22	New Jersey	Omicron BA.1	11.513683	87.69485	1.7972169	41.870438	3.5483067	22.491629	6.2551985	0.0058003664
2022-04-23	New Jersey	Omicron BA.1	10.0052805	89.41127	1.3571069	40.320553	2.808559	20.718872	5.148344	0.0050466983
2022-04-24	New Jersey	Omicron BA.1	8.690592	90.492615	1.0274028	39.151196	2.232468	18.941183	4.240916	0.0043915566
2022-04-25	New Jersey	Omicron BA.1	7.560415	92.25786	0.7791001	38.024815	1.7333413	17.361725	3.4881124	0.0038435434
2022-04-26	New Jersey	Omicron BA.1	6.5945354	96.56347	0.5707004	36.371162	1.359709	15.856801	2.850419	0.0033493456
2022-04-20	New Jersey	Omicron BA.2	1397.0715	2203.1638	875.6339	1893.8075	1018.52344	1644.0765	1182.2246	0.7103252
2022-04-21	New Jersey	Omicron BA.2	1343.77	2335.1821	781.3049	1926.2002	931.85614	1634.8942	1107.5325	0.7066189
2022-04-22	New Jersey	Omicron BA.2	1292.6058	2472.5876	692.26324	1966.5172	853.2434	1629.9417	1040.4482	0.70120835
2022-04-23	New Jersey	Omicron BA.2	1254.6523	2591.3403	620.84753	2004.0331	786.60535	1626.2974	979.8009	0.6969993
2022-04-24	New Jersey	Omicron BA.2	1215.7313	2744.2844	562.28107	2046.0938	722.491	1619.7878	919.5685	0.6909373
2022-04-25	New Jersey	Omicron BA.2	1175.7944	2919.357	498.4928	2106.6726	660.43744	1616.4729	859.4261	0.686339
2022-04-26	New Jersey	Omicron BA.2	1137.1135	3128.0427	444.02808	2157.543	602.9847	1614.68	804.9622	0.6822877
2022-04-20	New Jersey	Omicron BA.2.12.1	550.08276	1574.7743	204.43484	1069.3372	290.68295	785.7599	389.9449	0.2790301
2022-04-21	New Jersey	Omicron BA.2.12.1	540.8865	1755.6866	178.17084	1160.9597	264.41196	815.1802	369.12262	0.28350934
2022-04-22	New Jersey	Omicron BA.2.12.1	533.0488	2006.0398	155.35408	1265.7576	239.63142	844.16174	352.1759	0.2892822
2022-04-23	New Jersey	Omicron BA.2.12.1	532.2361	2297.0872	137.96007	1380.7646	221.7477	878.8515	335.18597	0.2943886
2022-04-24	New Jersey	Omicron BA.2.12.1	527.97815	2615.7805	123.55136	1498.3258	202.65933	926.2798	316.88275	0.29899085
2022-04-25	New Jersey	Omicron BA.2.12.1	528.52686	2967.104	110.258804	1635.6832	184.71188	963.8333	298.45148	0.30353892
