date	location	variant	median_R	R_upper_95	R_lower_95	R_upper_80	R_lower_80	R_upper_50	R_lower_50	median_freq
2022-01-01	Massachusetts	Delta	1.3374135	2.2603974	0.77330315	1.8922849	0.93353754	1.5978628	1.1194484	0.04776855
2022-01-02	Massachusetts	Delta	1.1290234	1.731345	0.72235024	1.4969954	0.8467703	1.3070966	0.97336364	0.049493544
2022-01-03	Massachusetts	Delta	0.9680386	1.3563236	0.67687905	1.2123598	0.7714791	1.0910051	0.8583976	0.044038594
2022-01-04	Massachusetts	Delta	0.84296966	1.097355	0.63524675	1.0079259	0.70348805	0.924229	0.7652141	0.03528287
2022-01-05	Massachusetts	Delta	0.74231005	0.92146504	0.5956714	0.857772	0.6438944	0.8004447	0.6869469	0.030230856
2022-01-06	Massachusetts	Delta	0.6621382	0.7927639	0.5545259	0.7449181	0.58990514	0.7069142	0.6225258	0.027946264
2022-01-07	Massachusetts	Delta	0.5985805	0.70204103	0.51280856	0.6662213	0.5430841	0.6347481	0.56808203	0.026192553
2022-01-08	Massachusetts	Delta	0.54884315	0.63712996	0.47380286	0.606545	0.4998852	0.5782402	0.52207166	0.023553228
2022-01-09	Massachusetts	Delta	0.5084735	0.58926934	0.43946558	0.56067127	0.4624483	0.53622496	0.48376402	0.020354224
2022-01-10	Massachusetts	Delta	0.47660506	0.55286545	0.4087368	0.52705556	0.4316853	0.50238895	0.4516065	0.017591186
2022-01-11	Massachusetts	Delta	0.4507315	0.5243031	0.3839445	0.49958232	0.40583667	0.47529465	0.42610952	0.01558052
2022-01-12	Massachusetts	Delta	0.42935684	0.50273025	0.3667908	0.4778219	0.38645926	0.45415166	0.4057796	0.0140950205
2022-01-13	Massachusetts	Delta	0.4124804	0.485827	0.35266542	0.4602064	0.37178594	0.43702635	0.3905152	0.012722328
2022-01-14	Massachusetts	Delta	0.40018958	0.47104642	0.3423082	0.44546488	0.36049616	0.4239648	0.37861484	0.011308378
2022-01-15	Massachusetts	Delta	0.39065766	0.45914683	0.3348279	0.43382564	0.3528328	0.41374984	0.36976704	0.009970785
2022-01-16	Massachusetts	Delta	0.38444287	0.45047817	0.33005017	0.4259174	0.34695226	0.40629914	0.36435258	0.0088792145
2022-01-17	Massachusetts	Delta	0.37974358	0.44352072	0.3272579	0.41911468	0.34412637	0.40134865	0.3608266	0.007991897
2022-01-18	Massachusetts	Delta	0.37748423	0.44009474	0.32657948	0.41563067	0.34296173	0.398129	0.35882512	0.007241738
2022-01-19	Massachusetts	Delta	0.37671873	0.43780553	0.3271138	0.4141334	0.34326422	0.3970945	0.3583897	0.006538713
2022-01-20	Massachusetts	Delta	0.37784916	0.43891007	0.3275863	0.4149168	0.34448478	0.39827195	0.35926053	0.0059001017
2022-01-21	Massachusetts	Delta	0.37969288	0.44020596	0.32876	0.41685173	0.34587562	0.4003467	0.36095613	0.0053382786
2022-01-22	Massachusetts	Delta	0.38252562	0.4432885	0.3302464	0.42113122	0.34826678	0.40314588	0.36297047	0.0048502553
2022-01-23	Massachusetts	Delta	0.38644385	0.44854653	0.3323313	0.42602795	0.3507065	0.4068221	0.3666685	0.004428955
2022-01-24	Massachusetts	Delta	0.39026892	0.45370403	0.33617797	0.43061316	0.3535132	0.41198105	0.37073457	0.004055341
2022-01-25	Massachusetts	Delta	0.39514023	0.45912006	0.33960482	0.43594602	0.35727024	0.41669005	0.3749773	0.0037226481
2022-01-26	Massachusetts	Delta	0.40010244	0.4643402	0.34371114	0.44167903	0.3613139	0.42222986	0.3797346	0.0034151385
2022-01-27	Massachusetts	Delta	0.40576237	0.47117475	0.34920344	0.44796896	0.36628413	0.4280744	0.3852252	0.0031410623
2022-01-28	Massachusetts	Delta	0.41176152	0.47864553	0.35377112	0.45493984	0.3719228	0.4340152	0.39072508	0.0029041015
2022-01-29	Massachusetts	Delta	0.4185105	0.48513585	0.35977134	0.46243477	0.37746242	0.4409904	0.39722818	0.002683365
2022-01-30	Massachusetts	Delta	0.4258595	0.49303398	0.36551613	0.46962947	0.3842289	0.44794947	0.40400162	0.0024892944
2022-01-31	Massachusetts	Delta	0.43351763	0.50207007	0.3712793	0.4777735	0.39070407	0.45635086	0.41116193	0.0023157888
2022-02-01	Massachusetts	Delta	0.4411943	0.511798	0.37786955	0.4861576	0.3984108	0.46481472	0.41849124	0.002156111
2022-02-02	Massachusetts	Delta	0.44902378	0.5230021	0.38401854	0.49512032	0.40598267	0.47345987	0.4259256	0.0020177555
2022-02-03	Massachusetts	Delta	0.45764405	0.5353389	0.39127666	0.5056478	0.41339186	0.48319152	0.4340624	0.0018896379
2022-02-04	Massachusetts	Delta	0.46700302	0.5484482	0.3978922	0.51655763	0.4206729	0.4924314	0.4416847	0.0017732611
2022-02-05	Massachusetts	Delta	0.4756207	0.5605686	0.40500513	0.5283464	0.4282618	0.50262904	0.45007998	0.0016679897
2022-02-06	Massachusetts	Delta	0.48511833	0.5743815	0.4133867	0.5411287	0.43558937	0.51360273	0.45872772	0.0015724846
2022-02-07	Massachusetts	Delta	0.49476075	0.5894995	0.41949016	0.55429894	0.44327015	0.52491266	0.4676456	0.0014899909
2022-02-08	Massachusetts	Delta	0.50450265	0.6058599	0.4255982	0.56757414	0.45097506	0.53673726	0.47604895	0.0014106921
2022-02-09	Massachusetts	Delta	0.51511085	0.6222828	0.4315488	0.5812664	0.45887163	0.54825073	0.48481783	0.0013381953
2022-02-10	Massachusetts	Delta	0.5255984	0.6386385	0.43726534	0.59564906	0.4676641	0.55973786	0.49376875	0.0012727499
2022-02-11	Massachusetts	Delta	0.53624797	0.6527589	0.44336405	0.608661	0.47526836	0.57237375	0.5029126	0.0012084646
2022-02-12	Massachusetts	Delta	0.5466666	0.6698023	0.45011514	0.6219644	0.48313573	0.58483094	0.51154673	0.0011521147
2022-02-13	Massachusetts	Delta	0.55783993	0.6847145	0.4580813	0.63483083	0.49127826	0.5961764	0.520802	0.0011007441
2022-02-14	Massachusetts	Delta	0.5678117	0.7005872	0.4676425	0.6472506	0.4998148	0.60780895	0.53072155	0.0010523159
2022-02-15	Massachusetts	Delta	0.57856417	0.715492	0.47526878	0.6600635	0.5086953	0.6190017	0.5410855	0.0010076575
2022-02-16	Massachusetts	Delta	0.5895243	0.72824264	0.48260874	0.67273706	0.516553	0.6302802	0.5506338	0.0009636556
2022-02-17	Massachusetts	Delta	0.5998265	0.74027795	0.49149376	0.68522584	0.52572954	0.6404923	0.56051755	0.00092577154
2022-02-18	Massachusetts	Delta	0.6104212	0.75281054	0.5000131	0.69658023	0.5334738	0.6523783	0.5692248	0.00088878686
2022-02-19	Massachusetts	Delta	0.62030977	0.76525086	0.5068635	0.7087124	0.5423195	0.66271895	0.5789064	0.0008554158
2022-02-20	Massachusetts	Delta	0.6301094	0.7774722	0.51340395	0.72084105	0.5505975	0.6738014	0.58783853	0.000824424
2022-02-21	Massachusetts	Delta	0.63962644	0.78712994	0.5200916	0.7327728	0.5574535	0.68496966	0.59659076	0.0007952859
2022-02-22	Massachusetts	Delta	0.64901686	0.80019224	0.52636707	0.74417895	0.5652146	0.6971822	0.6056438	0.00076457765
2022-02-23	Massachusetts	Delta	0.65783155	0.814052	0.53312194	0.7564247	0.5729985	0.70836246	0.61331356	0.0007373007
2022-02-24	Massachusetts	Delta	0.66648966	0.826779	0.5377079	0.76793146	0.57890296	0.720173	0.6203517	0.00071386725
2022-02-25	Massachusetts	Delta	0.6747086	0.8431472	0.53994995	0.781283	0.5854445	0.7307104	0.6275233	0.00068894285
2022-02-26	Massachusetts	Delta	0.6835854	0.8556068	0.5429417	0.7928399	0.58990395	0.74064684	0.63332754	0.00066455477
