date	location	variant	median_R_forecast	R_forecast_upper_95	R_forecast_lower_95	R_forecast_upper_80	R_forecast_lower_80	R_forecast_upper_50	R_forecast_lower_50	median_freq
2022-04-19	Massachusetts	Delta	0.63667935	4.01255	0.11159704	2.193346	0.20685877	1.1867838	0.35603836	6.4347178e-06
2022-04-20	Massachusetts	Delta	0.63667935	4.01255	0.11159704	2.193346	0.20685877	1.1867838	0.35603836	5.4505254e-06
2022-04-21	Massachusetts	Delta	0.63667935	4.01255	0.11159704	2.193346	0.20685877	1.1867838	0.35603836	4.528357e-06
2022-04-22	Massachusetts	Delta	0.63667935	4.01255	0.11159704	2.193346	0.20685877	1.1867838	0.35603836	3.7851546e-06
2022-04-23	Massachusetts	Delta	0.63667935	4.01255	0.11159704	2.193346	0.20685877	1.1867838	0.35603836	2.9503958e-06
2022-04-24	Massachusetts	Delta	0.63667935	4.01255	0.11159704	2.193346	0.20685877	1.1867838	0.35603836	2.334413e-06
2022-04-25	Massachusetts	Delta	0.63667935	4.01255	0.11159704	2.193346	0.20685877	1.1867838	0.35603836	1.875472e-06
2022-04-19	Massachusetts	Omicron BA.1	0.8166852	1.7214061	0.39757544	1.3281592	0.50523627	1.056243	0.63335997	0.021364361
2022-04-20	Massachusetts	Omicron BA.1	0.8166852	1.7214061	0.39757544	1.3281592	0.50523627	1.056243	0.63335997	0.018292274
2022-04-21	Massachusetts	Omicron BA.1	0.8166852	1.7214061	0.39757544	1.3281592	0.50523627	1.056243	0.63335997	0.015649892
2022-04-22	Massachusetts	Omicron BA.1	0.8166852	1.7214061	0.39757544	1.3281592	0.50523627	1.056243	0.63335997	0.013293419
2022-04-23	Massachusetts	Omicron BA.1	0.8166852	1.7214061	0.39757544	1.3281592	0.50523627	1.056243	0.63335997	0.011238037
2022-04-24	Massachusetts	Omicron BA.1	0.8166852	1.7214061	0.39757544	1.3281592	0.50523627	1.056243	0.63335997	0.009373939
2022-04-25	Massachusetts	Omicron BA.1	0.8166852	1.7214061	0.39757544	1.3281592	0.50523627	1.056243	0.63335997	0.007822246
2022-04-19	Massachusetts	Omicron BA.2	1.0619712	1.6485223	0.6893037	1.422933	0.8027295	1.2405901	0.91333187	0.46639517
2022-04-20	Massachusetts	Omicron BA.2	1.0619712	1.6485223	0.6893037	1.422933	0.8027295	1.2405901	0.91333187	0.42856312
2022-04-21	Massachusetts	Omicron BA.2	1.0619712	1.6485223	0.6893037	1.422933	0.8027295	1.2405901	0.91333187	0.39341372
2022-04-22	Massachusetts	Omicron BA.2	1.0619712	1.6485223	0.6893037	1.422933	0.8027295	1.2405901	0.91333187	0.3589019
2022-04-23	Massachusetts	Omicron BA.2	1.0619712	1.6485223	0.6893037	1.422933	0.8027295	1.2405901	0.91333187	0.32667458
2022-04-24	Massachusetts	Omicron BA.2	1.0619712	1.6485223	0.6893037	1.422933	0.8027295	1.2405901	0.91333187	0.29483896
2022-04-25	Massachusetts	Omicron BA.2	1.0619712	1.6485223	0.6893037	1.422933	0.8027295	1.2405901	0.91333187	0.26552638
2022-04-19	Massachusetts	Omicron BA.2.12.1	1.9031646	2.91969	1.2280647	2.5264244	1.4290267	2.1944005	1.6496267	0.5003642
2022-04-20	Massachusetts	Omicron BA.2.12.1	1.9031646	2.91969	1.2280647	2.5264244	1.4290267	2.1944005	1.6496267	0.53700656
2022-04-21	Massachusetts	Omicron BA.2.12.1	1.9031646	2.91969	1.2280647	2.5264244	1.4290267	2.1944005	1.6496267	0.57476974
