date	location	variant	median_r_forecast	r_forecast_upper_95	r_forecast_lower_95	r_forecast_upper_80	r_forecast_lower_80	r_forecast_upper_50	r_forecast_lower_50	median_freq
2022-04-20	Massachusetts	Delta	nan	nan	nan	nan	nan	nan	nan	7.6087617e-06
2022-04-21	Massachusetts	Delta	-0.11163366	0.23095983	-0.40898225	0.10685108	-0.31715217	0.0074728504	-0.21973318	6.7493147e-06
2022-04-22	Massachusetts	Delta	-0.108444214	0.21577638	-0.40608078	0.099084824	-0.31260753	0.005998194	-0.21497661	6.0011325e-06
2022-04-23	Massachusetts	Delta	-0.10541201	0.20062338	-0.37928602	0.09340538	-0.296966	0.0017576814	-0.20418382	5.2353466e-06
2022-04-24	Massachusetts	Delta	-0.10512972	0.20395623	-0.37417498	0.0950401	-0.29378423	0.0020678043	-0.20234644	4.649787e-06
2022-04-25	Massachusetts	Delta	-0.10618365	0.21569861	-0.37896326	0.097620055	-0.29791886	0.00427188	-0.2055502	4.1483354e-06
2022-04-26	Massachusetts	Delta	-0.10791612	0.21805356	-0.3872716	0.099389896	-0.30563632	0.0051228404	-0.2101748	3.6207202e-06
2022-04-20	Massachusetts	Omicron BA.1	nan	nan	nan	nan	nan	nan	nan	0.05508592
2022-04-21	Massachusetts	Omicron BA.1	-0.039425135	0.14664897	-0.20161349	0.0754312	-0.14883396	0.020479798	-0.10009444	0.05263377
2022-04-22	Massachusetts	Omicron BA.1	-0.038107395	0.14138436	-0.20019993	0.07331251	-0.14674799	0.020389438	-0.098202825	0.05029277
2022-04-23	Massachusetts	Omicron BA.1	-0.034889698	0.13440707	-0.18591413	0.07058119	-0.13603711	0.020124793	-0.09089351	0.04782064
2022-04-24	Massachusetts	Omicron BA.1	-0.035294056	0.13728882	-0.18621919	0.07162179	-0.1367954	0.020535827	-0.09191531	0.045421943
2022-04-25	Massachusetts	Omicron BA.1	-0.036586523	0.13984343	-0.19266929	0.07286396	-0.14094678	0.020392418	-0.09488267	0.0428347
2022-04-26	Massachusetts	Omicron BA.1	-0.036465168	0.13808079	-0.19360213	0.07230896	-0.1411742	0.020363092	-0.09475559	0.04035993
2022-04-20	Massachusetts	Omicron BA.2	nan	nan	nan	nan	nan	nan	nan	0.6757172
2022-04-21	Massachusetts	Omicron BA.2	-0.026016235	0.059756957	-0.107941374	0.027739897	-0.07866354	0.0033954382	-0.054537535	0.6582705
2022-04-22	Massachusetts	Omicron BA.2	-0.024448395	0.057643697	-0.104788266	0.02776565	-0.07601042	0.0041338205	-0.05213642	0.6384826
2022-04-23	Massachusetts	Omicron BA.2	-0.020281076	0.05406765	-0.091917336	0.027110003	-0.06656013	0.0058754683	-0.045485497	0.6192733
2022-04-24	Massachusetts	Omicron BA.2	-0.021357536	0.054899532	-0.093716085	0.02715057	-0.06808706	0.0053542852	-0.04687655	0.59962595
2022-04-25	Massachusetts	Omicron BA.2	-0.022908688	0.055998795	-0.09931177	0.027271958	-0.072077796	0.0046429634	-0.04947555	0.5795369
2022-04-26	Massachusetts	Omicron BA.2	-0.022550583	0.055528887	-0.099123284	0.027274406	-0.0717052	0.0048270226	-0.049089313	0.5584353
2022-04-20	Massachusetts	Omicron BA.2.12.1	nan	nan	nan	nan	nan	nan	nan	0.24838877
2022-04-21	Massachusetts	Omicron BA.2.12.1	0.063914776	0.17570646	-0.04131795	0.13519648	-0.0066110133	0.10260093	0.027531266	0.26447517
2022-04-22	Massachusetts	Omicron BA.2.12.1	0.06584525	0.17148487	-0.03751713	0.1343106	-0.003036404	0.10301757	0.030526638	0.2811908
2022-04-23	Massachusetts	Omicron BA.2.12.1	0.06924939	0.16862659	-0.026721358	0.13324815	0.005604457	0.1030004	0.036193967	0.2984718
2022-04-24	Massachusetts	Omicron BA.2.12.1	0.06806421	0.16950656	-0.029041767	0.13395832	0.0034314143	0.10269809	0.03418815	0.31662363
2022-04-25	Massachusetts	Omicron BA.2.12.1	0.066491604	0.17070337	-0.033626962	0.13404015	6.618278e-05	0.10268605	0.03197384	0.3353301
2022-04-26	Massachusetts	Omicron BA.2.12.1	0.06714678	0.16985415	-0.032782603	0.1338758	0.0007535451	0.102847576	0.032630086	0.35363287
2022-04-20	Massachusetts	other	nan	nan	nan	nan	nan	nan	nan	0.0022931583
2022-04-21	Massachusetts	other	0.01072073	0.08842653	-0.06556375	0.060370956	-0.03932994	0.036937296	-0.015369251	0.002306894
2022-04-22	Massachusetts	other	0.012889624	0.08591744	-0.059312835	0.059501797	-0.035022188	0.0375154	-0.011972129	0.0022973067
2022-04-23	Massachusetts	other	0.016361475	0.082106404	-0.048746463	0.058709413	-0.026468147	0.03821805	-0.0062001944	0.0022841573
2022-04-24	Massachusetts	other	0.016251087	0.082743555	-0.04822923	0.058833264	-0.026387936	0.038175136	-0.0061543584	0.002279113
2022-04-25	Massachusetts	other	0.014208853	0.084916785	-0.053322434	0.059293114	-0.030656492	0.03773147	-0.009101927	0.0022567583
2022-04-26	Massachusetts	other	0.013052106	0.08595731	-0.05760272	0.059590984	-0.03394868	0.037474275	-0.011310011	0.0022312286
2022-04-20	New Jersey	Delta	nan	nan	nan	nan	nan	nan	nan	3.863008e-06
2022-04-21	New Jersey	Delta	-0.15081775	0.026856862	-0.30701888	-0.03846007	-0.25498518	-0.09298259	-0.20555997	3.4076022e-06
2022-04-22	New Jersey	Delta	-0.14841914	0.021643836	-0.3036363	-0.039068595	-0.25122184	-0.09179211	-0.20205843	3.0087567e-06
2022-04-23	New Jersey	Delta	-0.14177895	0.015302555	-0.28520826	-0.039866462	-0.23727894	-0.08998275	-0.191831	2.6600997e-06
2022-04-24	New Jersey	Delta	-0.14091754	0.015685333	-0.2805779	-0.039898377	-0.23441753	-0.08964074	-0.18984509	2.310782e-06
2022-04-25	New Jersey	Delta	-0.14400578	0.0187829	-0.2858007	-0.039554205	-0.23874196	-0.09071767	-0.19400704	2.0328125e-06
2022-04-26	New Jersey	Delta	-0.14661884	0.021139532	-0.29448366	-0.039837416	-0.24455252	-0.09115201	-0.19836998	1.7665111e-06
2022-04-20	New Jersey	Omicron BA.1	nan	nan	nan	nan	nan	nan	nan	0.007461206
2022-04-21	New Jersey	Omicron BA.1	-0.14542878	0.043471336	-0.31478238	-0.024778169	-0.25452918	-0.08256155	-0.20837024	0.006586332
2022-04-22	New Jersey	Omicron BA.1	-0.14449167	0.04009334	-0.31485453	-0.025720282	-0.25399125	-0.082172155	-0.20736912	0.0058003664
