date	location	cases
2021-01-01	Alabama	3621
2021-01-02	Alabama	2499
2021-01-03	Alabama	2103
2021-01-04	Alabama	5520
2021-01-05	Alabama	4647
2021-01-06	Alabama	5108
2021-01-07	Alabama	5051
2021-01-08	Alabama	5107
2021-01-09	Alabama	2822
2021-01-10	Alabama	2054
2021-01-11	Alabama	4004
2021-01-12	Alabama	3843
2021-01-13	Alabama	3845
2021-01-14	Alabama	3210
2021-01-15	Alabama	3180
2021-01-16	Alabama	1902
2021-01-17	Alabama	1489
2021-01-18	Alabama	2434
2021-01-19	Alabama	3256
2021-01-20	Alabama	2890
2021-01-21	Alabama	3545
2021-01-22	Alabama	3253
2021-01-23	Alabama	1773
2021-01-24	Alabama	1817
2021-01-25	Alabama	2932
2021-01-26	Alabama	3104
2021-01-27	Alabama	3549
2021-01-28	Alabama	2868
2021-01-29	Alabama	2219
2021-01-30	Alabama	1837
2021-01-31	Alabama	1176
2021-02-01	Alabama	2205
2021-02-02	Alabama	2243
2021-02-03	Alabama	2727
2021-02-04	Alabama	1610
2021-02-05	Alabama	1987
2021-02-06	Alabama	1001
2021-02-07	Alabama	1058
2021-02-08	Alabama	1484
2021-02-09	Alabama	1519
2021-02-10	Alabama	1573
2021-02-11	Alabama	1254
2021-02-12	Alabama	1193
2021-02-13	Alabama	1045
2021-02-14	Alabama	650
2021-02-15	Alabama	871
2021-02-16	Alabama	954
2021-02-17	Alabama	1026
2021-02-18	Alabama	810
2021-02-19	Alabama	782
2021-02-20	Alabama	754
2021-02-21	Alabama	665
2021-02-22	Alabama	1350
2021-02-23	Alabama	1361
2021-02-24	Alabama	970
2021-02-25	Alabama	759
2021-02-26	Alabama	899
2021-02-27	Alabama	466
2021-02-28	Alabama	546
2021-03-01	Alabama	723
2021-03-02	Alabama	2669
2021-03-03	Alabama	1055
2021-03-04	Alabama	845
2021-03-05	Alabama	603
2021-03-06	Alabama	392
2021-03-07	Alabama	253
2021-03-08	Alabama	554
2021-03-09	Alabama	810
2021-03-10	Alabama	882
2021-03-11	Alabama	550
2021-03-12	Alabama	616
2021-03-13	Alabama	363
2021-03-14	Alabama	4231
2021-03-15	Alabama	473
2021-03-16	Alabama	722
2021-03-17	Alabama	563
2021-03-18	Alabama	516
2021-03-19	Alabama	534
2021-03-20	Alabama	365
2021-03-21	Alabama	298
2021-03-22	Alabama	187
2021-03-23	Alabama	898
2021-03-24	Alabama	509
2021-03-25	Alabama	455
2021-03-26	Alabama	487
2021-03-27	Alabama	316
2021-03-28	Alabama	210
2021-03-29	Alabama	375
2021-03-30	Alabama	455
2021-03-31	Alabama	455
2021-04-01	Alabama	437
2021-04-02	Alabama	352
2021-04-03	Alabama	182
2021-04-04	Alabama	118
2021-04-05	Alabama	264
2021-04-06	Alabama	416
2021-04-07	Alabama	426
2021-04-08	Alabama	339
2021-04-09	Alabama	358
2021-04-10	Alabama	297
2021-04-11	Alabama	168
2021-04-12	Alabama	1460
2021-04-13	Alabama	468
2021-04-14	Alabama	412
2021-04-15	Alabama	412
2021-04-16	Alabama	506
2021-04-17	Alabama	258
2021-04-18	Alabama	103
2021-04-19	Alabama	1443
2021-04-20	Alabama	472
2021-04-21	Alabama	656
2021-04-22	Alabama	415
2021-04-23	Alabama	410
2021-04-24	Alabama	243
2021-04-25	Alabama	251
2021-04-26	Alabama	294
2021-04-27	Alabama	424
2021-04-28	Alabama	438
2021-04-29	Alabama	406
2021-04-30	Alabama	368
2021-05-01	Alabama	238
2021-05-02	Alabama	168
2021-05-03	Alabama	354
2021-05-04	Alabama	378
2021-05-05	Alabama	585
2021-05-06	Alabama	334
2021-05-07	Alabama	425
2021-05-08	Alabama	243
2021-05-09	Alabama	117
2021-05-10	Alabama	309
2021-05-11	Alabama	371
2021-05-12	Alabama	1140
2021-05-13	Alabama	5333
2021-05-14	Alabama	1453
2021-05-15	Alabama	253
2021-05-16	Alabama	178
2021-05-17	Alabama	372
2021-05-18	Alabama	335
2021-05-19	Alabama	330
2021-05-20	Alabama	458
2021-05-21	Alabama	251
2021-05-22	Alabama	190
2021-05-23	Alabama	131
2021-05-24	Alabama	321
2021-05-25	Alabama	280
2021-05-26	Alabama	347
2021-05-27	Alabama	233
2021-05-28	Alabama	229
2021-05-29	Alabama	130
2021-05-30	Alabama	106
2021-05-31	Alabama	101
2021-06-01	Alabama	209
2021-06-02	Alabama	243
2021-06-03	Alabama	283
2021-06-04	Alabama	230
2021-06-05	Alabama	100
2021-06-06	Alabama	75
2021-06-07	Alabama	200
2021-06-08	Alabama	165
2021-06-09	Alabama	216
2021-06-10	Alabama	139
2021-06-11	Alabama	254
2021-06-12	Alabama	131
2021-06-13	Alabama	119
2021-06-14	Alabama	161
2021-06-15	Alabama	171
2021-06-16	Alabama	153
2021-06-17	Alabama	188
2021-06-18	Alabama	147
2021-06-19	Alabama	112
2021-06-20	Alabama	87
2021-06-21	Alabama	177
2021-06-22	Alabama	238
2021-06-23	Alabama	218
2021-06-24	Alabama	248
2021-06-25	Alabama	177
2021-06-26	Alabama	176
2021-06-27	Alabama	154
2021-06-28	Alabama	199
2021-06-29	Alabama	330
2021-06-30	Alabama	283
2021-07-01	Alabama	304
2021-07-02	Alabama	249
2021-07-03	Alabama	165
2021-07-04	Alabama	124
2021-07-05	Alabama	185
2021-07-06	Alabama	541
2021-07-07	Alabama	538
2021-07-08	Alabama	571
2021-07-09	Alabama	446
2021-07-10	Alabama	306
2021-07-11	Alabama	288
2021-07-12	Alabama	704
2021-07-13	Alabama	667
2021-07-14	Alabama	951
2021-07-15	Alabama	968
2021-07-16	Alabama	861
2021-07-17	Alabama	702
2021-07-18	Alabama	636
2021-07-19	Alabama	1387
2021-07-20	Alabama	1551
2021-07-21	Alabama	1512
2021-07-22	Alabama	1766
2021-07-23	Alabama	1865
2021-07-24	Alabama	1494
2021-07-25	Alabama	1399
2021-07-26	Alabama	2692
2021-07-27	Alabama	2671
2021-07-28	Alabama	2723
2021-07-29	Alabama	2778
2021-07-30	Alabama	2593
2021-07-31	Alabama	1752
2021-08-01	Alabama	1700
2021-08-02	Alabama	3267
2021-08-03	Alabama	3412
2021-08-04	Alabama	3791
2021-08-05	Alabama	3604
2021-08-06	Alabama	3879
2021-08-07	Alabama	310
2021-08-08	Alabama	4525
2021-08-09	Alabama	3797
2021-08-10	Alabama	3906
2021-08-11	Alabama	4175
2021-08-12	Alabama	3924
2021-08-13	Alabama	3595
2021-08-14	Alabama	3256
2021-08-15	Alabama	2354
2021-08-16	Alabama	4020
2021-08-17	Alabama	4615
2021-08-18	Alabama	3793
2021-08-19	Alabama	4450
2021-08-20	Alabama	5464
2021-08-21	Alabama	3247
2021-08-22	Alabama	2540
2021-08-23	Alabama	3485
2021-08-24	Alabama	3669
2021-08-25	Alabama	4061
2021-08-26	Alabama	4981
2021-08-27	Alabama	6116
2021-08-28	Alabama	3312
2021-08-29	Alabama	3077
2021-08-30	Alabama	5166
2021-08-31	Alabama	4799
2021-09-01	Alabama	5210
2021-09-02	Alabama	5187
2021-09-03	Alabama	4451
2021-09-04	Alabama	2853
2021-09-05	Alabama	2488
2021-09-06	Alabama	2567
2021-09-07	Alabama	4823
2021-09-08	Alabama	4414
2021-09-09	Alabama	5021
2021-09-10	Alabama	4422
2021-09-11	Alabama	1845
2021-09-12	Alabama	2516
2021-09-13	Alabama	3904
2021-09-14	Alabama	3668
2021-09-15	Alabama	3935
2021-09-16	Alabama	3065
2021-09-17	Alabama	3369
2021-09-18	Alabama	1972
2021-09-19	Alabama	1832
2021-09-20	Alabama	3246
2021-09-21	Alabama	3033
2021-09-22	Alabama	3285
2021-09-23	Alabama	2581
2021-09-24	Alabama	2934
2021-09-25	Alabama	1541
2021-09-26	Alabama	1428
2021-09-27	Alabama	2007
2021-09-28	Alabama	2123
2021-09-29	Alabama	1694
2021-09-30	Alabama	1896
2021-10-01	Alabama	1421
2021-10-02	Alabama	878
2021-10-03	Alabama	707
2021-10-04	Alabama	1540
2021-10-05	Alabama	1318
2021-10-06	Alabama	1304
2021-10-07	Alabama	1102
2021-10-08	Alabama	1012
2021-10-09	Alabama	641
2021-10-10	Alabama	460
2021-10-11	Alabama	897
2021-10-12	Alabama	1116
2021-10-13	Alabama	1143
2021-10-14	Alabama	1141
2021-10-15	Alabama	904
2021-10-16	Alabama	522
2021-10-17	Alabama	337
2021-10-18	Alabama	1043
2021-10-19	Alabama	725
2021-10-20	Alabama	1061
2021-10-21	Alabama	1613
2021-10-22	Alabama	984
2021-10-23	Alabama	400
2021-10-24	Alabama	295
2021-10-25	Alabama	991
2021-10-26	Alabama	7291
2021-10-27	Alabama	2087
2021-10-28	Alabama	622
2021-10-29	Alabama	559
2021-10-30	Alabama	355
2021-10-31	Alabama	229
2021-11-01	Alabama	937
2021-11-02	Alabama	621
2021-11-03	Alabama	1179
2021-11-04	Alabama	758
2021-11-05	Alabama	608
2021-11-06	Alabama	262
2021-11-07	Alabama	217
2021-11-08	Alabama	1068
2021-11-09	Alabama	234
2021-11-10	Alabama	1223
2021-11-11	Alabama	536
2021-11-12	Alabama	720
2021-11-13	Alabama	247
2021-11-14	Alabama	224
2021-11-15	Alabama	649
2021-11-16	Alabama	637
2021-11-17	Alabama	612
2021-11-18	Alabama	768
2021-11-19	Alabama	614
2021-11-20	Alabama	258
2021-11-21	Alabama	243
2021-11-22	Alabama	704
2021-11-23	Alabama	501
2021-11-24	Alabama	526
2021-11-25	Alabama	99
2021-11-26	Alabama	257
2021-11-27	Alabama	145
2021-11-28	Alabama	195
2021-11-29	Alabama	595
2021-11-30	Alabama	703
2021-12-01	Alabama	732
2021-12-02	Alabama	656
2021-12-03	Alabama	676
2021-12-04	Alabama	277
2021-12-05	Alabama	263
2021-12-06	Alabama	763
2021-12-07	Alabama	724
2021-12-08	Alabama	717
2021-12-09	Alabama	635
2021-12-10	Alabama	709
2021-12-11	Alabama	310
2021-12-12	Alabama	383
2021-12-13	Alabama	1597
2021-12-14	Alabama	696
2021-12-15	Alabama	833
2021-12-16	Alabama	887
2021-12-17	Alabama	761
2021-12-18	Alabama	529
2021-12-19	Alabama	552
2021-12-20	Alabama	1398
2021-12-21	Alabama	1632
2021-12-22	Alabama	2172
2021-12-23	Alabama	2585
2021-12-24	Alabama	2282
2021-12-25	Alabama	783
2021-12-26	Alabama	1952
2021-12-27	Alabama	4312
2021-12-28	Alabama	6372
2021-12-29	Alabama	8470
2021-12-30	Alabama	8649
2021-12-31	Alabama	6767
2022-01-01	Alabama	4986
2021-01-01	Arizona	10063
2021-01-02	Arizona	8886
2021-01-03	Arizona	17237
2021-01-04	Arizona	5161
2021-01-05	Arizona	5935
2021-01-06	Arizona	7209
2021-01-07	Arizona	9916
2021-01-08	Arizona	11661
2021-01-09	Arizona	11097
2021-01-10	Arizona	11204
2021-01-11	Arizona	8998
2021-01-12	Arizona	8562
2021-01-13	Arizona	5632
2021-01-14	Arizona	7314
2021-01-15	Arizona	9149
2021-01-16	Arizona	8718
2021-01-17	Arizona	6984
2021-01-18	Arizona	5403
2021-01-19	Arizona	6420
2021-01-20	Arizona	4848
2021-01-21	Arizona	9401
2021-01-22	Arizona	8102
2021-01-23	Arizona	7319
2021-01-24	Arizona	7220
2021-01-25	Arizona	5324
2021-01-26	Arizona	4751
2021-01-27	Arizona	5921
2021-01-28	Arizona	4674
2021-01-29	Arizona	5031
2021-01-30	Arizona	5122
2021-01-31	Arizona	5028
2021-02-01	Arizona	3744
2021-02-02	Arizona	2941
2021-02-03	Arizona	2299
2021-02-04	Arizona	4420
2021-02-05	Arizona	3829
2021-02-06	Arizona	3474
2021-02-07	Arizona	1547
2021-02-08	Arizona	2253
2021-02-09	Arizona	4384
2021-02-10	Arizona	1980
2021-02-11	Arizona	1864
2021-02-12	Arizona	2429
2021-02-13	Arizona	1794
2021-02-14	Arizona	1950
2021-02-15	Arizona	1341
2021-02-16	Arizona	1135
2021-02-17	Arizona	1318
2021-02-18	Arizona	1146
2021-02-19	Arizona	1921
2021-02-20	Arizona	2050
2021-02-21	Arizona	1807
2021-02-22	Arizona	1510
2021-02-23	Arizona	1298
2021-02-24	Arizona	1310
2021-02-25	Arizona	939
2021-02-26	Arizona	1621
2021-02-27	Arizona	1179
2021-02-28	Arizona	1075
2021-03-01	Arizona	1039
2021-03-02	Arizona	849
2021-03-03	Arizona	1284
2021-03-04	Arizona	1154
2021-03-05	Arizona	2276
2021-03-06	Arizona	1735
2021-03-07	Arizona	1335
2021-03-08	Arizona	783
2021-03-09	Arizona	563
2021-03-10	Arizona	830
2021-03-11	Arizona	1835
2021-03-12	Arizona	1367
2021-03-13	Arizona	262
2021-03-14	Arizona	649
2021-03-15	Arizona	638
2021-03-16	Arizona	497
2021-03-17	Arizona	445
2021-03-18	Arizona	284
2021-03-19	Arizona	423
2021-03-20	Arizona	735
2021-03-21	Arizona	488
2021-03-22	Arizona	484
2021-03-23	Arizona	507
2021-03-24	Arizona	605
2021-03-25	Arizona	138
2021-03-26	Arizona	571
2021-03-27	Arizona	776
2021-03-28	Arizona	554
2021-03-29	Arizona	604
2021-03-30	Arizona	586
2021-03-31	Arizona	733
2021-04-01	Arizona	381
2021-04-02	Arizona	940
2021-04-03	Arizona	706
2021-04-04	Arizona	464
2021-04-05	Arizona	608
2021-04-06	Arizona	570
2021-04-07	Arizona	750
2021-04-08	Arizona	670
2021-04-09	Arizona	677
2021-04-10	Arizona	819
2021-04-11	Arizona	540
2021-04-12	Arizona	675
2021-04-13	Arizona	610
2021-04-14	Arizona	419
2021-04-15	Arizona	460
2021-04-16	Arizona	845
2021-04-17	Arizona	480
2021-04-18	Arizona	711
2021-04-19	Arizona	692
2021-04-20	Arizona	702
2021-04-21	Arizona	649
2021-04-22	Arizona	647
2021-04-23	Arizona	896
2021-04-24	Arizona	729
2021-04-25	Arizona	661
2021-04-26	Arizona	750
2021-04-27	Arizona	682
2021-04-28	Arizona	603
2021-04-29	Arizona	881
2021-04-30	Arizona	844
2021-05-01	Arizona	1074
2021-05-02	Arizona	356
2021-05-03	Arizona	652
2021-05-04	Arizona	701
2021-05-05	Arizona	742
2021-05-06	Arizona	601
2021-05-07	Arizona	820
2021-05-08	Arizona	939
2021-05-09	Arizona	448
2021-05-10	Arizona	642
2021-05-11	Arizona	683
2021-05-12	Arizona	469
2021-05-13	Arizona	544
2021-05-14	Arizona	854
2021-05-15	Arizona	474
2021-05-16	Arizona	482
2021-05-17	Arizona	468
2021-05-18	Arizona	619
2021-05-19	Arizona	540
2021-05-20	Arizona	590
2021-05-21	Arizona	571
2021-05-22	Arizona	645
2021-05-23	Arizona	321
2021-05-24	Arizona	450
2021-05-25	Arizona	500
2021-05-26	Arizona	656
2021-05-27	Arizona	764
2021-05-28	Arizona	807
2021-05-29	Arizona	557
2021-05-30	Arizona	623
2021-05-31	Arizona	361
2021-06-01	Arizona	4
2021-06-02	Arizona	915
2021-06-03	Arizona	322
2021-06-04	Arizona	346
2021-06-05	Arizona	277
2021-06-06	Arizona	507
2021-06-07	Arizona	374
2021-06-08	Arizona	414
2021-06-09	Arizona	433
2021-06-10	Arizona	370
2021-06-11	Arizona	422
2021-06-12	Arizona	570
2021-06-13	Arizona	348
2021-06-14	Arizona	394
2021-06-15	Arizona	423
2021-06-16	Arizona	436
2021-06-17	Arizona	332
2021-06-18	Arizona	463
2021-06-19	Arizona	463
2021-06-20	Arizona	464
2021-06-21	Arizona	384
2021-06-22	Arizona	422
2021-06-23	Arizona	490
2021-06-24	Arizona	626
2021-06-25	Arizona	587
2021-06-26	Arizona	475
2021-06-27	Arizona	436
2021-06-28	Arizona	413
2021-06-29	Arizona	546
2021-06-30	Arizona	769
2021-07-01	Arizona	472
2021-07-02	Arizona	526
2021-07-03	Arizona	645
2021-07-04	Arizona	442
2021-07-05	Arizona	50
2021-07-06	Arizona	900
2021-07-07	Arizona	373
2021-07-08	Arizona	625
2021-07-09	Arizona	921
2021-07-10	Arizona	807
2021-07-11	Arizona	803
2021-07-12	Arizona	122
2021-07-13	Arizona	345
2021-07-14	Arizona	1945
2021-07-15	Arizona	1014
2021-07-16	Arizona	1251
2021-07-17	Arizona	1152
2021-07-18	Arizona	980
2021-07-19	Arizona	1034
2021-07-20	Arizona	1154
2021-07-21	Arizona	1043
2021-07-22	Arizona	1174
2021-07-23	Arizona	1479
2021-07-24	Arizona	1528
2021-07-25	Arizona	1508
2021-07-26	Arizona	1441
2021-07-27	Arizona	1475
2021-07-28	Arizona	1361
2021-07-29	Arizona	1759
2021-07-30	Arizona	1965
2021-07-31	Arizona	2066
2021-08-01	Arizona	2306
2021-08-02	Arizona	1846
2021-08-03	Arizona	1974
2021-08-04	Arizona	2286
2021-08-05	Arizona	2289
2021-08-06	Arizona	2826
2021-08-07	Arizona	2653
2021-08-08	Arizona	2639
2021-08-09	Arizona	2191
2021-08-10	Arizona	2582
2021-08-11	Arizona	1970
2021-08-12	Arizona	2970
2021-08-13	Arizona	3225
2021-08-14	Arizona	3418
2021-08-15	Arizona	3052
2021-08-16	Arizona	2400
2021-08-17	Arizona	2661
2021-08-18	Arizona	2402
2021-08-19	Arizona	3546
2021-08-20	Arizona	3109
2021-08-21	Arizona	3195
2021-08-22	Arizona	3307
2021-08-23	Arizona	2632
2021-08-24	Arizona	2595
2021-08-25	Arizona	3427
2021-08-26	Arizona	3428
2021-08-27	Arizona	3707
2021-08-28	Arizona	3893
2021-08-29	Arizona	2090
2021-08-30	Arizona	3247
2021-08-31	Arizona	822
2021-09-01	Arizona	4740
2021-09-02	Arizona	3470
2021-09-03	Arizona	3802
2021-09-04	Arizona	3424
2021-09-05	Arizona	3071
2021-09-06	Arizona	2378
2021-09-07	Arizona	1982
2021-09-08	Arizona	2222
2021-09-09	Arizona	2480
2021-09-10	Arizona	2988
2021-09-11	Arizona	3355
2021-09-12	Arizona	2765
2021-09-13	Arizona	2278
2021-09-14	Arizona	2609
2021-09-15	Arizona	2432
2021-09-16	Arizona	2855
2021-09-17	Arizona	2830
2021-09-18	Arizona	2742
2021-09-19	Arizona	2457
2021-09-20	Arizona	2020
2021-09-21	Arizona	1934
2021-09-22	Arizona	2106
