date	location	variant	median_r	r_upper_95	r_lower_95	r_upper_80	r_lower_80	r_upper_50	r_lower_50	median_freq
2022-02-22	India	Delta	nan	nan	nan	nan	nan	nan	nan	0.0035987336
2022-02-23	India	Delta	0.048832178	0.055461526	0.045313634	0.052367833	0.04622092	0.05055964	0.047289014	0.003563355
2022-02-24	India	Delta	-0.21807075	-0.09710243	-0.2899645	-0.15117262	-0.2708059	-0.1850884	-0.2487135	0.0032856888
2022-02-25	India	Delta	-0.40033913	-0.17793335	-0.58642304	-0.26835728	-0.5322776	-0.33189964	-0.47332454	0.0027868352
2022-02-26	India	Delta	-0.20213985	-0.08447209	-0.3544811	-0.12156711	-0.2998557	-0.15800989	-0.25079536	0.0025533503
2022-02-27	India	Delta	-0.020795822	0.043276858	-0.08190497	0.021657323	-0.06256051	0.0009367466	-0.042960048	0.0026793284
2022-02-28	India	Delta	-0.013828397	0.046557557	-0.07140958	0.024990365	-0.05245743	0.006937444	-0.033268154	0.0029366473
2022-03-01	India	Delta	-0.10541129	-0.06370976	-0.1453161	-0.07801796	-0.13199277	-0.09157556	-0.119598985	0.0029904973
2022-03-02	India	Delta	-0.18338966	-0.108242065	-0.2439917	-0.13708389	-0.2246577	-0.16008848	-0.20588237	0.0027951882
2022-03-03	India	Delta	-0.16594791	-0.08443666	-0.25022763	-0.11294926	-0.22107656	-0.13875234	-0.19441259	0.0026061304
2022-03-04	India	Delta	-0.08482325	-0.02089262	-0.15456703	-0.04073043	-0.12918563	-0.06221986	-0.10814929	0.0026200486
2022-03-05	India	Delta	-0.03501427	0.021343598	-0.09162016	0.0026437747	-0.07162418	-0.015008748	-0.05454856	0.0027620285
2022-03-06	India	Delta	-0.04779899	-0.0038408572	-0.09355912	-0.01785164	-0.07663713	-0.031368792	-0.06291169	0.002852704
2022-03-07	India	Delta	-0.07933104	-0.037628654	-0.12019457	-0.052506045	-0.105920866	-0.06488603	-0.09357631	0.002826859
2022-03-08	India	Delta	-0.0849092	-0.036334775	-0.13458577	-0.05308247	-0.11743359	-0.06830138	-0.102035165	0.0027806945
2022-03-09	India	Delta	-0.05779612	-0.010018314	-0.10986243	-0.025994875	-0.09141259	-0.04062867	-0.07533413	0.0027969012
2022-03-10	India	Delta	-0.027742863	0.01425841	-0.07516838	0.00057830126	-0.057468724	-0.012250423	-0.044089496	0.002886237
