date	location	variant	median_I_smooth_forecast	I_smooth_forecast_upper_95	I_smooth_forecast_lower_95	I_smooth_forecast_upper_80	I_smooth_forecast_lower_80	I_smooth_forecast_upper_50	I_smooth_forecast_lower_50	median_freq
2022-07-01	Arizona	Delta	0.00055532216	0.008162363	4.0466264e-05	0.0030857378	9.795753e-05	0.0013905275	0.00022853672	1.97065e-07
2022-07-02	Arizona	Delta	0.00049183355	0.0074049393	3.5357083e-05	0.0028266346	8.584029e-05	0.0012518838	0.0002012555	1.6918463e-07
2022-07-03	Arizona	Delta	0.00043926615	0.0065936465	3.111121e-05	0.0025844413	7.471708e-05	0.0011184663	0.00017778107	1.4480341e-07
2022-07-04	Arizona	Delta	0.00039096887	0.00600833	2.671418e-05	0.0023310315	6.47345e-05	0.0010193982	0.00015684249	1.2308064e-07
2022-07-05	Arizona	Delta	0.00034798356	0.0053855814	2.2826393e-05	0.0021134992	5.647048e-05	0.0009149179	0.00013869324	1.04438556e-07
2022-07-06	Arizona	Delta	0.00030966522	0.0049615796	2.0027066e-05	0.001925374	4.959128e-05	0.0008136593	0.0001224264	8.869451e-08
2022-07-07	Arizona	Delta	0.0002750979	0.0045735748	1.7427816e-05	0.0017675853	4.3162665e-05	0.00073247903	0.00010807422	7.5426584e-08
2022-07-01	Arizona	Omicron 21K	0.0027295905	0.03303735	0.00025587983	0.012916715	0.00054723915	0.005981588	0.0011966533	9.534807e-07
2022-07-02	Arizona	Omicron 21K	0.002325529	0.029683419	0.00020027634	0.011325894	0.00044308763	0.005118975	0.00096633343	7.672785e-07
2022-07-03	Arizona	Omicron 21K	0.0019389729	0.026643245	0.00016179368	0.0099224895	0.00035730985	0.004435655	0.00079707935	6.1821004e-07
2022-07-04	Arizona	Omicron 21K	0.0016419562	0.023789601	0.00012678868	0.008707105	0.0002886587	0.0038142912	0.0006559528	4.9669404e-07
2022-07-05	Arizona	Omicron 21K	0.001368332	0.021302855	9.994148e-05	0.007642785	0.00023081542	0.0032779719	0.00053124723	3.979788e-07
2022-07-06	Arizona	Omicron 21K	0.0011481498	0.019013481	7.927957e-05	0.006717317	0.00018559388	0.0028110656	0.0004354848	3.1902883e-07
2022-07-07	Arizona	Omicron 21K	0.000966316	0.017124118	6.250473e-05	0.0058705523	0.00014721646	0.0024248923	0.0003516789	2.537355e-07
2022-07-01	Arizona	Omicron 21L	140.36081	262.663	75.32648	210.19489	92.614975	172.78108	112.90688	0.049746696
2022-07-02	Arizona	Omicron 21L	133.05615	265.53955	67.58102	206.91522	84.28105	167.73169	104.55298	0.04538866
2022-07-03	Arizona	Omicron 21L	126.35559	269.3538	59.70001	205.96483	76.317825	163.60226	96.603195	0.041186906
2022-07-04	Arizona	Omicron 21L	119.71564	275.8409	53.374424	204.26387	69.163246	159.66249	89.37802	0.037377782
2022-07-05	Arizona	Omicron 21L	114.0551	279.9519	46.851173	205.06436	62.869106	156.04637	82.60669	0.033848822
2022-07-06	Arizona	Omicron 21L	107.871735	285.74924	41.109924	206.15268	56.83899	152.38977	76.39526	0.030562663
2022-07-07	Arizona	Omicron 21L	102.29669	292.56146	36.26741	206.03491	51.230316	149.12323	70.74118	0.027556356
2022-07-01	Arizona	Omicron 22A	333.18683	532.1833	207.30435	453.36185	241.72003	395.64362	280.81815	0.11816392
2022-07-02	Arizona	Omicron 22A	334.74548	583.38806	194.44925	482.44864	232.49632	412.33334	276.53946	0.114702865
2022-07-03	Arizona	Omicron 22A	338.031	632.37	182.83302	512.26654	223.5584	427.99167	273.1388	0.11103198
2022-07-04	Arizona	Omicron 22A	343.4406	691.94586	171.75777	545.32886	215.8492	443.10953	269.33725	0.10728885
2022-07-05	Arizona	Omicron 22A	346.17014	759.2927	162.69359	579.94006	206.5773	460.54834	264.1732	0.10324839
2022-07-06	Arizona	Omicron 22A	351.02832	831.66956	152.98663	618.2589	198.94601	480.92926	259.2671	0.09920231
2022-07-07	Arizona	Omicron 22A	354.73865	904.6036	142.3918	659.10986	191.17294	500.99695	254.64317	0.095223606
2022-07-01	Arizona	Omicron 22B	1824.0077	2820.4004	1185.8435	2419.8384	1373.4315	2119.9807	1572.0492	0.64947414
2022-07-02	Arizona	Omicron 22B	1967.0497	3289.062	1195.1766	2730.6162	1410.002	2351.1824	1650.5918	0.6715411
