date	location	variant	median_R_forecast	R_forecast_upper_95	R_forecast_lower_95	R_forecast_upper_80	R_forecast_lower_80	R_forecast_upper_50	R_forecast_lower_50	median_freq
2022-10-10	USA	B.1.1.529	0.7947837	0.8608309	0.7311118	0.8376575	0.75384754	0.8171594	0.7728002	8.341702e-05
2022-10-11	USA	B.1.1.529	0.7947837	0.8608309	0.7311118	0.8376575	0.75384754	0.8171594	0.7728002	7.933072e-05
2022-10-12	USA	B.1.1.529	0.7947837	0.8608309	0.7311118	0.8376575	0.75384754	0.8171594	0.7728002	7.5434924e-05
2022-10-13	USA	B.1.1.529	0.7947837	0.8608309	0.7311118	0.8376575	0.75384754	0.8171594	0.7728002	7.1607494e-05
2022-10-14	USA	B.1.1.529	0.7947837	0.8608309	0.7311118	0.8376575	0.75384754	0.8171594	0.7728002	6.792338e-05
2022-10-15	USA	B.1.1.529	0.7947837	0.8608309	0.7311118	0.8376575	0.75384754	0.8171594	0.7728002	6.437833e-05
2022-10-16	USA	B.1.1.529	0.7947837	0.8608309	0.7311118	0.8376575	0.75384754	0.8171594	0.7728002	6.101098e-05
2022-10-10	USA	BA.2	0.6480651	0.70898515	0.59414405	0.68714917	0.6098228	0.6678213	0.6270071	3.4905152e-06
2022-10-11	USA	BA.2	0.6480651	0.70898515	0.59414405	0.68714917	0.6098228	0.6678213	0.6270071	3.1525692e-06
2022-10-12	USA	BA.2	0.6480651	0.70898515	0.59414405	0.68714917	0.6098228	0.6678213	0.6270071	2.8474597e-06
2022-10-13	USA	BA.2	0.6480651	0.70898515	0.59414405	0.68714917	0.6098228	0.6678213	0.6270071	2.5719698e-06
2022-10-14	USA	BA.2	0.6480651	0.70898515	0.59414405	0.68714917	0.6098228	0.6678213	0.6270071	2.321653e-06
2022-10-15	USA	BA.2	0.6480651	0.70898515	0.59414405	0.68714917	0.6098228	0.6678213	0.6270071	2.092609e-06
2022-10-16	USA	BA.2	0.6480651	0.70898515	0.59414405	0.68714917	0.6098228	0.6678213	0.6270071	1.88196e-06
2022-10-10	USA	BA.2.12	0.6371435	0.6966069	0.58434725	0.676884	0.6020338	0.65799224	0.6193006	2.478967e-07
2022-10-11	USA	BA.2.12	0.6371435	0.6966069	0.58434725	0.676884	0.6020338	0.65799224	0.6193006	2.2355997e-07
2022-10-12	USA	BA.2.12	0.6371435	0.6966069	0.58434725	0.676884	0.6020338	0.65799224	0.6193006	2.0137855e-07
2022-10-13	USA	BA.2.12	0.6371435	0.6966069	0.58434725	0.676884	0.6020338	0.65799224	0.6193006	1.8108781e-07
2022-10-14	USA	BA.2.12	0.6371435	0.6966069	0.58434725	0.676884	0.6020338	0.65799224	0.6193006	1.6270562e-07
2022-10-15	USA	BA.2.12	0.6371435	0.6966069	0.58434725	0.676884	0.6020338	0.65799224	0.6193006	1.4609125e-07
2022-10-16	USA	BA.2.12	0.6371435	0.6966069	0.58434725	0.676884	0.6020338	0.65799224	0.6193006	1.3092387e-07
2022-10-10	USA	BA.2.12.1	0.6617623	0.7176183	0.6083415	0.69748235	0.62718564	0.6800113	0.6440475	6.8452966e-05
2022-10-11	USA	BA.2.12.1	0.6617623	0.7176183	0.6083415	0.69748235	0.62718564	0.6800113	0.6440475	6.2226565e-05
2022-10-12	USA	BA.2.12.1	0.6617623	0.7176183	0.6083415	0.69748235	0.62718564	0.6800113	0.6440475	5.6549135e-05
2022-10-13	USA	BA.2.12.1	0.6617623	0.7176183	0.6083415	0.69748235	0.62718564	0.6800113	0.6440475	5.1315626e-05
2022-10-14	USA	BA.2.12.1	0.6617623	0.7176183	0.6083415	0.69748235	0.62718564	0.6800113	0.6440475	4.6542867e-05
2022-10-15	USA	BA.2.12.1	0.6617623	0.7176183	0.6083415	0.69748235	0.62718564	0.6800113	0.6440475	4.2170643e-05
2022-10-16	USA	BA.2.12.1	0.6617623	0.7176183	0.6083415	0.69748235	0.62718564	0.6800113	0.6440475	3.8142713e-05
2022-10-10	USA	BA.2.13	0.6073705	0.6637669	0.55643916	0.64299756	0.57419145	0.62558305	0.59060115	1.04975044e-07
2022-10-11	USA	BA.2.13	0.6073705	0.6637669	0.55643916	0.64299756	0.57419145	0.62558305	0.59060115	9.348198e-08
2022-10-12	USA	BA.2.13	0.6073705	0.6637669	0.55643916	0.64299756	0.57419145	0.62558305	0.59060115	8.315227e-08
2022-10-13	USA	BA.2.13	0.6073705	0.6637669	0.55643916	0.64299756	0.57419145	0.62558305	0.59060115	7.3913604e-08
2022-10-14	USA	BA.2.13	0.6073705	0.6637669	0.55643916	0.64299756	0.57419145	0.62558305	0.59060115	6.559821e-08
2022-10-15	USA	BA.2.13	0.6073705	0.6637669	0.55643916	0.64299756	0.57419145	0.62558305	0.59060115	5.8120783e-08
2022-10-16	USA	BA.2.13	0.6073705	0.6637669	0.55643916	0.64299756	0.57419145	0.62558305	0.59060115	5.1560495e-08
2022-10-10	USA	BA.2.13.1	0.6964545	0.75831693	0.638711	0.73455876	0.658849	0.7170385	0.67677283	2.6987882e-06
2022-10-11	USA	BA.2.13.1	0.6964545	0.75831693	0.638711	0.73455876	0.658849	0.7170385	0.67677283	2.4837855e-06
2022-10-12	USA	BA.2.13.1	0.6964545	0.75831693	0.638711	0.73455876	0.658849	0.7170385	0.67677283	2.2829686e-06
2022-10-13	USA	BA.2.13.1	0.6964545	0.75831693	0.638711	0.73455876	0.658849	0.7170385	0.67677283	2.0975576e-06
2022-10-14	USA	BA.2.13.1	0.6964545	0.75831693	0.638711	0.73455876	0.658849	0.7170385	0.67677283	1.9267322e-06
2022-10-15	USA	BA.2.13.1	0.6964545	0.75831693	0.638711	0.73455876	0.658849	0.7170385	0.67677283	1.7676238e-06
2022-10-16	USA	BA.2.13.1	0.6964545	0.75831693	0.638711	0.73455876	0.658849	0.7170385	0.67677283	1.6214699e-06
2022-10-10	USA	BA.2.18	0.6429223	0.7012637	0.59001833	0.67940974	0.6085025	0.66141343	0.62512153	7.4798595e-07
2022-10-11	USA	BA.2.18	0.6429223	0.7012637	0.59001833	0.67940974	0.6085025	0.66141343	0.62512153	6.748576e-07
2022-10-12	USA	BA.2.18	0.6429223	0.7012637	0.59001833	0.67940974	0.6085025	0.66141343	0.62512153	6.090579e-07
2022-10-13	USA	BA.2.18	0.6429223	0.7012637	0.59001833	0.67940974	0.6085025	0.66141343	0.62512153	5.4906775e-07
2022-10-14	USA	BA.2.18	0.6429223	0.7012637	0.59001833	0.67940974	0.6085025	0.66141343	0.62512153	4.9445805e-07
2022-10-15	USA	BA.2.18	0.6429223	0.7012637	0.59001833	0.67940974	0.6085025	0.66141343	0.62512153	4.4451238e-07
