date	location	cases
2024-05-25	USA	1.85
2024-06-01	USA	2.08
2024-06-08	USA	2.4
2024-06-15	USA	2.63
2024-06-15	USA	2.63
2024-06-22	USA	3.31
2024-06-22	USA	3.31
2024-06-29	USA	4.15
2024-06-29	USA	4.15
2024-07-06	USA	4.8
2024-07-06	USA	4.8
2024-07-13	USA	5.96
2024-07-13	USA	5.96
2024-07-20	USA	6.76
2024-07-20	USA	6.76
2024-07-27	USA	7.36
2024-07-27	USA	7.36
2024-08-03	USA	8.8
2024-08-03	USA	8.8
2024-08-10	USA	8.87
2024-08-10	USA	8.87
2024-08-17	USA	8.72
2024-08-17	USA	8.72
2024-08-24	USA	8.97
2024-08-24	USA	8.97
2024-08-31	USA	8.66
2024-08-31	USA	8.66
2024-09-07	USA	7.99
2024-09-07	USA	7.99
2024-09-14	USA	7.03
2024-09-14	USA	7.03
2024-09-21	USA	5.51
2024-09-21	USA	5.51
2024-09-28	USA	4.2
2024-09-28	USA	4.2
2024-10-05	USA	2.93
2024-10-05	USA	2.93
2024-10-12	USA	2.37
2024-10-12	USA	2.37
2024-10-19	USA	2.14
2024-10-19	USA	2.14
2024-10-26	USA	2.15
2024-10-26	USA	2.15
2024-11-02	USA	1.97
2024-11-02	USA	1.97
2024-11-09	USA	1.83
2024-11-09	USA	1.83
2024-11-16	USA	1.79
2024-11-16	USA	1.79
2024-11-23	USA	1.95
2024-11-23	USA	1.95
2024-11-30	USA	1.86
2024-11-30	USA	1.86
2024-12-07	USA	2.91
2024-12-07	USA	2.91
2024-12-14	USA	3.6
2024-12-14	USA	3.6
2024-12-21	USA	4.23
2024-12-21	USA	4.23
2024-12-21	USA	4.23
2024-12-28	USA	4.91
2024-12-28	USA	4.91
2024-12-28	USA	4.91
2025-01-04	USA	5.56
2025-01-04	USA	5.56
2025-01-04	USA	5.56
2025-01-11	USA	5.41
2025-01-11	USA	5.41
2025-01-11	USA	5.41
2025-01-18	USA	4.58
2025-01-18	USA	4.58
2025-01-18	USA	4.58
2025-01-25	USA	4.63
2025-01-25	USA	4.63
2025-01-25	USA	4.63
2025-02-01	USA	4.71
2025-02-01	USA	4.71
2025-02-01	USA	4.71
2025-02-08	USA	4.57
2025-02-08	USA	4.57
2025-02-08	USA	4.57
2025-02-15	USA	4.21
2025-02-15	USA	4.21
2025-02-15	USA	4.21
2025-02-22	USA	3.53
2025-02-22	USA	3.53
2025-02-22	USA	3.53
2025-03-01	USA	3.13
2025-03-01	USA	3.13
2025-03-01	USA	3.13
2025-03-08	USA	3.11
2025-03-08	USA	3.11
2025-03-08	USA	3.11
2025-03-15	USA	3.11
2025-03-15	USA	3.11
2025-03-15	USA	3.11
2025-03-22	USA	2.77
2025-03-22	USA	2.77
2025-03-22	USA	2.77
2025-03-29	USA	2.6
2025-03-29	USA	2.6
2025-03-29	USA	2.6
2025-04-05	USA	2.45
2025-04-05	USA	2.45
2025-04-05	USA	2.45
2025-04-12	USA	2.1
2025-04-12	USA	2.1
2025-04-12	USA	2.1
2025-04-19	USA	2.06
2025-04-19	USA	2.06
2025-04-19	USA	2.06
2025-04-26	USA	2.1
2025-04-26	USA	2.1
2025-04-26	USA	2.1
2025-05-03	USA	1.79
2025-05-03	USA	1.79
2025-05-03	USA	1.79
2025-05-03	USA	1.79
2025-05-10	USA	1.68
2025-05-10	USA	1.68
2025-05-10	USA	1.68
2025-05-10	USA	1.68
2025-05-17	USA	1.6
2025-05-17	USA	1.6
2025-05-17	USA	1.6
2025-05-17	USA	1.6
2025-05-24	USA	1.52
2025-05-24	USA	1.52
2025-05-24	USA	1.52
2025-05-24	USA	1.52
2025-05-31	USA	1.51
2025-05-31	USA	1.51
2025-05-31	USA	1.51
2025-05-31	USA	1.51
2025-06-07	USA	1.46
2025-06-07	USA	1.46
2025-06-07	USA	1.46
2025-06-07	USA	1.46
2025-06-14	USA	1.58
2025-06-14	USA	1.58
2025-06-14	USA	1.58
2025-06-14	USA	1.58
